index,offset,text,padding_bytes,text_bytes,total_bytes
396,0x596AF4,"Schweigen",13,9,22
397,0x596B08,"Hast",10,4,14
398,0x596B1C,"Gemach",15,6,21
399,0x596B30,"Stop",13,4,17
400,0x596B44,"Frosch",15,6,21
401,0x596B58,"Zwerg",13,5,18
402,0x596B6C,"Allm.Verstein.",14,14,28
403,0x596B80,"Verstein.",5,9,14
404,0x596B94,"Heilung",10,7,17
405,0x596BA8,"Barriere",12,8,20
406,0x596BBC,"ZBarr.",11,6,17
407,0x596BD0,"Wasser",13,6,19
408,0x596BF8,"Schild",19,6,25
409,0x596C0C,"Todesurteil",13,11,24
410,0x596C20,"Manipul.",8,8,16
411,0x596C34,"Tobsucht",11,8,19
412,0x596C48,"Unverwundbar",11,12,23
413,0x596C5C,"Lähmung",7,7,14
414,0x596C70,"Blind",12,5,17
415,0x596C88,"Element/Nebenwirkung",18,20,38
416,0x596CA1,"Zusatzwirkung",4,13,17
417,0x596CBA,"Angriff",11,7,18
418,0x596CD3,"Verteidigung",17,12,29
419,0x596CEC,"Halbieren",12,9,21
420,0x596D05,"Unwirksam",15,9,24
421,0x596D1E,"Absorbieren",15,11,26
422,0x596D82,"Stärke",24,6,30
423,0x596D9B,"Geschick",18,8,26
424,0x596DB4,"Vitalität",16,9,25
425,0x596DCD,"Zauber",15,6,21
426,0x596DE6,"Gemüt",18,5,23
427,0x596DFF,"Glück",19,5,24
428,0x596E18,"Angriff",19,7,26
429,0x596E31,"Angriff %",17,9,26
430,0x596E4A,"Verteidigung",15,12,27
431,0x596E63,"Verteidigung %",12,14,26
432,0x596E7C,"Zauber",10,6,16
433,0x596E95,"Zauberabwehr",18,12,30
434,0x596EAE,"Zauberabw. %",12,12,24
435,0x596EC7,"Waf.",12,4,16
436,0x596EE0,"Rüs.",20,4,24
437,0x596EF9,"Acc.",20,4,24
438,0x596F12,"Limit-Stufe",20,11,31
439,0x596F34,"""!    `! ã   `!R w ü        £     !£     î £       \      £     W \ Waf.",22,80,102
440,0x596F96,"Rüs.",17,4,21
441,0x596FAC,"Acc.",17,4,21
442,0x596FC2,"Zub.",17,4,21
443,0x596FD8,"Stärke",17,6,23
444,0x596FEE,"Geschick",15,8,23
445,0x597004,"Vitalitä",13,8,21
446,0x59701A,"Zauber",13,6,19
447,0x597030,"Moral",15,5,20
448,0x597046,"Glück",16,5,21
449,0x59705C,"Angriff",16,7,23
450,0x597072,"Angriff %",14,9,23
451,0x597088,"Verteidigung",12,12,24
452,0x59709E,"Verteidigung %",9,14,23
453,0x5970B4,"Zauber",7,6,13
454,0x5970CA,"Zauberabwehr",15,12,27
455,0x5970E0,"Zauberabw. %",9,12,21
456,0x5970F6,"Fassung:",9,8,17
457,0x59710C,"Wachstum:",13,9,22
458,0x597122,"Keine",12,5,17
459,0x597138,"Normal",16,6,22
460,0x59714E,"Doppelt",15,7,22
461,0x597164,"Dreifach",14,8,22
462,0x597194,"""£   £ ""S    !ï   !!! !  ]!    `!\   \ `!:   r  X     ñ  q   Feuer",25,81,106
463,0x5971EC,"Kälte",6,5,11
464,0x5971F8,"Blitz",6,5,11
465,0x597204,"Erde",6,4,10
466,0x597210,"Gift",7,4,11
467,0x59721C,"Schwerkraft",7,11,18
468,0x597228,"Wasser",0,6,6
469,0x597234,"Wind",5,4,9
470,0x597240,"Heilig",7,6,13
471,0x597250,"Soll das wirklich entfernt werden?",9,34,43
472,0x597274,"Ja!",1,3,4
473,0x597298,"Einen Moment",32,12,44
474,0x5972BC,"Sephiroth",23,13,36
475,0x5972E0,"Waf.",22,4,26
476,0x5972FC,"Rüs.",23,4,27
477,0x597318,"Fähigkeitsliste",23,15,38
478,0x597334,"Rüstungseffekt",12,14,26
479,0x597350,"Prüfen",13,6,19
480,0x59736C,"Ordnen",21,6,27
481,0x597388,"Gespeicherte Zahl   /24",21,23,44
482,0x5973A4,"AP",4,2,6
483,0x5973C0,"Auf nächste Ebene",25,17,42
484,0x5973DC,"MASTER",10,6,16
485,0x5973F8,"Ordnen",21,6,27
486,0x597414,"Tauschen",21,8,29
487,0x597430,"Alles entfernen",19,15,34
488,0x59744C,"Wegwerfen",12,9,21
489,0x597484,"Geschwindigkeit   %HåHER",27,24,51
490,0x5974A0,"Schutz   %HåHER",3,15,18
491,0x5974BC,"Zauberkraft   %HåHER",12,20,32
492,0x5974D8,"Glück   %HåHER",7,14,21
493,0x5974F4,"MASTER",13,6,19
494,0x597510,"Stärke",21,6,27
495,0x59752C,"Vitalität",21,9,30
496,0x597548,"Zauber",18,6,24
497,0x597564,"Zbrvertdg",21,9,30
498,0x597580,"Geschick",18,8,26
499,0x59759C,"Glück",19,5,24
500,0x5975B8,"MAXHP",22,5,27
501,0x5975D4,"MAXMP",22,5,27
502,0x5975F0,"MAXHP",22,5,27
503,0x59760C,"MAXMP",22,5,27
504,0x597628,"EXP.UP",22,6,28
505,0x597644,"Gil UP",21,6,27
506,0x597660,"Treffen - %",21,11,32
507,0x59767C,"Treffen + %",16,11,27
508,0x597698,"Chocobo treffen",16,15,31
509,0x5976B4,"Präventivm. + %",12,15,27
510,0x5976D0,"Fernangriff",12,11,23
511,0x5976EC,"Alle angreifen",16,14,30
512,0x597708,"Gegenangriff",13,12,25
513,0x597724,"Alle angreifen",15,14,29
514,0x597740,"Ständiger Angriff",13,17,30
515,0x59775C,"HP/MP-nderung",10,14,24
516,0x59777C,"""    ""S    !C!! $!C!   ""C! D  £ } : !ì     5""S   S ""T !ç $!!|!ç @ !    `!i   i `!:   ~    ~     ~ `!  2 z \ O -  W     *!:   : `!:  S    S 0",17,172,189
517,0x597830,"O    £ O w!!£     ô £ 8 ë   \ 8   \     Z \ ã   `!R w ü  Zauber",4,70,74
518,0x597886,"Beschwören",15,10,25
519,0x59789C,"Feindtechnik",11,12,23
520,0x5978B2,"Zusätzliche Fähigkeit",9,21,30
521,0x5978C8,"Alle",0,4,4
522,0x5978DE,"4x-Zber",17,7,24
523,0x5978F4,"MP absorb.",14,10,24
524,0x59790A,"HP absorb.",11,10,21
525,0x597936,"Auch stehl.",21,11,32
526,0x59794C,"Schlag",10,6,16
527,0x597962,"Turbo-MP",15,8,23
528,0x597978,"Nichts",13,6,19
529,0x59798E,"Nicht genug MP.",15,15,30
530,0x5979AC,"""    ""S    ""2!!K  £ !K  £ !   S     `!r   r `!:   ç `!  6 j \  6 g \    j : Verwenden",4,101,105
531,0x597A1A,"Ordnen",8,6,14
532,0x597A2C,"Schlüsselobjekte",11,16,27
533,0x597A3E,"Allein",1,6,7
534,0x597A50,"Feld",11,4,15
535,0x597A62,"Schlacht",13,8,21
536,0x597A74,"Werfen",9,6,15
537,0x597A86,"Typ",11,3,14
538,0x597A98,"Name",14,4,18
539,0x597AAA,"Max.",13,4,17
540,0x597ABC,"Min.",13,4,17
541,0x597AD0,"OK! Klar!",15,9,24
542,0x597AF8,"Ich bin nicht sicher, aber",30,27,57
543,0x597B20,"Ist mir egal.",12,13,25
544,0x597B48,"Heh! Heh!",26,9,35
545,0x597B70,"V-v-verdammt! Mein Kopf!",30,24,54
546,0x597B98,"Hat nichts mit mir zu tun!",15,26,41
547,0x597BC0,"Hmm, das wär's also.",13,20,33
548,0x597BE8,"Ich bin nicht sicher, aber",19,27,46
549,0x597C10,"Ich hab die falsche Person erwischt.",12,36,48
550,0x597C38,"Das sollte ok sein.",3,19,22
551,0x597C60,"Noch nicht ganz bereit.",20,23,43
552,0x597C88,"Nein, ich bin es nicht.",16,23,39
553,0x597CB0,"Ok, klar!",16,9,25
554,0x597CD8,"Kapier ich nicht.",30,17,47
555,0x597D00,"Hat nichts mit mir zu tun.",22,26,48
556,0x597D28,"Cool! Das sollte ok sein!",13,25,38
557,0x597D50,"Nee! Kapier ich nicht!",14,22,36
558,0x597D78,"Mann, ich tapp total im Dunkeln!",17,32,49
559,0x597DA0,"Ich verlier immer mehr Menschliches",7,36,43
560,0x597DC8,"Ich bin noch nicht bereit.",3,26,29
561,0x597DF0,"Es hat nichts mit mir zu tun.",13,29,42
562,0x597E18,"Das gefällt mir! Her damit!",10,27,37
563,0x597E40,"Hmph. Hab ich nicht ganz kapiert, aber",12,39,51
564,0x597E68,"Nicht ich! Gib es jemand anders!",0,32,32
565,0x597E90,"Es hat nichts mit mir zu tun.",7,29,36
566,0x597EB8,"%!à >!, )!Y   h 7!é f R å 7    á ç v    !! &!   b a ) V ; = [ \ #!  ,!j +!    1!M /  0   # w",10,116,126
567,0x597F2E,"8 N ï    E   • z E!° 5!@!i n q F!í       4 (! ì Z x   B â       3  =!]  I!J!K!L!M!N!O!P!Q!R!S!T!U!V!W!X!Y!Z![!\!]!^!_!  }    ü     ?!* ã  *!     G L    è +   u  g  ë - 3!ñ  $ ! >   ^   O  H  t F  C! A |  6  5 4! 2!  2 D!      Q   0!   P   k -!"" @  ó &  <!J   A!.  ô l y 9  ö 9!  '!s   {     ;!e    ~   ""! ? U  ! ò  r I ß   T B!% p ä ' /!£   .!_ 1 : K  m  G!:!C     D (  o $!   õ X S 8! d  ` W <   H!c  î  6! Ü =>ABCeKD@FGHtJfg<$_uva)?snPRSVXY[\]p/0%U^MZoh!""#y*+2,-.345671:8(W9&';`klmxEILNOQTbcdijqrwz{     0   (   L     !0 !   VO/JpNORI#Q0A'9h=#InN,$   #  0 @",1,682,683
568,0x5981E8,"Zí",0,7,7
569,0x5981F1,"ä",0,7,7
570,0x598208,"í",0,7,7
571,0x598211,"ä",0,7,7
572,0x598228,"ëí",0,7,7
573,0x598231,"V",0,7,7
574,0x598248,"âvÜÜÜÜS\",0,16,16
575,0x59825B,"äí",0,10,10
576,0x598268,"VâÜäÜéudâ",0,16,16
577,0x59827A,"ä|â",0,11,11
578,0x598289,"äâÜVâe",0,14,14
579,0x59829A,"vSÜâ",0,12,12
580,0x5982A9,"éVëÜâS",0,14,14
581,0x5982B9,"äâXÜ",0,13,13
582,0x5982C9,"äÜëâX",0,14,14
583,0x5982D9,"VxÜ",0,14,14
584,0x5982EA,"VÜVS",0,12,12
585,0x5982F9,"äÜÜXäí",0,14,14
586,0x59830A,"äÜí",0,12,12
587,0x598319,"VéâÜ",0,14,14
588,0x59832B,"ë",0,10,10
589,0x598338,"VäâXéf",0,16,16
590,0x59834B,"S",0,10,10
591,0x598358,"ïxÜe",0,16,16
592,0x598378,"íÜ",0,16,16
593,0x598398,"ä",0,7,7
594,0x5983B8,"ää",0,7,7
595,0x5983C1,"ä",0,7,7
596,0x5983D8,"Zí",0,7,7
597,0x5983E1,"ä",0,7,7
598,0x5983F8,"í",0,7,7
599,0x598401,"ä",0,7,7
600,0x598418,"ëí",0,7,7
601,0x598421,"V",0,7,7
602,0x598438,"âvÜÜÜÜS\",0,16,16
603,0x598458,"VâÜäÜéudâ",0,16,16
604,0x59846B,"äí",0,10,10
605,0x598479,"äâÜVâe",0,14,14
606,0x59848A,"ä|â",0,11,11
607,0x598499,"éVëÜâS",0,14,14
608,0x5984AA,"vSÜâ",0,12,12
609,0x5984B9,"äÜëâX",0,14,14
610,0x5984C9,"äâXÜ",0,13,13
611,0x5984DA,"VÜVS",0,12,12
612,0x5984E9,"VxÜ",0,14,14
613,0x5984FA,"äÜí",0,12,12
614,0x598509,"äÜÜXäí",0,14,14
615,0x59851B,"ë",0,10,10
616,0x598529,"VéâÜ",0,14,14
617,0x59853B,"S",0,10,10
618,0x598548,"VäâXéf",0,16,16
619,0x598568,"ïxÜe",0,16,16
620,0x598588,"íÜ",0,16,16
621,0x5985A8,"ä",0,7,7
622,0x5985C8,"ää",0,7,7
623,0x5985D1,"ä        !""#$%'(    ""S   S ""S   ~ ""! :       `!:   : `!:   O `! î - i ò Cloud",0,92,92
624,0x598634,"Barret",6,6,12
625,0x598640,"Tifa",5,4,9
626,0x59864C,"Aeris",7,5,12
627,0x598658,"Red XIII",6,8,14
628,0x598664,"Yuffie",3,6,9
629,0x598670,"Cait Sith",5,9,14
630,0x59867C,"Vincent",2,7,9
631,0x598688,"Cid",4,3,7
632,0x598694,"Choco",8,5,13
633,0x5986BE,"Leer",9,4,13
634,0x5986C8,"Löschen",5,7,12
635,0x5986D2,"Auswählen",2,9,11
636,0x5986DC,"Standard",0,8,8
637,0x5986E6,"Abbrechen",1,9,10
638,0x5986F0,"ABCDEFGHIJäKLMNOPQRSTUVWXYZ,.+-öabcdefghijåklmnopqrstÜuvwxyz:;  ü0123456789   RaginLion",0,89,89
639,0x598750,"Freshmake",6,9,15
640,0x598760,"Square",6,6,12
641,0x598770,"3Dfx",9,4,13
642,0x598780,"Local",11,5,16
643,0x598790,"Gold",10,4,14
644,0x5987A0,"ëìèïókmoqs+-/13uwy{}579;=áâåç?ACEGô•____acegi!#%')üJLNPR_]^      äíéîñjlnpr*,.02tvxz|468:<~àãÜ>@BDFòõ°£ö`bdfh ""$&(ßIKMOQH",11,188,199
645,0x598864,"!   ""   $   %   '   (        &4031&.      !îEx-SOLDIER",4,54,58
646,0x5988A1,"X!         Z!Z!V V",0,23,23
647,0x5988BC,"à""  T   R",0,12,12
648,0x598900,"C   !!/-+)%-      !öBarret",0,26,26
649,0x598920,"@",0,2,2
650,0x598926,"!           / /",1,22,23
651,0x598940,"*",0,4,4
652,0x598988,"""!+++*'.      !9Tifa",4,20,24
653,0x5989A4,"0",0,2,2
654,0x5989AA,"!           0 0",1,22,23
655,0x5989C4,"(",0,4,4
656,0x598A0C,"#!*+-.%.      !4Aerith",4,22,26
657,0x598A28,"^",0,2,2
658,0x598A2C,"!           7 7",1,24,25
659,0x598A90,"$!*,+**.      !äRed",4,19,23
660,0x598AAC,"P#",0,2,2
661,0x598AB2,"!           1 1",1,22,23
662,0x598ACC,",   Q# 7#",0,12,12
663,0x598AF0,"E",0,4,4
664,0x598B14,"%!            !KYuffie",4,22,26
665,0x598B30,"w$",0,2,2
666,0x598B36,"!         ã ã % %",1,22,23
667,0x598B54,"GL!",4,4,8
668,0x598B98,"&!*+-+%/      ! Cait Seith",4,26,30
669,0x598BB4,"å%",0,2,2
670,0x598BBA,"!           2 2",1,22,23
671,0x598BD4,".   J   Zx;",0,12,12
672,0x598C1C,"'!)*++%.      !WVincent",4,23,27
673,0x598C38,"ò%",0,2,2
674,0x598C3E,"!           2 2",1,22,23
675,0x598C58,"0",0,4,4
676,0x598CA0,"(!,,+*&.      !_Cid",4,19,23
677,0x598CBC,"i&",0,2,2
678,0x598CC2,"!           / /",1,22,23
679,0x598CDC,"2",0,4,4
680,0x598D24,")!,,+*&%      !",4,16,20
681,0x598D41,"!  '!           $ $",1,27,28
682,0x598D60,",   *",0,8,8
683,0x598DA4,"õ   *RuhdfaN      ! Sephiroth",0,29,29
684,0x598DC4,"ü&(",0,4,4
685,0x598DCA,"!          / /!!",1,22,23
686,0x598DE4,"$ W",0,5,5
687,0x598DEC,"U",0,1,1
688,0x598DF0,"S",0,1,1
689,0x598DF4,"7",0,1,1
690,0x598DF8,"Q",0,1,1
691,0x598E08,"R",0,1,1
692,0x598E0C,"7",0,1,1
693,0x598E10,"T",0,1,1
694,0x598E14,"7",0,1,1
695,0x598ED0,"!   &   !   ""   &   !   #   &   !   $   &   !   %   &   !   &   &   !   '   &   !   (   &   !   )   &   !       &   !   *   &   !                       !               &   $   #   ""   %   #   $   #   #   '   $   #   )   $   #   %   %   #       %   #   (   #   #   $   $   #   %   $   #   *   %   #   (   ""   !                               #   #   (   $   #   #   #   #   %   #   #   &   #   #   '   #   #   )   #   #       $   #   !   $   #   *   ""   #   *       #                                       $   %   #   #   %   #   ""   #   #   !   %   #   !   #   #   #   $   #   ""   $   #   &   ""   #   '   ""   #   )   ""   !                                               !                   Q   R   S   T   U   V   W   X   Y   Z   [   \   ]   ^   `   a   d   e   f   g   h       j   k   l   m   n   o   p   q   r   s   t   u   v   w   x   y   D   E   G   H   I   J   K       q   u   Full Equipent!",31,894,925
696,0x599254,"Magic Materia!",5,14,19
697,0x599268,"Summon Materia!",5,15,20
698,0x59927C,"Command",4,7,11
699,0x599290,"Zero - AW YEAH!",12,15,27
700,0x5992A8,"Feuer",8,5,13
701,0x5992B4,"Kälte",6,5,11
702,0x5992C0,"Blitz",6,5,11
703,0x5992CC,"Erde",6,4,10
704,0x5992D8,"Gift",7,4,11
705,0x5992E4,"Schwerkraft",7,11,18
706,0x5992F0,"Wasser",0,6,6
707,0x5992FC,"Wind",5,4,9
708,0x599308,"Heilig",7,6,13
709,0x599318,"Soll das wirklich entfernt werden?",9,34,43
710,0x59933C,"Ja!",1,3,4
711,0x599360,"Einen Moment",32,12,44
712,0x599384,"Sephiroth",23,13,36
713,0x5993A8,"Waf.",22,4,26
714,0x5993C4,"Rüs.",23,4,27
715,0x5993E0,"Fähigkeitsliste",23,15,38
716,0x5993FC,"Rüstungseffekt",12,14,26
717,0x599418,"Prüfen",13,6,19
718,0x599434,"Ordnen",21,6,27
719,0x599450,"Gespeicherte Zahl   /24",21,23,44
720,0x59946C,"AP",4,2,6
721,0x599488,"Auf nächste Ebene",25,17,42
722,0x5994A4,"MASTER",10,6,16
723,0x5994C0,"Ordnen",21,6,27
724,0x5994DC,"Tauschen",21,8,29
725,0x5994F8,"Alles entfernen",19,15,34
726,0x599514,"Wegwerfen",12,9,21
727,0x59954C,"Geschwindigkeit   %HåHER",27,24,51
728,0x599568,"Schutz   %HåHER",3,15,18
729,0x599584,"Zauberkraft   %HåHER",12,20,32
730,0x5995A0,"Glück   %HåHER",7,14,21
731,0x5995BC,"MASTER",13,6,19
732,0x5995D8,"Stärke",21,6,27
733,0x5995F4,"Vitalität",21,9,30
734,0x599610,"Zauber",18,6,24
735,0x59962C,"Zbrvertdg",21,9,30
736,0x599648,"Geschick",18,8,26
737,0x599664,"Glück",19,5,24
738,0x599680,"MAXHP",22,5,27
739,0x59969C,"MAXMP",22,5,27
740,0x5996B8,"MAXHP",22,5,27
741,0x5996D4,"MAXMP",22,5,27
742,0x5996F0,"EXP.UP",22,6,28
743,0x59970C,"Gil UP",21,6,27
744,0x599728,"Treffen - %",21,11,32
745,0x599744,"Treffen + %",16,11,27
746,0x599760,"Chocobo treffen",16,15,31
747,0x59977C,"Präventivm. + %",12,15,27
748,0x599798,"Fernangriff",12,11,23
749,0x5997B4,"Alle angreifen",16,14,30
750,0x5997D0,"Gegenangriff",13,12,25
751,0x5997EC,"Alle angreifen",15,14,29
752,0x599808,"Ständiger Angriff",13,17,30
753,0x599824,"HP/MP-nderung",10,14,24
754,0x599840,"Kaufen",13,6,19
755,0x59985E,"Verkaufen",23,9,32
756,0x59987C,"Beenden",20,7,27
757,0x59989A,"Objekt",22,6,28
758,0x5998B8,"Materia",23,7,30
759,0x5998D8,"Kaufen Verkaufen Beenden",24,24,48
760,0x5998F8,"Gil",7,3,10
761,0x599918,"Besitz",28,6,34
762,0x599938,"Ausstattung",25,11,36
763,0x599958,"Gesamt",20,6,26
764,0x599978,"Wieviel",25,7,32
765,0x599998,"Objekt    Materia",24,17,41
766,0x5999B8,"Übrige Gil",14,10,24
767,0x5999D8,"Preis für Master",21,16,37
768,0x5999F8,"Preis durch AP",15,14,29
769,0x599A18,"Waf.",17,4,21
770,0x599A2E,"Rüs.",17,4,21
771,0x599A44,"Zub.",17,4,21
772,0x599A5A,"Zub.",17,4,21
773,0x599A70,"Stärke",17,6,23
774,0x599A86,"Geschick",15,8,23
775,0x599A9C,"Vitalitä",13,8,21
776,0x599AB2,"Zauber",13,6,19
777,0x599AC8,"Moral",15,5,20
778,0x599ADE,"Glück",16,5,21
779,0x599AF4,"Angreifen",16,9,25
780,0x599B0A,"Angreifen %",12,11,23
781,0x599B20,"Verteidigen",10,11,21
782,0x599B36,"Verteidigen %",10,13,23
783,0x599B4C,"Zbrangrf",8,8,16
784,0x599B62,"Zbrvertdg",13,9,22
785,0x599B78,"Zbrvertdg %",12,11,23
786,0x599B8E,"Schlitz:",10,8,18
787,0x599BA4,"Verstärkung:",13,12,25
788,0x599BBA,"Keine",9,5,14
789,0x599BD0,"Normal",16,6,22
790,0x599BE6,"Doppelt",15,7,22
791,0x599BFC,"Dreifach",14,8,22
792,0x599C14,"A",15,1,16
793,0x599C16,"V",0,1,1
794,0x599C18,"Objektladen",0,11,11
795,0x599C40,"Waffengeschäft",28,14,42
796,0x599C68,"Objektladen",25,11,36
797,0x599C90,"Materia-Laden",28,13,41
798,0x599CB8,"Gemischtwaren",26,13,39
799,0x599CE0,"Gemüseladen",26,11,37
800,0x599D08,"Zubehörladen",28,12,40
801,0x599D30,"Werkzeugladen",27,13,40
802,0x599D58,"Souvenierladen",26,14,40
803,0x599D80,"Willkommen!",25,11,36
804,0x599DAE,"Was möchtest du kaufen?",34,23,57
805,0x599DDC,"Wie viele willst du davon?",22,26,48
806,0x599E0A,"Was möchtest du verkaufen?",19,26,45
807,0x599E38,"Wie viele willst du verkaufen?",19,30,49
808,0x599E66,"Danke!",15,6,21
809,0x599E94,"Danke!",39,6,45
810,0x599EC2,"Du hast nicht genug Geld!",39,25,64
811,0x599F4C,"Guten Tag!",91,10,101
812,0x599F7A,"Wie kann ich behilflich sein?",35,29,64
813,0x599FA8,"Wie viele willst du davon?",16,26,42
814,0x599FD6,"Hast du was zu verkaufen?",19,25,44
815,0x59A004,"Wie viele willst du?",20,20,40
816,0x59A032,"Vielen Dank!",25,12,37
817,0x59A060,"Ihr werdet doch alle zurückkommen!",33,34,67
818,0x59A08E,"Soll das ein Witz sein? Das ist nicht genug!",11,44,55
819,0x59A118,"! #     !!             4                                                           "" $             '       (       f                                                   "" '             '       (   !   Q   !   R   !   T   !   U                           ! ""     ""!      4                                                                   "" $             '       (       f                                                   # $ !   Q   !   R   !   T   !   U                                                   ! %                          ""!      #!                                          # % !   Q   !   R   !   T   !   U   !   0                                           "" )             '       (       ,       T       -       .       !       f           $ '             '       (       4       -       .       f                           "" %             '       (       T       f                                           ! %                                 #!                                          "" '             '       (       T       -       .       f                           # % !   S   !   \   !   D   !   E   !   V                                           % &     `       a       b       c       d       e                                   % *     q       r       s       t       `       a       b       c       d       e   "" %             '       -       .       f                                           # $ !   Q   !   T   !   R   !   U                                                   ! %     #!              '       4       f                                           ! %                                                                            "" )             !       '       (       T       ,       -       .       f           # % !   E   !   X   !   U   !   V   !   W                                           ! &                                                                           & ""     K!      L!                                                                  # % !   Q   !   R   !   T   !   S   !   \                                           "" ""             '                                                                   ! $     )!      $!      5!      U                                                   # ' !   V   !   W   !   U   !   X   !   Q   !   R   !   T                           "" )             !       '       )       (       T       -       .       f           ! #     $!             U                                                           ' #             '       f                                                           $ & !   Z       *       +       )       -       .                                   ( *             '       #       (       *       +       )       ,       -       .   $ #             '       f                                                           ! )                                               R       S       U           "" )             !       '       f       *       +       )       -       .           & *     L!      K!      J!      C!      O!      X!  !   Y   !   a   !   V   !   Z   ! (                                                      %!                  $ *             !       '       #       f       *       +       )       -       .   # $ !       !   !   !   Y   !   Z                                                   $ $             !       '       f                                                   ! &            &!      @!      A!      B!      C!                                  "" *             !       '       #       -       .       f   !   ^   !   [   !   a   ! )                                                                        "" )     !       '       #       -       .       f       ?       C       D!          "" (             !       '       #       -       .       *       f                   ! *                                                             f       !   ! *                                                             (!      ,!  & '     E!      S!      T!      U!      M!      N!      O!                          "" '     !       '       #       -       .       /       f                           # % !   !   !       !   Z   !   ]   !   d                                           "" '     !       '       #       -       .       f       V                           # % !   G   !   J   !   I   !   d   !   7                                           $ $     o       p       ^       _                                                   ! )                                                                        "" *                                                                       # & !   #   !   W   !       !   ^   !   [   !   7                                   ! '                                                                          & (     )!                                                                   "" (                                                                         ! &                                        V                                   # & !   Q   !   R   !   T   !   S   !   ]   !   \                                   "" '             !       '       #       -       .       f                           ! )     V       &!      +!      @!      A!      B!      C!      Q!      W!          "" *     !       '       #       f   !   ^   !   [   !   a   !   G   !   I   !   J   "" )     '!      *!              !       '       #       -       .       f           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #       f                                           "" %             !       '       #                                                   R   L!  ""   %  ""   ""   ""   L!  p            ã   ã   ã   #  L!  #  ""   ""   p   ""   ""   ""   ""   ""   ""   ""   ""   ""   ""   @#  ""   ""   ""   @#  ""   ""   ""   ""   ""   ""   ""   ""   ""   ""   ""   ""   ""   ""   !  !  R   !  #  ""   ""   ""   ""   ""   ""   ""   3  +  %  #  @#  !     ã   !  !  !  !  !  !  !  ""   ""   '  %  x""  !     ã   *   ""   !  !  !  !  !  !  !  !  R   R   R   !  R   R   R   ""   ""   ""                                                                                               £   #  %  *  N  N  pf  (  .  ã9  *  é0  ""   ""   ""   ""   £   `!  ""  $  )  6  0G  ^  ('  *  Z  (  é0  ""   ""   ""   £   ~!  #  £%  *  8  N  pf  '  ,  ^  ,  ,  ""   ""   ""   @#  4%  )  ñ7  J  éb  '  -  V  ñ7  `?  ""   ""   ""      ò!  @#  4%  H*  6  ('  ,  )  .  l=  $  ã9  l=  R  Xj  x;  l=  ^  ,  X8  ""   Z  ""   ""   x""  £%  H*  ñ7  N  pf  '  ,  V  +  ñ7  ""   ""   ""   !  )  5  J  pf  (  *  ,  +  Z  ""   ""   ""   #  <,   9  N  pf  -  :  R  +  ,  ""   ""   ""   _b/ ã      8!  ~!  @#  4%  '  ,  2  ('  õ.  `?  N  x""  @#  ""   ""   ""   #  #  %  4%  2  2  2  .  ""   ""   ""   ""   ""   ""   l=  -  l=  /  0G  0G  ""   @n  ""   ""   /  +  +  x;  l=  3  !  l=  ""   `?  `?  `?  ""   l=  3  ""   HC  ""   N  0G  ""   """,91,8000,8091
820,0x59C158,"`?  `?  @n  @n  Z  !   !   !   !   !   !   !   !   !   !   !   #  !   !   !   !   !       @n  !   !   !   !   !   !   !   !   !   !   !   !   $  #  0G  0G  !   0G  0G  !   !",0,180,180
821,0x59C218,"!   x""  x""  %  x""  ""  %  +  +  ñ7  3  0G  %  `?  0G      @n  ñ7          HC  !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !",0,172,172
822,0x59C364,"!S   S ""S   ~ !   M!""           Ü ""S !~    O ü £   S ""! ! t g!}  v   S ""~    ""S    !C!! $!C!     :   : `!:   O  é    `!y           T `!:  O ã é ° 8 ` \   9 `! •  ì J  O p K   : `!O   i `!:   ~    ~   !   S    ° : Laden",4,257,261
823,0x59C488,"Wählen Sie eine Speicherdatei aus.",34,34,68
824,0x59C4B0,"Wählen Sie einen Speicherblock aus.",5,35,40
825,0x59C4D8,"STECKPLATZ 1",4,12,16
826,0x59C500,"STECKPLATZ 2",27,12,39
827,0x59C528,"Wirklich?",27,9,36
828,0x59C550,"Bin am Laden. Bitte warten",30,27,57
829,0x59C578,"Bin am Sichern. Bitte warten",12,29,41
830,0x59C5A0,"LEER",10,4,14
831,0x59C5C8,"BLOCK",35,5,40
832,0x59C5F0,"Weiter?",34,7,41
833,0x59C618,"/15",32,3,35
834,0x59C640,"Überprüfe Spielstandsdatei",36,27,63
835,0x59C668,"01",12,2,14
836,0x59C690,"02",37,2,39
837,0x59C6B8,"03",37,2,39
838,0x59C6E0,"04",37,2,39
839,0x59C708,"05",37,2,39
840,0x59C730,"06",37,2,39
841,0x59C758,"07",37,2,39
842,0x59C780,"08",37,2,39
843,0x59C7A8,"09",37,2,39
844,0x59C7D0,"10",37,2,39
845,0x59C7F8,"11",37,2,39
846,0x59C820,"12",37,2,39
847,0x59C848,"13",37,2,39
848,0x59C870,"14",37,2,39
849,0x59C898,"15",37,2,39
850,0x59C8C0,"Gespeichert.",37,12,49
