index,offset,byte_length,decoded_length,text,hex_bytes
259,0x59592D,21,21,"                 Acc.",00000000000000000000000000000000002143430e
260,0x595943,28,28,"                 Limit-Ebene",00000000000000000000000000000000002c494d49540d2542454e45
261,0x595960,12,12,"            ",000000000000000000000000
262,0x59596D,0,0,"",
263,0x59596E,0,0,"",
264,0x59596F,0,0,"",
265,0x595970,0,0,"",
266,0x595971,0,0,"",
267,0x595972,0,0,"",
268,0x595973,0,0,"",
269,0x595974,91,78,"    !   S    j :     ""S   S S!!S!S m!£ S! m!]!    `!:   :    :  \  r   STUFE 1",00000000dc010000a4003300f60000004a001a000000000080023300000033003301ad01330133004d0178003301a3004d013d010000000040011a0000001a009900d60099001a00a7003c0099005200a7009e0033343526250011
270,0x5959D0,31,31,"                        STUFE 2",00000000000000000000000000000000000000000000000033343526250012
271,0x5959F0,31,31,"                        STUFE 3",00000000000000000000000000000000000000000000000033343526250013
272,0x595A10,31,31,"                        STUFE 4",00000000000000000000000000000000000000000000000033343526250014
273,0x595A30,47,47,"                        LIMIT-STUFE einrichten.",0000000000000000000000000000000000000000000000002c292d29340d33343526250045494e5249434854454e0e
274,0x595A60,18,18,"        Einrichten",000000000000000025494e5249434854454e
275,0x595A73,27,27,"                     Prüfen",00000000000000000000000000000000000000000030527f46454e
276,0x595A8F,47,46,"                         Bei nderung der STUFE",0000000000000000000000000000000000000000000000000022454900604e444552554e4700444552003334352625
277,0x595ABF,34,34,"         Beginn bei Limit-Punkt 0.",000000000000000000224547494e4e00424549002c494d49540d30554e4b5400100e
278,0x595AE2,19,19,"      STUFE ändern?",0000000000003334352625006a4e4445524e1f
279,0x595AF6,20,20,"                  Ja",0000000000000000000000000000000000002a41
280,0x595B0B,33,33,"                             Nein",00000000000000000000000000000000000000000000000000000000002e45494e
281,0x595B2D,41,41,"                           Limit gewählt!",0000000000000000000000000000000000000000000000000000002c494d4954004745576a484c5401
282,0x595B57,29,29,"                 STUFE wählen",0000000000000000000000000000000000333435262500576a484c454e
283,0x595B75,23,23,"                       ",0000000000000000000000000000000000000000000000
284,0x595B8D,0,0,"",
285,0x595B8E,1,1," ",00
286,0x595B90,2,2,"  ",0000
287,0x595B93,0,0,"",
288,0x595B94,8,8,"R R 3 1P",3200320013001130
289,0x595B9D,0,0,"",
290,0x595B9E,0,0,"",
291,0x595B9F,0,0,"",
292,0x595BA0,0,0,"",
293,0x595BA1,0,0,"",
294,0x595BA2,0,0,"",
295,0x595BA3,0,0,"",
296,0x595BA4,2,2,"  ",0000
297,0x595BA7,0,0,"",
298,0x595BA8,0,0,"",
299,0x595BA9,0,0,"",
300,0x595BAA,1,1," ",00
301,0x595BAC,2,2,"  ",0000
302,0x595BAF,0,0,"",
303,0x595BB0,8,8,"T T 3!1T",3400340013011134
304,0x595BB9,1,1,"_",3f
305,0x595BBB,0,0,"",
306,0x595BBC,6,6,"   ""  ",000000020000
307,0x595BC3,0,0,"",
308,0x595BC4,0,0,"",
309,0x595BC5,0,0,"",
310,0x595BC6,1,1," ",00
311,0x595BC8,2,2,"  ",0000
312,0x595BCB,0,0,"",
313,0x595BCC,8,8,"S S 3""1X",3300330013021138
314,0x595BD5,0,0,"",
315,0x595BD6,2,2,":ö",1a7a
316,0x595BD9,0,0,"",
317,0x595BDA,0,0,"",
318,0x595BDB,0,0,"",
319,0x595BDC,3,2,"  ",0000bf
320,0x595BE0,0,0,"",
321,0x595BE1,0,0,"",
322,0x595BE2,1,1," ",00
323,0x595BE4,2,2,"  ",0000
324,0x595BE7,0,0,"",
325,0x595BE8,8,8,"U U 3#1f",3500350013031146
326,0x595BF1,0,0,"",
327,0x595BF2,0,0,"",
328,0x595BF3,0,0,"",
329,0x595BF4,0,0,"",
330,0x595BF5,0,0,"",
331,0x595BF6,0,0,"",
332,0x595BF7,0,0,"",
333,0x595BF8,2,2,"  ",0000
334,0x595BFB,0,0,"",
335,0x595BFC,0,0,"",
336,0x595BFD,0,0,"",
337,0x595BFE,1,1," ",00
338,0x595C00,2,2,"  ",0000
339,0x595C03,0,0,"",
340,0x595C04,8,7,"V V $1:",360036009704111a
341,0x595C0D,0,0,"",
342,0x595C0E,2,2," &",0006
343,0x595C11,0,0,"",
344,0x595C12,0,0,"",
345,0x595C13,0,0,"",
346,0x595C14,2,2,"  ",0000
347,0x595C17,0,0,"",
348,0x595C18,0,0,"",
349,0x595C19,0,0,"",
350,0x595C1A,1,1," ",00
351,0x595C1C,2,2,"  ",0000
352,0x595C1F,0,0,"",
353,0x595C20,8,8,"Y Y 7%1 ",3900390017051100
354,0x595C29,9,9,"_8£!     ",3f1878010000000000
355,0x595C33,0,0,"",
356,0x595C34,0,0,"",
357,0x595C35,0,0,"",
358,0x595C36,1,1," ",00
359,0x595C38,2,2,"  ",0000
360,0x595C3B,0,0,"",
361,0x595C3C,8,7,"[ \ &1,",3b003c009706110c
362,0x595C45,0,0,"",
363,0x595C46,2,2," /",000f
364,0x595C49,0,0,"",
365,0x595C4A,0,0,"",
366,0x595C4B,0,0,"",
367,0x595C4C,2,2,"  ",0000
368,0x595C4F,1,0,"",df
369,0x595C51,0,0,"",
370,0x595C52,1,1," ",00
371,0x595C54,2,2,"  ",0000
372,0x595C57,0,0,"",
373,0x595C58,8,8,"f f 3'1T",4600460013071134
374,0x595C61,0,0,"",
375,0x595C62,0,0,"",
376,0x595C63,0,0,"",
377,0x595C64,0,0,"",
378,0x595C65,0,0,"",
379,0x595C66,0,0,"",
380,0x595C67,0,0,"",
381,0x595C68,2,2,"  ",0000
382,0x595C6B,0,0,"",
383,0x595C6C,0,0,"",
384,0x595C6D,0,0,"",
385,0x595C6E,1,1," ",00
386,0x595C70,2,2,"  ",0000
387,0x595C73,0,0,"",
388,0x595C74,8,8,"h h 7(1V",4800480017081136
389,0x595C7D,0,0,"",
390,0x595C7E,0,0,"",
391,0x595C7F,0,0,"",
392,0x595C80,0,0,"",
393,0x595C81,0,0,"",
394,0x595C82,0,0,"",
395,0x595C83,0,0,"",
396,0x595C84,2,2,"  ",0000
397,0x595C87,0,0,"",
398,0x595C88,0,0,"",
399,0x595C89,0,0,"",
400,0x595C8A,1,1," ",00
401,0x595C8C,2,2,"  ",0000
402,0x595C8F,0,0,"",
403,0x595C90,8,8,"i i 3)C@",4900490013092320
404,0x595C99,0,0,"",
405,0x595C9A,0,0,"",
406,0x595C9B,0,0,"",
407,0x595C9C,0,0,"",
408,0x595C9D,0,0,"",
409,0x595C9E,0,0,"",
410,0x595C9F,0,0,"",
411,0x595CA0,3,2,"@ ",2000fe
412,0x595CA4,0,0,"",
413,0x595CA5,0,0,"",
414,0x595CA6,1,1," ",00
415,0x595CA8,2,2,"  ",0000
416,0x595CAB,0,0,"",
417,0x595CAC,8,8,"k k 3*1 ",4b004b00130a1100
418,0x595CB5,1,1,"_",3f
419,0x595CB7,0,0,"",
420,0x595CB8,6,6,"!     ",010000000000
421,0x595CBF,0,0,"",
422,0x595CC0,0,0,"",
423,0x595CC1,0,0,"",
424,0x595CC2,1,1," ",00
425,0x595CC4,2,2,"  ",0000
426,0x595CC7,0,0,"",
427,0x595CC8,8,8,"m m 7+1C",4d004d00170b1123
428,0x595CD1,0,0,"",
429,0x595CD2,0,0,"",
430,0x595CD3,0,0,"",
431,0x595CD4,0,0,"",
432,0x595CD5,0,0,"",
433,0x595CD6,0,0,"",
434,0x595CD7,0,0,"",
435,0x595CD8,2,2,"  ",0000
436,0x595CDB,1,0,"",df
437,0x595CDD,0,0,"",
438,0x595CDE,1,1," ",00
439,0x595CE0,2,2,"  ",0000
440,0x595CE3,0,0,"",
441,0x595CE4,8,7,"n n ,1(",4e004e00970c1108
442,0x595CED,0,0,"",
443,0x595CEE,2,2," 2",0012
444,0x595CF1,0,0,"",
445,0x595CF2,0,0,"",
446,0x595CF3,0,0,"",
447,0x595CF4,2,2,"  ",0000
448,0x595CF7,0,0,"",
449,0x595CF8,0,0,"",
450,0x595CF9,0,0,"",
451,0x595CFA,1,1," ",00
452,0x595CFC,2,2,"  ",0000
453,0x595CFF,0,0,"",
454,0x595D00,8,7,"o o -14",4f004f00970d1114
455,0x595D09,0,0,"",
456,0x595D0A,2,2," *",000a
457,0x595D0D,0,0,"",
458,0x595D0E,0,0,"",
459,0x595D0F,0,0,"",
460,0x595D10,2,2,"  ",0000
461,0x595D13,0,0,"",
462,0x595D14,0,0,"",
463,0x595D15,0,0,"",
464,0x595D16,1,1," ",00
465,0x595D18,2,2,"  ",0000
466,0x595D1B,0,0,"",
467,0x595D1C,8,8,"z z 5.D0",5a005a00150e2410
468,0x595D25,0,0,"",
469,0x595D26,0,0,"",
470,0x595D27,0,0,"",
471,0x595D28,0,0,"",
472,0x595D29,0,0,"",
473,0x595D2A,0,0,"",
474,0x595D2B,0,0,"",
475,0x595D2C,2,2," """,0002
476,0x595D2F,0,0,"",
477,0x595D30,0,0,"",
478,0x595D31,0,0,"",
479,0x595D32,1,1," ",00
480,0x595D34,2,2,"  ",0000
481,0x595D37,0,0,"",
482,0x595D38,8,8,"{ { 7/B ",5b005b00170f2200
483,0x595D41,1,1,"_",3f
484,0x595D43,0,0,"",
485,0x595D44,6,5,"$    ",800400000000
486,0x595D4B,0,0,"",
487,0x595D4C,0,0,"",
488,0x595D4D,0,0,"",
489,0x595D4E,1,1," ",00
490,0x595D50,2,2,"  ",0000
491,0x595D53,0,0,"",
492,0x595D54,8,8,"~ ~ 50B ",5e005e0015102200
493,0x595D5D,1,1,"ü",7f
494,0x595D5F,0,0,"",
495,0x595D60,6,4,"ßV  ",fc7e80360000
496,0x595D67,0,0,"",
497,0x595D68,0,0,"",
498,0x595D69,0,0,"",
499,0x595D6A,1,1," ",00
500,0x595D6C,2,2,"  ",0000
501,0x595D6F,0,0,"",
502,0x595D70,7,7,"à à 51 ",62006200151100
503,0x595D78,0,0,"",
504,0x595D79,0,0,"",
505,0x595D7A,1,1,"4",14
506,0x595D7C,0,0,"",
507,0x595D7D,0,0,"",
508,0x595D7E,0,0,"",
509,0x595D7F,0,0,"",
510,0x595D80,2,1," ",0080
511,0x595D83,0,0,"",
512,0x595D84,0,0,"",
513,0x595D85,0,0,"",
514,0x595D86,1,1," ",00
515,0x595D88,2,2,"  ",0000
516,0x595D8B,0,0,"",
517,0x595D8C,8,6,"  52B ",6000600015122200
518,0x595D95,1,1,"_",3f
519,0x595D97,0,0,"",
520,0x595D98,6,6,"   !  ",000000010000
521,0x595D9F,0,0,"",
522,0x595DA0,0,0,"",
523,0x595DA1,0,0,"",
524,0x595DA2,1,1," ",00
525,0x595DA4,2,2,"  ",0000
526,0x595DA7,0,0,"",
527,0x595DA8,8,8,"á á 53(@",6100610015130820
528,0x595DB1,1,1,"ü",7f
529,0x595DB3,0,0,"",
530,0x595DB4,6,6,"!    """,010000000002
531,0x595DBB,1,0,"",f7
532,0x595DBD,0,0,"",
533,0x595DBE,1,1," ",00
534,0x595DC0,2,2,"  ",0000
535,0x595DC3,0,0,"",
536,0x595DC4,8,8,"â â 54(@",6300630015140820
537,0x595DCD,1,1,"_",3f
538,0x595DCF,0,0,"",
539,0x595DD0,6,6,"   ! """,000000010002
540,0x595DD7,0,0,"",
541,0x595DD8,0,0,"",
542,0x595DD9,0,0,"",
543,0x595DDA,1,1," ",00
544,0x595DDC,2,2,"  ",0000
545,0x595DDF,0,0,"",
546,0x595DE0,8,6,"^ ^ 54",3e003e009715b114
547,0x595DE9,0,0,"",
548,0x595DEA,1,1,"3",13
549,0x595DEC,0,0,"",
550,0x595DED,0,0,"",
551,0x595DEE,0,0,"",
552,0x595DEF,0,0,"",
553,0x595DF0,2,2,"  ",0000
554,0x595DF3,0,0,"",
555,0x595DF4,0,0,"",
556,0x595DF5,0,0,"",
557,0x595DF6,1,1," ",00
558,0x595DF8,2,2,"  ",0000
559,0x595DFB,0,0,"",
560,0x595DFC,8,6,"b b 56",420042009715b116
561,0x595E05,0,0,"",
562,0x595E06,1,1,"3",13
563,0x595E08,0,0,"",
564,0x595E09,0,0,"",
565,0x595E0A,0,0,"",
566,0x595E0B,0,0,"",
567,0x595E0C,2,2,"  ",0000
568,0x595E0F,0,0,"",
569,0x595E10,0,0,"",
570,0x595E11,0,0,"",
571,0x595E12,1,1," ",00
572,0x595E14,2,2,"  ",0000
573,0x595E17,0,0,"",
574,0x595E18,8,6,"` ` 58",400040009715b118
575,0x595E21,0,0,"",
576,0x595E22,1,1,"3",13
577,0x595E24,0,0,"",
578,0x595E25,0,0,"",
579,0x595E26,0,0,"",
580,0x595E27,0,0,"",
581,0x595E28,2,2,"  ",0000
582,0x595E2B,0,0,"",
583,0x595E2C,0,0,"",
584,0x595E2D,0,0,"",
585,0x595E2E,1,1," ",00
586,0x595E30,2,2,"  ",0000
587,0x595E33,0,0,"",
588,0x595E34,8,6,"a a 5:",410041009715b11a
589,0x595E3D,0,0,"",
590,0x595E3E,1,1,"3",13
591,0x595E40,0,0,"",
592,0x595E41,0,0,"",
593,0x595E42,0,0,"",
594,0x595E43,0,0,"",
595,0x595E44,2,2,"  ",0000
596,0x595E47,0,0,"",
597,0x595E48,0,0,"",
598,0x595E49,0,0,"",
599,0x595E4A,1,1," ",00
600,0x595E4C,2,2,"  ",0000
601,0x595E4F,0,0,"",
602,0x595E50,8,6,"c c 5<",430043009715b11c
603,0x595E59,0,0,"",
604,0x595E5A,1,1,"3",13
605,0x595E5C,0,0,"",
606,0x595E5D,0,0,"",
607,0x595E5E,0,0,"",
608,0x595E5F,0,0,"",
609,0x595E60,2,2,"  ",0000
610,0x595E63,0,0,"",
611,0x595E64,0,0,"",
612,0x595E65,0,0,"",
613,0x595E66,1,1," ",00
614,0x595E68,2,2,"  ",0000
615,0x595E6B,0,0,"",
616,0x595E6C,8,6,"d d 5>",440044009715b11e
617,0x595E75,0,0,"",
618,0x595E76,1,1,"3",13
619,0x595E78,0,0,"",
620,0x595E79,0,0,"",
621,0x595E7A,0,0,"",
622,0x595E7B,0,0,"",
623,0x595E7C,2,2,"  ",0000
624,0x595E7F,0,0,"",
625,0x595E80,0,0,"",
626,0x595E81,0,0,"",
627,0x595E82,1,1," ",00
628,0x595E84,2,2,"  ",0000
629,0x595E87,0,0,"",
630,0x595E88,8,6,"e e 5J",450045009715b12a
631,0x595E91,0,0,"",
632,0x595E92,1,1,"3",13
633,0x595E94,0,0,"",
634,0x595E95,0,0,"",
635,0x595E96,0,0,"",
636,0x595E97,0,0,"",
637,0x595E98,2,2,"  ",0000
638,0x595E9B,0,0,"",
639,0x595E9C,0,0,"",
640,0x595E9D,0,0,"",
641,0x595E9E,1,1," ",00
642,0x595EA0,2,2,"  ",0000
643,0x595EA3,0,0,"",
644,0x595EA4,8,8,"ã ã 3<1T",64006400131c1134
645,0x595EAD,0,0,"",
646,0x595EAE,0,0,"",
647,0x595EAF,0,0,"",
648,0x595EB0,0,0,"",
649,0x595EB1,0,0,"",
650,0x595EB2,0,0,"",
651,0x595EB3,0,0,"",
652,0x595EB4,2,2,"  ",0000
653,0x595EB7,0,0,"",
654,0x595EB8,0,0,"",
655,0x595EB9,0,0,"",
656,0x595EBA,1,1," ",00
657,0x595EBC,2,2,"  ",0000
658,0x595EBF,0,0,"",
659,0x595EC0,8,8,"å å 3=14",65006500131d1114
660,0x595EC9,0,0,"",
661,0x595ECA,0,0,"",
662,0x595ECB,0,0,"",
663,0x595ECC,0,0,"",
664,0x595ECD,0,0,"",
665,0x595ECE,0,0,"",
666,0x595ECF,0,0,"",
667,0x595ED0,3,2,"  ",0000cf
668,0x595ED4,0,0,"",
669,0x595ED5,0,0,"",
670,0x595ED6,1,1," ",00
671,0x595ED8,2,2,"  ",0000
672,0x595EDB,0,0,"",
673,0x595EDC,8,8,"ç ç 7>1X",67006700171e1138
674,0x595EE5,1,1,"%",05
675,0x595EE7,0,0,"",
676,0x595EE8,6,6,"!     ",010000000000
677,0x595EEF,0,0,"",
678,0x595EF0,0,0,"",
679,0x595EF1,0,0,"",
680,0x595EF2,1,1," ",00
681,0x595EF4,2,2,"  ",0000
682,0x595EF7,0,0,"",
683,0x595EF8,8,8,"é é 7?1D",68006800171f1124
684,0x595F01,0,0,"",
685,0x595F02,0,0,"",
686,0x595F03,0,0,"",
687,0x595F04,0,0,"",
688,0x595F05,0,0,"",
689,0x595F06,0,0,"",
690,0x595F07,0,0,"",
691,0x595F08,2,2,"  ",0000
692,0x595F0B,0,0,"",
693,0x595F0C,0,0,"",
694,0x595F0D,0,0,"",
695,0x595F0E,1,1," ",00
696,0x595F10,2,2,"  ",0000
697,0x595F13,0,0,"",
698,0x595F14,8,7,"ä ä @17",6a006a0097201117
699,0x595F1D,9,9,"' &!     ",070006010000000000
700,0x595F27,0,0,"",
701,0x595F28,0,0,"",
702,0x595F29,0,0,"",
703,0x595F2A,1,1," ",00
704,0x595F2C,2,2,"  ",0000
705,0x595F2F,0,0,"",
706,0x595F30,8,7,"í í A12",6c006c0097211112
707,0x595F39,0,0,"",
708,0x595F3A,2,2," (",0008
709,0x595F3D,0,0,"",
710,0x595F3E,0,0,"",
711,0x595F3F,0,0,"",
712,0x595F40,2,2,"  ",0000
713,0x595F43,0,0,"",
714,0x595F44,0,0,"",
715,0x595F45,0,0,"",
716,0x595F46,1,1," ",00
717,0x595F48,2,2,"  ",0000
718,0x595F4B,0,0,"",
719,0x595F4C,8,7,"ì ì B1+",6d006d009722110b
720,0x595F55,0,0,"",
721,0x595F56,2,2," 2",0012
722,0x595F59,0,0,"",
723,0x595F5A,0,0,"",
724,0x595F5B,0,0,"",
725,0x595F5C,2,2,"  ",0000
726,0x595F5F,0,0,"",
727,0x595F60,0,0,"",
728,0x595F61,2,2,"G ",2700
729,0x595F64,12,12,"  C p p 3C1P",000023005000500013231130
730,0x595F71,0,0,"",
731,0x595F72,0,0,"",
732,0x595F73,0,0,"",
733,0x595F74,0,0,"",
734,0x595F75,0,0,"",
735,0x595F76,0,0,"",
736,0x595F77,0,0,"",
737,0x595F78,2,2,"  ",0000
738,0x595F7B,0,0,"",
739,0x595F7C,0,0,"",
740,0x595F7D,0,0,"",
741,0x595F7E,1,1," ",00
742,0x595F80,2,2,"  ",0000
743,0x595F83,0,0,"",
744,0x595F84,8,8,"q q  DB ",5100510000242200
745,0x595F8D,9,7,"_7 !   ",3f17a0000180000000
746,0x595F97,0,0,"",
747,0x595F98,0,0,"",
748,0x595F99,0,0,"",
749,0x595F9A,1,1," ",00
750,0x595F9C,2,2,"  ",0000
751,0x595F9F,0,0,"",
752,0x595FA0,8,8,"s s 3E14",5300530013251114
753,0x595FA9,0,0,"",
754,0x595FAA,0,0,"",
755,0x595FAB,0,0,"",
756,0x595FAC,0,0,"",
757,0x595FAD,0,0,"",
758,0x595FAE,0,0,"",
759,0x595FAF,0,0,"",
760,0x595FB0,3,2,"  ",0000cf
761,0x595FB4,0,0,"",
762,0x595FB5,0,0,"",
763,0x595FB6,1,1," ",00
764,0x595FB8,2,2,"  ",0000
765,0x595FBB,0,0,"",
766,0x595FBC,8,7,"u u F1*",550055009726110a
767,0x595FC5,0,0,"",
768,0x595FC6,2,2," *",000a
769,0x595FC9,0,0,"",
770,0x595FCA,0,0,"",
771,0x595FCB,0,0,"",
772,0x595FCC,2,2,"  ",0000
773,0x595FCF,0,0,"",
774,0x595FD0,0,0,"",
775,0x595FD1,0,0,"",
776,0x595FD2,1,1," ",00
777,0x595FD4,2,2,"  ",0000
778,0x595FD7,0,0,"",
779,0x595FD8,8,8,"v v 5GB ",5600560015272200
780,0x595FE1,9,8,"_6 !    ",3f1696000100000000
781,0x595FEB,0,0,"",
782,0x595FEC,0,0,"",
783,0x595FED,0,0,"",
784,0x595FEE,1,1," ",00
785,0x595FF0,2,2,"  ",0000
786,0x595FF3,0,0,"",
787,0x595FF4,8,7,"x x H1>",580058009728111e
788,0x595FFD,0,0,"",
789,0x595FFE,2,2," %",0005
790,0x596001,0,0,"",
791,0x596002,0,0,"",
792,0x596003,0,0,"",
793,0x596004,2,2,"  ",0000
794,0x596007,0,0,"",
795,0x596008,0,0,"",
796,0x596009,0,0,"",
797,0x59600A,1,1," ",00
798,0x59600C,2,2,"  ",0000
799,0x59600F,0,0,"",
800,0x596010,8,7,"y y 7I1",590059001729117d
801,0x596019,0,0,"",
802,0x59601A,0,0,"",
803,0x59601B,0,0,"",
804,0x59601C,0,0,"",
805,0x59601D,0,0,"",
806,0x59601E,0,0,"",
807,0x59601F,0,0,"",
808,0x596020,2,2,"  ",0000
809,0x596023,0,0,"",
810,0x596024,0,0,"",
811,0x596025,0,0,"",
812,0x596026,1,1," ",00
813,0x596028,2,2,"  ",0000
814,0x59602B,0,0,"",
815,0x59602C,7,7,"£ £ 3Jé",78007800132a68
816,0x596034,0,0,"",
817,0x596035,0,0,"",
818,0x596036,0,0,"",
819,0x596037,0,0,"",
820,0x596038,0,0,"",
821,0x596039,0,0,"",
822,0x59603A,0,0,"",
823,0x59603B,0,0,"",
824,0x59603C,2,2,"  ",0000
825,0x59603F,0,0,"",
826,0x596040,0,0,"",
827,0x596041,0,0,"",
828,0x596042,1,1," ",00
829,0x596044,2,2,"  ",0000
830,0x596047,0,0,"",
831,0x596048,7,5,"  3f1",79007900134611
832,0x596050,0,0,"",
833,0x596051,0,0,"",
834,0x596052,1,1,"(",08
835,0x596054,0,0,"",
836,0x596055,0,0,"",
837,0x596056,0,0,"",
838,0x596057,0,0,"",
839,0x596058,2,2,"  ",0000
840,0x59605B,0,0,"",
841,0x59605C,0,0,"",
842,0x59605D,0,0,"",
843,0x59605E,1,1," ",00
844,0x596060,2,2,"  ",0000
845,0x596063,0,0,"",
846,0x596064,7,7,"ö ö 7L ",7a007a00172c00
847,0x59606C,0,0,"",
848,0x59606D,0,0,"",
849,0x59606E,1,1,"/",0f
850,0x596070,0,0,"",
851,0x596071,0,0,"",
852,0x596072,0,0,"",
853,0x596073,0,0,"",
854,0x596074,2,2,"  ",0000
855,0x596077,0,0,"",
856,0x596078,0,0,"",
857,0x596079,0,0,"",
858,0x59607A,1,1," ",00
859,0x59607C,2,2,"  ",0000
860,0x59607F,0,0,"",
861,0x596080,7,5,"   M ",82008200002d00
862,0x596088,0,0,"",
863,0x596089,0,0,"",
864,0x59608A,2,2,"# ",0300
865,0x59608D,0,0,"",
866,0x59608E,0,0,"",
867,0x59608F,0,0,"",
868,0x596090,2,2,"  ",0000
869,0x596093,0,0,"",
870,0x596094,0,0,"",
871,0x596095,0,0,"",
872,0x596096,1,1," ",00
873,0x596098,2,2,"  ",0000
874,0x59609B,0,0,"",
875,0x59609C,7,5,"   N ",84008400002e00
876,0x5960A4,0,0,"",
877,0x5960A5,0,0,"",
878,0x5960A6,2,2,"#!",0301
879,0x5960A9,0,0,"",
880,0x5960AA,0,0,"",
881,0x5960AB,0,0,"",
882,0x5960AC,2,2,"  ",0000
883,0x5960AF,0,0,"",
884,0x5960B0,0,0,"",
885,0x5960B1,0,0,"",
886,0x5960B2,1,1," ",00
887,0x5960B4,2,2,"  ",0000
888,0x5960B7,0,0,"",
889,0x5960B8,7,5,"   O ",86008600002f00
890,0x5960C0,0,0,"",
891,0x5960C1,0,0,"",
892,0x5960C2,2,2,"#""",0302
893,0x5960C5,0,0,"",
894,0x5960C6,0,0,"",
895,0x5960C7,0,0,"",
896,0x5960C8,2,2,"  ",0000
897,0x5960CB,0,0,"",
898,0x5960CC,0,0,"",
899,0x5960CD,0,0,"",
900,0x5960CE,1,1," ",00
901,0x5960D0,2,2,"  ",0000
902,0x5960D3,0,0,"",
903,0x5960D4,7,5,"   P ",88008800003000
904,0x5960DC,0,0,"",
905,0x5960DD,0,0,"",
906,0x5960DE,2,2,"##",0303
907,0x5960E1,0,0,"",
908,0x5960E2,0,0,"",
909,0x5960E3,0,0,"",
910,0x5960E4,2,2,"  ",0000
911,0x5960E7,0,0,"",
912,0x5960E8,0,0,"",
913,0x5960E9,0,0,"",
914,0x5960EA,1,1," ",00
915,0x5960EC,2,2,"  ",0000
916,0x5960EF,0,0,"",
917,0x5960F0,8,8,"î î 3Q1R",6e006e0013311132
918,0x5960F9,0,0,"",
919,0x5960FA,0,0,"",
920,0x5960FB,0,0,"",
921,0x5960FC,0,0,"",
922,0x5960FD,0,0,"",
923,0x5960FE,0,0,"",
924,0x5960FF,0,0,"",
925,0x596100,2,2,"  ",0000
926,0x596103,0,0,"",
927,0x596104,0,0,"",
928,0x596105,0,0,"",
929,0x596106,1,1," ",00
930,0x596108,2,2,"  ",0000
931,0x59610B,0,0,"",
932,0x59610C,8,8,"ô ô 5RD0",7300730015322410
933,0x596115,0,0,"",
934,0x596116,0,0,"",
935,0x596117,0,0,"",
936,0x596118,0,0,"",
937,0x596119,0,0,"",
938,0x59611A,0,0,"",
939,0x59611B,0,0,"",
940,0x59611C,2,2," """,0002
941,0x59611F,0,0,"",
942,0x596120,0,0,"",
943,0x596121,0,0,"",
944,0x596122,1,1," ",00
945,0x596124,2,2,"  ",0000
946,0x596127,0,0,"",
947,0x596128,8,8,"ó ó 7S1P",7100710017331130
948,0x596131,0,0,"",
949,0x596132,0,0,"",
950,0x596133,0,0,"",
951,0x596134,0,0,"",
952,0x596135,0,0,"",
953,0x596136,0,0,"",
954,0x596137,0,0,"",
955,0x596138,2,2,"( ",0800
956,0x59613B,0,0,"",
957,0x59613C,0,0,"",
958,0x59613D,0,0,"",
959,0x59613E,1,1," ",00
960,0x596140,2,2,"  ",0000
961,0x596143,0,0,"",
962,0x596144,8,7,"ò ò T1*",720072009734110a
963,0x59614D,0,0,"",
964,0x59614E,2,2," *",000a
965,0x596151,0,0,"",
966,0x596152,0,0,"",
967,0x596153,0,0,"",
968,0x596154,2,2,"  ",0000
969,0x596157,0,0,"",
970,0x596158,0,0,"",
971,0x596159,0,0,"",
972,0x59615A,1,1," ",00
973,0x59615C,2,2,"  ",0000
974,0x59615F,0,0,"",
975,0x596160,8,8,"õ õ 7U1<",740074001735111c
976,0x596169,0,0,"",
977,0x59616A,0,0,"",
978,0x59616B,0,0,"",
979,0x59616C,0,0,"",
980,0x59616D,0,0,"",
981,0x59616E,0,0,"",
982,0x59616F,0,0,"",
983,0x596170,2,2,"  ",0000
984,0x596173,1,0,"",db
985,0x596175,0,0,"",
986,0x596176,1,1," ",00
987,0x596178,2,2,"  ",0000
988,0x59617B,0,0,"",
989,0x59617C,8,7,"° ° V1*",760076009736110a
990,0x596185,0,0,"",
991,0x596186,2,2," /",000f
992,0x596189,0,0,"",
993,0x59618A,0,0,"",
994,0x59618B,0,0,"",
995,0x59618C,2,2,"  ",0000
996,0x59618F,0,0,"",
997,0x596190,0,0,"",
998,0x596191,0,0,"",
999,0x596192,1,1," ",00
1000,0x596194,2,2,"  ",0000
1001,0x596197,0,0,"",
1002,0x596198,8,7,"• • 7W1",7700770017371180
1003,0x5961A1,0,0,"",
1004,0x5961A2,0,0,"",
1005,0x5961A3,0,0,"",
1006,0x5961A4,0,0,"",
1007,0x5961A5,0,0,"",
1008,0x5961A6,0,0,"",
1009,0x5961A7,0,0,"",
1010,0x5961A8,2,2,"  ",0000
1011,0x5961AB,0,0,"",
1012,0x5961AC,0,0,"",
1013,0x5961AD,0,0,"",
1014,0x5961AE,1,1," ",00
1015,0x5961B0,2,2,"  ",0000
1016,0x5961B3,0,0,"",
1017,0x5961B4,8,8,"ß ß 5XB ",7e007e0015382200
1018,0x5961BD,0,0,"",
1019,0x5961BE,1,1,"0",10
1020,0x5961C0,0,0,"",
1021,0x5961C1,0,0,"",
1022,0x5961C2,0,0,"",
1023,0x5961C3,0,0,"",
1024,0x5961C4,2,2,"  ",0000
1025,0x5961C7,0,0,"",
1026,0x5961C8,0,0,"",
1027,0x5961C9,0,0,"",
1028,0x5961CA,1,1," ",00
1029,0x5961CC,2,2,"  ",0000
