index,offset,text,length,confidence,reason
K036,0x591B28,J,1,95,keyboard key - plain ASCII encoding
K037,0x591B2C,K,1,95,keyboard key - plain ASCII encoding
K038,0x591B30,L,1,95,keyboard key - plain ASCII encoding
K039,0x591B34,Ö,1,95,keyboard key - plain ASCII encoding
K040,0x591B38,Ä,1,95,keyboard key - plain ASCII encoding
K041,0x591B3C,^,1,95,keyboard key - plain ASCII encoding
K042,0x591B40,LINKER SHIFT,12,95,keyboard key - plain ASCII encoding
K043,0x591B50,#,1,95,keyboard key - plain ASCII encoding
K044,0x591B54,Y,1,95,keyboard key - plain ASCII encoding
K045,0x591B58,X,1,95,keyboard key - plain ASCII encoding
K046,0x591B5C,C,1,95,keyboard key - plain ASCII encoding
K047,0x591B60,V,1,95,keyboard key - plain ASCII encoding
K048,0x591B64,B,1,95,keyboard key - plain ASCII encoding
K049,0x591B68,N,1,95,keyboard key - plain ASCII encoding
K050,0x591B6C,M,1,95,keyboard key - plain ASCII encoding
K051,0x591B70,KOMMA,5,95,keyboard key - plain ASCII encoding
K052,0x591B78,PUNKT,5,95,keyboard key - plain ASCII encoding
K053,0x591B80,MINUS,5,95,keyboard key - plain ASCII encoding
K054,0x591B88,RECHTER SHIFT,13,95,keyboard key - plain ASCII encoding
K055,0x591B98,MAL,3,95,keyboard key - plain ASCII encoding
K056,0x591B9C,ALT,3,95,keyboard key - plain ASCII encoding
K057,0x591BA0,LEERTASTE,9,95,keyboard key - plain ASCII encoding
K058,0x591BAC,CAPS,4,95,keyboard key - plain ASCII encoding
K059,0x591BB4,F1,2,95,keyboard key - plain ASCII encoding
K060,0x591BB8,F2,2,95,keyboard key - plain ASCII encoding
K061,0x591BBC,F3,2,95,keyboard key - plain ASCII encoding
K062,0x591BC0,F4,2,95,keyboard key - plain ASCII encoding
K063,0x591BC4,F5,2,95,keyboard key - plain ASCII encoding
K064,0x591BC8,F6,2,95,keyboard key - plain ASCII encoding
K065,0x591BCC,F7,2,95,keyboard key - plain ASCII encoding
K066,0x591BD0,F8,2,95,keyboard key - plain ASCII encoding
K067,0x591BD4,F9,2,95,keyboard key - plain ASCII encoding
K068,0x591BD8,F10,3,95,keyboard key - plain ASCII encoding
K069,0x591BDC,NUMLOCK,7,95,keyboard key - plain ASCII encoding
K070,0x591BE4,SCROLL,6,95,keyboard key - plain ASCII encoding
K071,0x591BEC,NUM. 7,6,95,keyboard key - plain ASCII encoding
K072,0x591BF4,NUM. 8,6,95,keyboard key - plain ASCII encoding
K073,0x591BFC,NUM. 9,6,95,keyboard key - plain ASCII encoding
K074,0x591C04,MINUS,5,95,keyboard key - plain ASCII encoding
K075,0x591C0C,NUM. 4,6,95,keyboard key - plain ASCII encoding
K076,0x591C14,NUM. 5,6,95,keyboard key - plain ASCII encoding
K077,0x591C1C,NUM. 6,6,95,keyboard key - plain ASCII encoding
K078,0x591C24,PLUS,4,95,keyboard key - plain ASCII encoding
K079,0x591C2C,NUM. 1,6,95,keyboard key - plain ASCII encoding
K080,0x591C34,NUM. 2,6,95,keyboard key - plain ASCII encoding
K081,0x591C3C,NUM. 3,6,95,keyboard key - plain ASCII encoding
K082,0x591C44,NUM. 0,6,95,keyboard key - plain ASCII encoding
K083,0x591C4C,NUM. ENTF,9,95,keyboard key - plain ASCII encoding
K087,0x591C70,F11,3,95,keyboard key - plain ASCII encoding
K088,0x591C74,F12,3,95,keyboard key - plain ASCII encoding
K100,0x591CD0,F13,3,95,keyboard key - plain ASCII encoding
K101,0x591CD4,F14,3,95,keyboard key - plain ASCII encoding
K102,0x591CD8,F15,3,95,keyboard key - plain ASCII encoding
K112,0x591D24,KANA,4,95,keyboard key - plain ASCII encoding
K121,0x591D6C,CONVERT,7,95,keyboard key - plain ASCII encoding
K123,0x591D7C,NOCONVERT,9,95,keyboard key - plain ASCII encoding
K125,0x591D90,YEN,3,95,keyboard key - plain ASCII encoding
K141,0x591E0C,NUMPADEQUALS,12,95,keyboard key - plain ASCII encoding
K144,0x591E2C,CIRCUMFLEX,10,95,keyboard key - plain ASCII encoding
K145,0x591E38,AT,2,95,keyboard key - plain ASCII encoding
K146,0x591E3C,COLON,5,95,keyboard key - plain ASCII encoding
K147,0x591E44,UNDERLINE,9,95,keyboard key - plain ASCII encoding
K148,0x591E50,KANJI,5,95,keyboard key - plain ASCII encoding
K149,0x591E58,STOP,4,95,keyboard key - plain ASCII encoding
K150,0x591E60,AX,2,95,keyboard key - plain ASCII encoding
K151,0x591E64,UNLABELED,9,95,keyboard key - plain ASCII encoding
K156,0x591E90,NUM. ENTER,10,95,keyboard key - plain ASCII encoding
K157,0x591E9C,RECHTE STRG,11,95,keyboard key - plain ASCII encoding
K179,0x591F50,NUM. KOMMA,10,95,keyboard key - plain ASCII encoding
K181,0x591F64,GETEILT,7,95,keyboard key - plain ASCII encoding
K183,0x591F74,PRT. SCRN,9,95,keyboard key - plain ASCII encoding
K184,0x591F80,ALT GR,6,95,keyboard key - plain ASCII encoding
K199,0x591FF8,POS 1,5,95,keyboard key - plain ASCII encoding
K200,0x592000,HOCH,4,95,keyboard key - plain ASCII encoding
K201,0x592008,B. HOCH,7,95,keyboard key - plain ASCII encoding
K203,0x592018,LINKS,5,95,keyboard key - plain ASCII encoding
K205,0x592028,RECHTS,6,95,keyboard key - plain ASCII encoding
K207,0x592038,ENDE,4,95,keyboard key - plain ASCII encoding
K208,0x592040,HERUNTER,8,95,keyboard key - plain ASCII encoding
K209,0x59204C,B. RUNTER,9,95,keyboard key - plain ASCII encoding
K210,0x592058,EINFG,5,95,keyboard key - plain ASCII encoding
K211,0x592060,ENTF,4,95,keyboard key - plain ASCII encoding
