index,offset,text,length,confidence,reason
34,0x56FB1B,Wertvolle Uhr,13,95,battle item/prize - FF7 encoding
35,0x56FB2C,Katzenglocke,12,95,battle item/prize - FF7 encoding
36,0x56FB3D,Feind weg,9,95,battle item/prize - FF7 encoding
37,0x56FB4E,Schleichangriff,15,95,battle item/prize - FF7 encoding
38,0x56FB5F,Choco-Armband,13,95,battle item/prize - FF7 encoding
39,0x56FB81,Elixier,7,95,battle item/prize - FF7 encoding
40,0x56FB92,Heldentrank,11,95,battle item/prize - FF7 encoding
41,0x56FBA3,Blitzstrahlrauch,16,95,battle item/prize - FF7 encoding
42,0x56FBB4,Feuerzahn,9,95,battle item/prize - FF7 encoding
43,0x56FBC5,Antarkt. Wind,13,95,battle item/prize - FF7 encoding
44,0x56FBD6,Schnellblitz,12,95,battle item/prize - FF7 encoding
45,0x56FBE7,Feuerschleier,13,95,battle item/prize - FF7 encoding
46,0x56FBF8,Eiskristall,11,95,battle item/prize - FF7 encoding
47,0x56FC09,Megalixier,10,95,battle item/prize - FF7 encoding
48,0x56FC2B,Trank,5,95,battle item/prize - FF7 encoding
49,0x56FC3C,Phönix-Feder,12,95,battle item/prize - FF7 encoding
50,0x56FC4D,Hyper,5,95,battle item/prize - FF7 encoding
51,0x56FC5E,Beruhigungsm.,13,95,battle item/prize - FF7 encoding
52,0x56FC6F,Hi-Trank,8,95,battle item/prize - FF7 encoding
53,0x56FD90,HELENE,6,95,chocobo name - found in binary gap
54,0x56FDA8,RALF,4,95,chocobo name - found in binary gap
55,0x56FDB0,PETER,5,95,chocobo name - found in binary gap
56,0x56FDB8,MIKE,4,95,chocobo name - found in binary gap
57,0x56FDC0,SANDY,5,95,chocobo name - found in binary gap
58,0x56FDC8,JULIA,5,95,chocobo name - found in binary gap
59,0x56FDD0,MONI,4,95,chocobo name - found in binary gap
60,0x56FDD8,GERHARD,7,95,chocobo name - found in binary gap
61,0x56FDE0,EDDI,4,95,chocobo name - found in binary gap
62,0x56FDF0,RICHARD,7,95,chocobo name - found in binary gap
63,0x56FDF8,DANIEL,6,95,chocobo name - found in binary gap
64,0x56FE00,RUTH,4,95,chocobo name - found in binary gap
65,0x56FE08,FRANK,5,95,chocobo name - found in binary gap
66,0x56FE10,PATRICK,7,95,chocobo name - found in binary gap
67,0x56FE18,BERND,5,95,chocobo name - found in binary gap
68,0x56FE20,HANS,4,95,chocobo name - found in binary gap
69,0x56FE28,JENNY,5,95,chocobo name - found in binary gap
70,0x56FE30,ROBIN,5,95,chocobo name - found in binary gap
71,0x56FE38,MARIO,5,95,chocobo name - found in binary gap
72,0x56FE40,KARL,4,95,chocobo name - found in binary gap
73,0x56FE48,SARAH,5,95,chocobo name - found in binary gap
74,0x56FE50,MARIE,5,95,chocobo name - found in binary gap
75,0x56FE58,SAMMY,5,95,chocobo name - found in binary gap
76,0x56FE68,DAVID,5,95,chocobo name - found in binary gap
77,0x56FE70,PAULA,5,95,chocobo name - found in binary gap
78,0x56FE78,PAUL,4,95,chocobo name - found in binary gap
79,0x56FE80,PETER,5,95,chocobo name - found in binary gap
80,0x56FE88,CHRIS,5,95,chocobo name - found in binary gap
81,0x56FE90,TONI,4,95,chocobo name - found in binary gap
82,0x56FE98,ANDY,4,95,chocobo name - found in binary gap
83,0x56FEA0,ANNA,4,95,chocobo name - found in binary gap
84,0x56FEB0,ROBERT,6,95,chocobo name - found in binary gap
85,0x56FEB8,GEORG,5,95,chocobo name - found in binary gap
86,0x56FEC0,ULLI,4,95,chocobo name - found in binary gap
87,0x56FEC8,ROSA,4,95,chocobo name - found in binary gap
88,0x58FBB0,Möchten Sie Final,17,95,contains German indicator word
89,0x58FBCE,Fantasy VII verlassen und,25,95,contains German indicator word
90,0x58FBEC,zu Windows zurückkehren?,24,95,contains German indicator word
91,0x58FC10,Ja,2,85,german_ratio=100.00%, ff7_valid=100.00%
92,0x58FC15,Nein,4,85,german_ratio=100.00%, ff7_valid=100.00%
93,0x590126,Sound,5,85,german_ratio=100.00%, ff7_valid=100.00%
94,0x59015C,Kontroller,10,95,contains German indicator word
95,0x590192,Cursor,6,95,contains German indicator word
96,0x5901C8,ATB,3,85,german_ratio=100.00%, ff7_valid=100.00%
97,0x5901FE,Kampftempo,10,95,contains German indicator word
98,0x590234,Kampfmeldung,12,95,contains German indicator word
99,0x59026A,Feldmeldung,11,85,german_ratio=100.00%, ff7_valid=100.00%
100,0x5902A0,Kamerawinkel,12,95,contains German indicator word
101,0x5902D6,Auswählen,9,95,contains German indicator word
102,0x59030C,Abbrechen,9,85,german_ratio=100.00%, ff7_valid=100.00%
103,0x590342,Menü,4,85,german_ratio=100.00%, ff7_valid=100.00%
104,0x590378,Fenster AUS,11,95,contains German indicator word
105,0x5903AE,Pause,5,85,german_ratio=100.00%, ff7_valid=100.00%
106,0x5903E4,Schlachthilfe,13,85,german_ratio=100.00%, ff7_valid=100.00%
107,0x59041A,Mono,4,85,german_ratio=100.00%, ff7_valid=100.00%
108,0x590450,Stereo,6,85,german_ratio=100.00%, ff7_valid=100.00%
109,0x590486,Breit,5,85,german_ratio=100.00%, ff7_valid=100.00%
110,0x5904BC,Normal,6,85,german_ratio=100.00%, ff7_valid=100.00%
111,0x5904F2,Benutzerdefiniert,17,85,german_ratio=100.00%, ff7_valid=100.00%
112,0x590528,Anfang,6,85,german_ratio=100.00%, ff7_valid=100.00%
113,0x59055E,Speicher,8,95,contains German indicator word
114,0x590594,Aktiv,5,85,german_ratio=100.00%, ff7_valid=100.00%
115,0x5905CA,Empfohlen,9,85,german_ratio=100.00%, ff7_valid=100.00%
116,0x590600,Warten,6,85,german_ratio=100.00%, ff7_valid=100.00%
117,0x590636,Auto,4,85,german_ratio=100.00%, ff7_valid=100.00%
118,0x59066C,Fest,4,85,german_ratio=100.00%, ff7_valid=100.00%
119,0x5906D8,Langs.,6,85,german_ratio=83.33%, ff7_valid=100.00%
120,0x59070E,Schn.,5,85,german_ratio=80.00%, ff7_valid=100.00%
121,0x590744,ROT,3,85,german_ratio=100.00%, ff7_valid=100.00%
122,0x59077A,GRÜN,4,85,german_ratio=100.00%, ff7_valid=100.00%
123,0x5907B0,BLAU,4,85,german_ratio=100.00%, ff7_valid=100.00%
124,0x5907E6,Zauberfolge,11,95,contains German indicator word
125,0x59081C,Heilung,7,85,german_ratio=100.00%, ff7_valid=100.00%
126,0x590852,Angriff,7,95,contains German indicator word
127,0x590888,Indirekt,8,85,german_ratio=100.00%, ff7_valid=100.00%
128,0x5908BE,Verboten,8,85,german_ratio=100.00%, ff7_valid=100.00%
129,0x5908F4,Typ,3,85,german_ratio=100.00%, ff7_valid=100.00%
130,0x59092A,links2,6,85,german_ratio=83.33%, ff7_valid=100.00%
131,0x590960,rechts2,7,85,german_ratio=85.71%, ff7_valid=100.00%
132,0x590996,links1,6,85,german_ratio=83.33%, ff7_valid=100.00%
133,0x5909CC,rechts1,7,85,german_ratio=85.71%, ff7_valid=100.00%
134,0x590A02,Menü,4,85,german_ratio=100.00%, ff7_valid=100.00%
135,0x590A38,Auswählen,9,95,contains German indicator word
136,0x590A6E,Abbrechen,9,85,german_ratio=100.00%, ff7_valid=100.00%
137,0x590AA4,EXT,3,85,german_ratio=100.00%, ff7_valid=100.00%
138,0x590ADA,Hilfe,5,95,contains German indicator word
139,0x590B10,Zum Einrichten START drücken.,29,95,contains German indicator word
140,0x590B46,Zum Beenden Richtungstaste Links oder Rechts drücken.,53,95,contains German indicator word
141,0x590B7C,Pause,5,85,german_ratio=100.00%, ff7_valid=100.00%
142,0x590BD0,Ton- und Musikeinstellung,25,85,german_ratio=88.00%, ff7_valid=100.00%
143,0x590BFD,Nicht unterstützt,17,95,contains German indicator word
144,0x590C68,Objekt,6,95,contains German indicator word
145,0x590C7C,Zauber,6,95,contains German indicator word
146,0x590C90,Materia,7,95,contains German indicator word
147,0x590CA4,Ausrüsten,9,95,contains German indicator word
148,0x590CB8,Werte,5,95,contains German indicator word
149,0x590CCC,Reihe,5,95,contains German indicator word
150,0x590CE0,Limit,5,95,contains German indicator word
151,0x590CF4,Konfig,6,95,contains German indicator word
152,0x590D08,PHS,3,85,german_ratio=100.00%, ff7_valid=100.00%
153,0x590D1C,Speichern,9,95,contains German indicator word
154,0x590D30,Verlassen,9,95,contains German indicator word
155,0x590D44,Anfänger,8,85,german_ratio=100.00%, ff7_valid=100.00%
156,0x590D58,Verwendung,10,85,german_ratio=100.00%, ff7_valid=100.00%
157,0x590D6C,Verwendung,10,85,german_ratio=100.00%, ff7_valid=100.00%
158,0x590D80,Zeit,4,85,german_ratio=100.00%, ff7_valid=100.00%
159,0x590D94,Gil,3,85,german_ratio=100.00%, ff7_valid=100.00%
160,0x590DA8,Nächst. Lv,10,85,german_ratio=80.00%, ff7_valid=100.00%
161,0x590DBC,Limit-Stufe,11,95,contains German indicator word
162,0x590DD0,Anleitung,9,85,german_ratio=100.00%, ff7_valid=100.00%
163,0x590DE4,Unter,5,85,german_ratio=100.00%, ff7_valid=100.00%
164,0x590DF8,LV+1,4,75,german_ratio=50.00%, ff7_valid=100.00%
165,0x590E0C,Zorn,4,95,contains German indicator word
166,0x590E20,Traurigk.,9,85,german_ratio=88.89%, ff7_valid=100.00%
167,0x591094,Drücken Sie auf [O.K.] um die,29,85,german_ratio=68.97%, ff7_valid=100.00%
168,0x5910D0,Tastenbelegung zu konfigurieren.,32,95,contains German indicator word
169,0x59110C,Bitte neue Taste drücken,24,95,contains German indicator word
170,0x591148,[O.K.],6,95,button label - boundary detection failure
171,0x591184,[ABBRECHEN],11,95,button label - boundary detection failure
172,0x5911C0,[MENÜ],6,95,button label - boundary detection failure
173,0x5911FC,[UMSCHALTEN],12,95,button label - boundary detection failure
174,0x591238,[BILD HOCH],11,85,german_ratio=72.73%, ff7_valid=100.00%
175,0x591274,[BILD HERUNTER],15,85,german_ratio=80.00%, ff7_valid=100.00%
176,0x5912B0,[KAMERA],8,95,button label - boundary detection failure
177,0x5912EC,[ZIEL],6,95,button label - boundary detection failure
178,0x591328,[HILFE],7,95,button label - boundary detection failure
179,0x591364,[START],7,95,button label - boundary detection failure
180,0x5913A0,[HERAUF],8,95,button label - boundary detection failure
181,0x5913DC,[UNTEN],7,95,button label - boundary detection failure
182,0x591418,[LINKS],7,95,button label - boundary detection failure
183,0x591454,[RECHT],7,95,button label - boundary detection failure
184,0x591490,TASTATUR,8,85,german_ratio=100.00%, ff7_valid=100.00%
185,0x5914CC,JOYSTICK,8,85,german_ratio=100.00%, ff7_valid=100.00%
186,0x591A80,ESC,3,95,keyboard key - plain ASCII encoding
187,0x591A84,1,1,95,keyboard key - plain ASCII encoding
188,0x591A88,2,1,95,keyboard key - plain ASCII encoding
189,0x591A8C,3,1,95,keyboard key - plain ASCII encoding
190,0x591A90,4,1,95,keyboard key - plain ASCII encoding
191,0x591A94,5,1,95,keyboard key - plain ASCII encoding
192,0x591A98,6,1,95,keyboard key - plain ASCII encoding
193,0x591A9C,7,1,95,keyboard key - plain ASCII encoding
194,0x591AA0,8,1,95,keyboard key - plain ASCII encoding
195,0x591AA4,9,1,95,keyboard key - plain ASCII encoding
196,0x591AA8,0,1,95,keyboard key - plain ASCII encoding
197,0x591AAC,ß,1,95,keyboard key - plain ASCII encoding
198,0x591AB0,APOSTROPHE,10,95,keyboard key - plain ASCII encoding
199,0x591ABC,RÜCKTASTE,9,95,keyboard key - plain ASCII encoding
200,0x591AC8,TAB,3,95,keyboard key - plain ASCII encoding
201,0x591ACC,Q,1,95,keyboard key - plain ASCII encoding
202,0x591AD0,W,1,95,keyboard key - plain ASCII encoding
203,0x591AD4,E,1,95,keyboard key - plain ASCII encoding
204,0x591AD8,R,1,95,keyboard key - plain ASCII encoding
205,0x591ADC,T,1,95,keyboard key - plain ASCII encoding
206,0x591AE0,Z,1,95,keyboard key - plain ASCII encoding
207,0x591AE4,U,1,95,keyboard key - plain ASCII encoding
208,0x591AE8,I,1,95,keyboard key - plain ASCII encoding
209,0x591AEC,O,1,95,keyboard key - plain ASCII encoding
210,0x591AF0,P,1,95,keyboard key - plain ASCII encoding
211,0x591AF4,Ü,1,95,keyboard key - plain ASCII encoding
212,0x591AF8,+,1,95,keyboard key - plain ASCII encoding
213,0x591AFC,EINGABE,7,95,keyboard key - plain ASCII encoding
214,0x591B04,LINKE STRG,10,95,keyboard key - plain ASCII encoding
215,0x591B10,A,1,95,keyboard key - plain ASCII encoding
216,0x591B14,S,1,95,keyboard key - plain ASCII encoding
217,0x591B18,D,1,95,keyboard key - plain ASCII encoding
218,0x591B1C,F,1,95,keyboard key - plain ASCII encoding
219,0x591B20,G,1,95,keyboard key - plain ASCII encoding
220,0x591B24,H,1,95,keyboard key - plain ASCII encoding
221,0x591B28,J,1,95,keyboard key - plain ASCII encoding
222,0x591B2C,K,1,95,keyboard key - plain ASCII encoding
223,0x591B30,L,1,95,keyboard key - plain ASCII encoding
224,0x591B34,Ö,1,95,keyboard key - plain ASCII encoding
225,0x591B38,Ä,1,95,keyboard key - plain ASCII encoding
226,0x591B3C,^,1,95,keyboard key - plain ASCII encoding
227,0x591B40,LINKER SHIFT,12,95,keyboard key - plain ASCII encoding
228,0x591B50,#,1,95,keyboard key - plain ASCII encoding
229,0x591B54,Y,1,95,keyboard key - plain ASCII encoding
230,0x591B58,X,1,95,keyboard key - plain ASCII encoding
231,0x591B5C,C,1,95,keyboard key - plain ASCII encoding
232,0x591B60,V,1,95,keyboard key - plain ASCII encoding
233,0x591B64,B,1,95,keyboard key - plain ASCII encoding
234,0x591B68,N,1,95,keyboard key - plain ASCII encoding
235,0x591B6C,M,1,95,keyboard key - plain ASCII encoding
236,0x591B70,KOMMA,5,95,keyboard key - plain ASCII encoding
237,0x591B78,PUNKT,5,95,keyboard key - plain ASCII encoding
238,0x591B80,MINUS,5,95,keyboard key - plain ASCII encoding
239,0x591B88,RECHTER SHIFT,13,95,keyboard key - plain ASCII encoding
240,0x591B98,MAL,3,95,keyboard key - plain ASCII encoding
241,0x591B9C,ALT,3,95,keyboard key - plain ASCII encoding
242,0x591BA0,LEERTASTE,9,95,keyboard key - plain ASCII encoding
243,0x591BAC,CAPS,4,95,keyboard key - plain ASCII encoding
244,0x591BB4,F1,2,95,keyboard key - plain ASCII encoding
245,0x591BB8,F2,2,95,keyboard key - plain ASCII encoding
246,0x591BBC,F3,2,95,keyboard key - plain ASCII encoding
247,0x591BC0,F4,2,95,keyboard key - plain ASCII encoding
248,0x591BC4,F5,2,95,keyboard key - plain ASCII encoding
249,0x591BC8,F6,2,95,keyboard key - plain ASCII encoding
250,0x591BCC,F7,2,95,keyboard key - plain ASCII encoding
251,0x591BD0,F8,2,95,keyboard key - plain ASCII encoding
252,0x591BD4,F9,2,95,keyboard key - plain ASCII encoding
253,0x591BD8,F10,3,95,keyboard key - plain ASCII encoding
254,0x591BDC,NUMLOCK,7,95,keyboard key - plain ASCII encoding
255,0x591BE4,SCROLL,6,95,keyboard key - plain ASCII encoding
256,0x591BEC,NUM. 7,6,95,keyboard key - plain ASCII encoding
257,0x591BF4,NUM. 8,6,95,keyboard key - plain ASCII encoding
258,0x591BFC,NUM. 9,6,95,keyboard key - plain ASCII encoding
259,0x591C04,MINUS,5,95,keyboard key - plain ASCII encoding
260,0x591C0C,NUM. 4,6,95,keyboard key - plain ASCII encoding
261,0x591C14,NUM. 5,6,95,keyboard key - plain ASCII encoding
262,0x591C1C,NUM. 6,6,95,keyboard key - plain ASCII encoding
263,0x591C24,PLUS,4,95,keyboard key - plain ASCII encoding
264,0x591C2C,NUM. 1,6,95,keyboard key - plain ASCII encoding
265,0x591C34,NUM. 2,6,95,keyboard key - plain ASCII encoding
266,0x591C3C,NUM. 3,6,95,keyboard key - plain ASCII encoding
267,0x591C44,NUM. 0,6,95,keyboard key - plain ASCII encoding
268,0x591C4C,NUM. ENTF,9,95,keyboard key - plain ASCII encoding
269,0x591C70,F11,3,95,keyboard key - plain ASCII encoding
270,0x591C74,F12,3,95,keyboard key - plain ASCII encoding
271,0x591CD0,F13,3,95,keyboard key - plain ASCII encoding
272,0x591CD4,F14,3,95,keyboard key - plain ASCII encoding
273,0x591CD8,F15,3,95,keyboard key - plain ASCII encoding
274,0x591D24,KANA,4,95,keyboard key - plain ASCII encoding
275,0x591D6C,CONVERT,7,95,keyboard key - plain ASCII encoding
276,0x591D7C,NOCONVERT,9,95,keyboard key - plain ASCII encoding
277,0x591D90,YEN,3,95,keyboard key - plain ASCII encoding
278,0x591E0C,NUMPADEQUALS,12,95,keyboard key - plain ASCII encoding
279,0x591E2C,CIRCUMFLEX,10,95,keyboard key - plain ASCII encoding
280,0x591E38,AT,2,95,keyboard key - plain ASCII encoding
281,0x591E3C,COLON,5,95,keyboard key - plain ASCII encoding
282,0x591E44,UNDERLINE,9,95,keyboard key - plain ASCII encoding
283,0x591E50,KANJI,5,95,keyboard key - plain ASCII encoding
284,0x591E58,STOP,4,95,keyboard key - plain ASCII encoding
285,0x591E60,AX,2,95,keyboard key - plain ASCII encoding
286,0x591E64,UNLABELED,9,95,keyboard key - plain ASCII encoding
287,0x591E90,NUM. ENTER,10,95,keyboard key - plain ASCII encoding
288,0x591E9C,RECHTE STRG,11,95,keyboard key - plain ASCII encoding
289,0x591F50,NUM. KOMMA,10,95,keyboard key - plain ASCII encoding
290,0x591F64,GETEILT,7,95,keyboard key - plain ASCII encoding
291,0x591F74,PRT. SCRN,9,95,keyboard key - plain ASCII encoding
292,0x591F80,ALT GR,6,95,keyboard key - plain ASCII encoding
293,0x591FF8,POS 1,5,95,keyboard key - plain ASCII encoding
294,0x592000,HOCH,4,95,keyboard key - plain ASCII encoding
295,0x592008,B. HOCH,7,95,keyboard key - plain ASCII encoding
296,0x592018,LINKS,5,95,keyboard key - plain ASCII encoding
297,0x592028,RECHTS,6,95,keyboard key - plain ASCII encoding
298,0x592038,ENDE,4,95,keyboard key - plain ASCII encoding
299,0x592040,HERUNTER,8,95,keyboard key - plain ASCII encoding
300,0x59204C,B. RUNTER,9,95,keyboard key - plain ASCII encoding
301,0x592058,EINFG,5,95,keyboard key - plain ASCII encoding
302,0x592060,ENTF,4,95,keyboard key - plain ASCII encoding
303,0x592134,BUTTON 1,8,95,joystick button - plain ASCII encoding
304,0x592140,BUTTON 2,8,95,joystick button - plain ASCII encoding
305,0x59214C,BUTTON 3,8,95,joystick button - plain ASCII encoding
306,0x592158,BUTTON 4,8,95,joystick button - plain ASCII encoding
307,0x592164,BUTTON 5,8,95,joystick button - plain ASCII encoding
308,0x592170,BUTTON 6,8,95,joystick button - plain ASCII encoding
309,0x59217C,BUTTON 7,8,95,joystick button - plain ASCII encoding
310,0x592188,BUTTON 8,8,95,joystick button - plain ASCII encoding
311,0x592194,BUTTON 9,8,95,joystick button - plain ASCII encoding
312,0x5921A0,BUTTON 10,9,95,joystick button - plain ASCII encoding
313,0x594C48,Pause,5,85,german_ratio=100.00%, ff7_valid=100.00%
314,0x594CAC,Schlaf,6,95,contains German indicator word
315,0x594CBA,Gift,4,95,contains German indicator word
316,0x594CC8,Traurigkeit,11,85,german_ratio=100.00%, ff7_valid=100.00%
317,0x594CD6,Zorn,4,95,contains German indicator word
318,0x594CE4,Verwirrung,10,85,german_ratio=100.00%, ff7_valid=100.00%
319,0x594CF2,Stummheit,9,85,german_ratio=100.00%, ff7_valid=100.00%
320,0x594D00,Schnell,7,85,german_ratio=100.00%, ff7_valid=100.00%
321,0x594D0E,Langsam,7,85,german_ratio=100.00%, ff7_valid=100.00%
322,0x594D1C,Stop,4,85,german_ratio=100.00%, ff7_valid=100.00%
323,0x594D54,Versteinerung,13,85,german_ratio=100.00%, ff7_valid=100.00%
324,0x594D62,regen,5,85,german_ratio=100.00%, ff7_valid=100.00%
325,0x594D8C,Reflektieren,12,85,german_ratio=100.00%, ff7_valid=100.00%
326,0x594D9A,Doppel,6,85,german_ratio=100.00%, ff7_valid=100.00%
327,0x594DA8,Schild,6,85,german_ratio=100.00%, ff7_valid=100.00%
328,0x594DD2,Toll,4,85,german_ratio=100.00%, ff7_valid=100.00%
329,0x594DE0,Einzigartig,11,85,german_ratio=100.00%, ff7_valid=100.00%
330,0x594DEE,Lähmung,7,85,german_ratio=100.00%, ff7_valid=100.00%
331,0x594DFC,Dunkelheit,10,85,german_ratio=100.00%, ff7_valid=100.00%
332,0x594EA4,Gil,3,85,german_ratio=100.00%, ff7_valid=100.00%
333,0x594EA8,Nach,4,85,german_ratio=100.00%, ff7_valid=100.00%
334,0x594EB0,Gil auf der Hand,16,85,german_ratio=81.25%, ff7_valid=100.00%
335,0x595080,Ja     Nein,11,85,german_ratio=54.55%, ff7_valid=100.00%
336,0x595090,Vorhandene Schlachtpunkte,25,85,german_ratio=96.00%, ff7_valid=100.00%
337,0x5950AA,Schlitzstart!,13,85,german_ratio=92.31%, ff7_valid=100.00%
338,0x5950C4,TOLL!!,6,85,german_ratio=66.67%, ff7_valid=100.00%
339,0x5950DE,Gewonnene Schlachtpunkte,24,85,german_ratio=95.83%, ff7_valid=100.00%
340,0x5950F8,"Ok, dann los!",13,85,german_ratio=69.23%, ff7_valid=100.00%
341,0x595117,Zaubersubstanz kaputt.,22,95,contains German indicator word
342,0x595136,Aufrufsubstanz kaputt.,22,85,german_ratio=90.91%, ff7_valid=91.30%
343,0x595155,Support-Substanz kaputt.,24,85,german_ratio=87.50%, ff7_valid=92.00%
344,0x595174,Unabhängige Substanz kaputt.,28,85,german_ratio=89.29%, ff7_valid=92.86%
345,0x595193,Befehlssubstanz kaputt.,23,85,german_ratio=91.30%, ff7_valid=91.67%
346,0x5951B2,Alle Substanz kaputt.,21,85,german_ratio=85.71%, ff7_valid=90.48%
347,0x5951D1,Zubehör kaputt.,15,75,german_ratio=86.67%, ff7_valid=87.50%
348,0x5951F0,Objektbefehl ist versiegelt.,28,95,contains German indicator word
349,0x59520F,Rüstzeug kaputt.,16,75,german_ratio=87.50%, ff7_valid=88.24%
350,0x59522E,Waffe kaputt.,13,75,german_ratio=84.62%, ff7_valid=85.71%
351,0x59524D,1/2 Geschwindigkeit.,20,85,german_ratio=75.00%, ff7_valid=90.48%
352,0x59526C,1/2 Genauigkeit.,16,75,german_ratio=68.75%, ff7_valid=88.24%
353,0x59528B,Minimum,7,95,status effect - boundary detection
354,0x5952AA,Gift,4,95,status effect - poison
355,0x5952C9,Kröte,5,95,status effect - toad
356,0x5952E8,Zeit x30 Schaden.,17,75,german_ratio=70.59%, ff7_valid=88.24%
357,0x595307,5 Ebenen zurück.,16,95,contains German indicator word
358,0x595326,10 Ebenen zurück.,17,95,contains German indicator word
359,0x595383,1/2 HP&MP.,10,95,battle effect
360,0x5953A2,Null MP.,8,95,battle effect
361,0x5953C1,Jaa! Keine Behinderung!!,24,95,battle message
362,0x5953E0,HP wiederhergestellt.,21,85,german_ratio=90.48%, ff7_valid=90.91%
363,0x595400,Besorgt um die anderen Mitglieder?,34,85,german_ratio=85.29%, ff7_valid=100.00%
364,0x595423,"Ja, ein bichen",14,85,german_ratio=78.57%, ff7_valid=92.31%
365,0x595446,Eigentlich nicht,16,95,contains German indicator word
366,0x5955C0,Speichern,9,95,save menu - boundary detection
367,0x595656,Mitglieden in zwei Gruppen aufteilen,36,85,german_ratio=88.89%, ff7_valid=100.00%
368,0x59567C,Mitglieder in drei Gruppen aufteilen,36,85,german_ratio=88.89%, ff7_valid=100.00%
369,0x5956A2,Gruppe aus zwei Personen bilden,31,85,german_ratio=87.10%, ff7_valid=100.00%
370,0x5956C8,Gruppe aus drei Personen bilden,31,85,german_ratio=87.10%, ff7_valid=100.00%
371,0x5956EE,Auswählen mit [START]-Taste,28,95,party management - boundary detection failure
372,0x595718,Element,7,95,contains German indicator word
373,0x59572E,Effekt,6,95,contains German indicator word
374,0x595744,Angreifen,9,85,german_ratio=100.00%, ff7_valid=100.00%
375,0x59575A,Verteidigen,11,95,contains German indicator word
376,0x595770,Halbieren,9,85,german_ratio=100.00%, ff7_valid=100.00%
377,0x595786,Ungültig,8,85,german_ratio=100.00%, ff7_valid=100.00%
378,0x59579C,Absorbieren,11,85,german_ratio=100.00%, ff7_valid=100.00%
379,0x5957F4,Stärke,6,95,contains German indicator word
380,0x59580A,Geschick,8,95,contains German indicator word
381,0x595820,Vitalität,9,95,contains German indicator word
382,0x595836,Zauber,6,95,contains German indicator word
383,0x59584C,Moral,5,95,contains German indicator word
384,0x595862,Glück,5,95,contains German indicator word
385,0x595878,Angreifen,9,85,german_ratio=100.00%, ff7_valid=100.00%
386,0x59588E,Angreifen %,11,85,german_ratio=81.82%, ff7_valid=100.00%
387,0x5958A4,Verteidigen,11,95,contains German indicator word
388,0x5958BA,Verteidigen %,13,95,contains German indicator word
389,0x5958D0,Zbrangrf,8,85,german_ratio=100.00%, ff7_valid=100.00%
390,0x5958E6,Zbrvertdg,9,85,german_ratio=100.00%, ff7_valid=100.00%
391,0x5958FC,Zbrvertdg %,11,85,german_ratio=81.82%, ff7_valid=100.00%
392,0x595912,Waf.,4,85,german_ratio=75.00%, ff7_valid=100.00%
393,0x595928,Rüs.,4,85,german_ratio=75.00%, ff7_valid=100.00%
394,0x59593E,Acc.,4,85,german_ratio=75.00%, ff7_valid=100.00%
395,0x595954,Limit-Ebene,11,95,contains German indicator word
396,0x5959C8,STUFE 1,7,95,limit break menu - boundary detection failure
