index,offset,text,length,confidence,encoding,reason
211,0x592428,AUCUN,5,95,ASCII,keyboard keys
212,0x592430,AUCUN,5,95,ASCII,keyboard keys
213,0x592438,AUCUN,5,95,ASCII,keyboard keys
214,0x592440,AUCUN,5,95,ASCII,keyboard keys
215,0x592448,AUCUN,5,95,ASCII,keyboard keys
216,0x59245C,AUCUN,5,95,ASCII,keyboard keys
217,0x592464,AUCUN,5,95,ASCII,keyboard keys
218,0x59246C,AUCUN,5,95,ASCII,keyboard keys
219,0x592474,AUCUN,5,95,ASCII,keyboard keys
220,0x59247C,AUCUN,5,95,ASCII,keyboard keys
221,0x592484,AUCUN,5,95,ASCII,keyboard keys
222,0x59248C,AUCUN,5,95,ASCII,keyboard keys
223,0x592494,AUCUN,5,95,ASCII,keyboard keys
224,0x59249C,AUCUN,5,95,ASCII,keyboard keys
225,0x5924A4,KANA,4,95,ASCII,keyboard keys
226,0x5924AC,AUCUN,5,95,ASCII,keyboard keys
227,0x5924B4,AUCUN,5,95,ASCII,keyboard keys
228,0x5924BC,AUCUN,5,95,ASCII,keyboard keys
229,0x5924C4,AUCUN,5,95,ASCII,keyboard keys
230,0x5924CC,AUCUN,5,95,ASCII,keyboard keys
231,0x5924D4,AUCUN,5,95,ASCII,keyboard keys
232,0x5924DC,AUCUN,5,95,ASCII,keyboard keys
233,0x5924E4,AUCUN,5,95,ASCII,keyboard keys
234,0x5924EC,CONVERT,7,95,ASCII,keyboard keys
235,0x5924F4,AUCUN,5,95,ASCII,keyboard keys
236,0x5924FC,NOCONVERT,9,95,ASCII,keyboard keys
237,0x592508,AUCUN,5,95,ASCII,keyboard keys
238,0x592510,YEN,3,95,ASCII,keyboard keys
239,0x592514,AUCUN,5,95,ASCII,keyboard keys
240,0x59251C,AUCUN,5,95,ASCII,keyboard keys
241,0x592524,AUCUN,5,95,ASCII,keyboard keys
242,0x59252C,AUCUN,5,95,ASCII,keyboard keys
243,0x592534,AUCUN,5,95,ASCII,keyboard keys
244,0x59253C,AUCUN,5,95,ASCII,keyboard keys
245,0x592544,AUCUN,5,95,ASCII,keyboard keys
246,0x59254C,AUCUN,5,95,ASCII,keyboard keys
247,0x592554,AUCUN,5,95,ASCII,keyboard keys
248,0x59255C,AUCUN,5,95,ASCII,keyboard keys
249,0x592564,AUCUN,5,95,ASCII,keyboard keys
250,0x59256C,AUCUN,5,95,ASCII,keyboard keys
251,0x592574,AUCUN,5,95,ASCII,keyboard keys
252,0x59257C,AUCUN,5,95,ASCII,keyboard keys
253,0x592584,AUCUN,5,95,ASCII,keyboard keys
254,0x59258C,EGAL PAVE NUM.,14,95,ASCII,keyboard keys
255,0x59259C,AUCUN,5,95,ASCII,keyboard keys
256,0x5925A4,AUCUN,5,95,ASCII,keyboard keys
257,0x5925AC,CIRCUMFLEX,10,95,ASCII,keyboard keys
258,0x5925B8,AT,2,95,ASCII,keyboard keys
259,0x5925BC,COLON,5,95,ASCII,keyboard keys
260,0x5925C4,UNDERLINE,9,95,ASCII,keyboard keys
261,0x5925D0,KANJI,5,95,ASCII,keyboard keys
262,0x5925D8,STOP,4,95,ASCII,keyboard keys
263,0x5925E0,AX,2,95,ASCII,keyboard keys
264,0x5925E4,UNLABELED,9,95,ASCII,keyboard keys
265,0x5925F0,AUCUN,5,95,ASCII,keyboard keys
266,0x5925F8,AUCUN,5,95,ASCII,keyboard keys
267,0x592600,AUCUN,5,95,ASCII,keyboard keys
268,0x592608,AUCUN,5,95,ASCII,keyboard keys
269,0x592610,ENTREE PAVE NUM.,16,95,ASCII,keyboard keys
270,0x592624,CTRL DROITE,11,95,ASCII,keyboard keys
271,0x592630,AUCUN,5,95,ASCII,keyboard keys
272,0x592638,AUCUN,5,95,ASCII,keyboard keys
273,0x592640,AUCUN,5,95,ASCII,keyboard keys
274,0x592648,AUCUN,5,95,ASCII,keyboard keys
275,0x592650,AUCUN,5,95,ASCII,keyboard keys
276,0x592658,AUCUN,5,95,ASCII,keyboard keys
277,0x592660,AUCUN,5,95,ASCII,keyboard keys
278,0x592668,AUCUN,5,95,ASCII,keyboard keys
279,0x592670,AUCUN,5,95,ASCII,keyboard keys
280,0x592678,AUCUN,5,95,ASCII,keyboard keys
281,0x592680,AUCUN,5,95,ASCII,keyboard keys
282,0x592688,AUCUN,5,95,ASCII,keyboard keys
283,0x592690,AUCUN,5,95,ASCII,keyboard keys
284,0x592698,AUCUN,5,95,ASCII,keyboard keys
285,0x5926A0,AUCUN,5,95,ASCII,keyboard keys
286,0x5926A8,AUCUN,5,95,ASCII,keyboard keys
287,0x5926B0,AUCUN,5,95,ASCII,keyboard keys
288,0x5926B8,AUCUN,5,95,ASCII,keyboard keys
289,0x5926C0,AUCUN,5,95,ASCII,keyboard keys
290,0x5926C8,AUCUN,5,95,ASCII,keyboard keys
291,0x5926D0,AUCUN,5,95,ASCII,keyboard keys
292,0x5926D8,VIRGULE PAVE NUM.,17,95,ASCII,keyboard keys
293,0x5926EC,AUCUN,5,95,ASCII,keyboard keys
294,0x5926F4,DIVISER PAVE NUM.,17,95,ASCII,keyboard keys
295,0x592708,AUCUN,5,95,ASCII,keyboard keys
296,0x592710,IMP. ECRAN,10,95,ASCII,keyboard keys
297,0x59271C,ALT DROITE,10,95,ASCII,keyboard keys
298,0x592728,AUCUN,5,95,ASCII,keyboard keys
299,0x592730,AUCUN,5,95,ASCII,keyboard keys
300,0x592738,AUCUN,5,95,ASCII,keyboard keys
301,0x592740,AUCUN,5,95,ASCII,keyboard keys
302,0x592748,AUCUN,5,95,ASCII,keyboard keys
303,0x592750,AUCUN,5,95,ASCII,keyboard keys
304,0x592758,AUCUN,5,95,ASCII,keyboard keys
305,0x592760,AUCUN,5,95,ASCII,keyboard keys
306,0x592768,AUCUN,5,95,ASCII,keyboard keys
307,0x592770,AUCUN,5,95,ASCII,keyboard keys
308,0x592778,AUCUN,5,95,ASCII,keyboard keys
309,0x592780,AUCUN,5,95,ASCII,keyboard keys
310,0x592788,AUCUN,5,95,ASCII,keyboard keys
311,0x592790,AUCUN,5,95,ASCII,keyboard keys
312,0x592798,ORIGINE,7,95,ASCII,keyboard keys
313,0x5927A0,HAUT,4,95,ASCII,keyboard keys
314,0x5927A8,PAGE HAUT,9,95,ASCII,keyboard keys
315,0x5927B4,AUCUN,5,95,ASCII,keyboard keys
316,0x5927BC,GAUCHE,6,95,ASCII,keyboard keys
317,0x5927C4,AUCUN,5,95,ASCII,keyboard keys
318,0x5927CC,DROITE,6,95,ASCII,keyboard keys
319,0x5927D4,AUCUN,5,95,ASCII,keyboard keys
320,0x5927DC,FIN,3,95,ASCII,keyboard keys
321,0x5927E0,BAS,3,95,ASCII,keyboard keys
322,0x5927E4,PAGE BAS,8,95,ASCII,keyboard keys
323,0x5927F0,INSER.,6,95,ASCII,keyboard keys
324,0x5927F8,SUPP.,5,95,ASCII,keyboard keys
325,0x592800,AUCUN,5,95,ASCII,keyboard keys
326,0x592808,AUCUN,5,95,ASCII,keyboard keys
327,0x592810,AUCUN,5,95,ASCII,keyboard keys
328,0x592818,AUCUN,5,95,ASCII,keyboard keys
329,0x592820,AUCUN,5,95,ASCII,keyboard keys
330,0x592828,AUCUN,5,95,ASCII,keyboard keys
331,0x592830,AUCUN,5,95,ASCII,keyboard keys
332,0x592838,WIN GAUCHE,10,95,ASCII,keyboard keys
333,0x592844,WIN DROITE,10,95,ASCII,keyboard keys
334,0x592850,APPS,4,95,ASCII,keyboard keys
335,0x592858,AUCUN,5,95,ASCII,keyboard keys
336,0x592860,SOURIS_B1,9,95,ASCII,keyboard keys
337,0x59286C,SOURIS_B2,9,95,ASCII,keyboard keys
338,0x592878,SOURIS_B3,9,95,ASCII,keyboard keys
339,0x592884,AUCUN,5,95,ASCII,keyboard keys
340,0x59288C,HAUT,4,95,ASCII,keyboard keys
341,0x592894,BAS,3,95,ASCII,keyboard keys
342,0x592898,GAUCHE,6,95,ASCII,keyboard keys
343,0x5928A0,DROITE,6,95,ASCII,keyboard keys
344,0x5928A8,AUCUN,5,95,ASCII,keyboard keys
345,0x5928B0,AUCUN,5,95,ASCII,keyboard keys
346,0x5928B8,AUCUN,5,95,ASCII,keyboard keys
347,0x5928C0,AUCUN,5,95,ASCII,keyboard keys
348,0x5928C8,BOUTON 1,8,95,ASCII,keyboard keys
349,0x5928D4,BOUTON 2,8,95,ASCII,keyboard keys
350,0x5928E0,BOUTON 3,8,95,ASCII,keyboard keys
351,0x5928EC,BOUTON 4,8,95,ASCII,keyboard keys
352,0x5928F8,BOUTON 5,8,95,ASCII,keyboard keys
353,0x592934,BOUTON 10,9,95,ASCII,joystick buttons
354,0x592940,AUCUN,5,95,ASCII,joystick buttons
355,0x592948,%sff7input.cfg,14,95,ASCII,joystick buttons
356,0x592958,%sff7input.cfg,14,95,ASCII,joystick buttons
357,0x5929AC,colo,4,95,ASCII,joystick buttons
358,0x5953D8,Pause,5,95,FF7,menu strings
359,0x595448,Sommeil,7,95,FF7,menu strings
360,0x59545C,Poison,6,95,FF7,menu strings
361,0x595470,Tristesse,9,95,FF7,menu strings
362,0x595484,Fureur,6,95,FF7,menu strings
363,0x595498,Confusion,9,95,FF7,menu strings
364,0x5954AC,Silence,7,95,FF7,menu strings
365,0x5954C0,HÔte,4,95,FF7,menu strings
366,0x5954D4,Ralentir,8,95,FF7,menu strings
367,0x5954E8,Arrèter,7,95,FF7,menu strings
368,0x595538,Pâtrifier,9,95,FF7,menu strings
369,0x59554C,regen,5,95,FF7,menu strings
370,0x595588,reflet,6,95,FF7,menu strings
371,0x59559C,Double,6,95,FF7,menu strings
372,0x5955B0,Bouclier,8,95,FF7,menu strings
373,0x5955EC,Folie,5,95,FF7,menu strings
374,0x595600,Sans pareil,11,95,FF7,menu strings
375,0x595614,Paralyser,9,95,FF7,menu strings
376,0x595628,Obscuritâ,9,95,FF7,menu strings
377,0x5956B5,`  `   Rrê `hpx9IY     Combien vas-tu faire ?,45,95,FF7,menu strings
378,0x5956F0,Gil,3,95,FF7,menu strings
379,0x5956F8,Aprçs,5,95,FF7,menu strings
380,0x595700,Gils en main,12,95,FF7,menu strings
381,0x5958D0,Bien sr !    Srement pas !,26,95,FF7,menu strings
382,0x5958F0,Nombre actuel de points de combat,33,95,FF7,menu strings
383,0x595914,Dâmarrage de la roulette !,26,95,FF7,menu strings
384,0x595938,SUPER !!,8,95,FF7,menu strings
385,0x59595C,Gagnâ : points de combat,24,95,FF7,menu strings
386,0x595980,"Alors, vas-y !",14,95,FF7,menu strings
387,0x5959A1,Materia magique cassâe.,23,95,FF7,menu strings
388,0x5959C1,Materia d'invocation cassâe.,28,95,FF7,menu strings
389,0x5959E1,Materia de soutien cassâe.,26,95,FF7,menu strings
390,0x595A01,Materia indâpendante cassâe.,28,95,FF7,menu strings
391,0x595A21,Materia de commande cassâe.,27,95,FF7,menu strings
392,0x595A41,Toute la materia est cassâe.,28,95,FF7,menu strings
393,0x595A61,Accessoire cassâ.,17,95,FF7,menu strings
394,0x595A81,Commande âlâment scellâe.,25,95,FF7,menu strings
395,0x595AA1,Armure cassâe.,14,95,FF7,menu strings
396,0x595AC1,Arme cassâe.,12,95,FF7,menu strings
397,0x595AE1,1/2 vitesse.,12,95,FF7,menu strings
398,0x595B01,1/2 prâcision.,14,95,FF7,menu strings
399,0x595B21,Minimum,7,95,FF7,menu strings
400,0x595B41,Poison,6,95,FF7,menu strings
401,0x595B61,Crapaud,7,95,FF7,menu strings
402,0x595B81,Perte de temps x30.,19,95,FF7,menu strings
403,0x595BA1,Baisse de 5 niveaux.,20,95,FF7,menu strings
404,0x595BC1,Baisse de 10 niveaux.,21,95,FF7,menu strings
405,0x595C41,Zâro MP.,8,95,FF7,menu strings
406,0x595C61,Oui ! Aucune !!,15,95,FF7,menu strings
407,0x595C81,HP restaurâs.,13,95,FF7,menu strings
408,0x595CA0,Inquiet pour les autres membres ?,33,95,FF7,menu strings
409,0x595CC2,"Ouais, un peu",13,95,FF7,menu strings
410,0x595CE4,Pas vraiment,12,95,FF7,menu strings
411,0x595EEE,Sâpare tes alliâs en deux groupes.,34,95,FF7,menu strings
412,0x595F14,Sâpare tes alliâs en trois groupes.,35,95,FF7,menu strings
413,0x595F3A,Forme un groupe de deux membres.,32,95,FF7,menu strings
414,0x595F60,Forme un groupe de trois membres.,33,95,FF7,menu strings
415,0x595F86,Appuie sur la touche [DEMARRER].,32,95,FF7,menu strings
416,0x595FB0,Elâment,7,95,FF7,menu strings
417,0x595FC6,Effet,5,95,FF7,menu strings
418,0x595FDC,Attaquer,8,95,FF7,menu strings
419,0x595FF2,Dâfendre,8,95,FF7,menu strings
420,0x596008,Moitiâ,6,95,FF7,menu strings
421,0x59601E,Non-valide,10,95,FF7,menu strings
422,0x596034,Absorption,10,95,FF7,menu strings
423,0x59608C,Force,5,95,FF7,menu strings
424,0x5960A2,Dextâritâ,9,95,FF7,menu strings
425,0x5960B8,Vitalitâ,8,95,FF7,menu strings
426,0x5960CE,Magie,5,95,FF7,menu strings
427,0x5960E4,Esprit,6,95,FF7,menu strings
428,0x5960FA,Chance,6,95,FF7,menu strings
429,0x596110,Attaque,7,95,FF7,menu strings
430,0x596126,% Attaque,9,95,FF7,menu strings
431,0x59613C,Dâfense,7,95,FF7,menu strings
432,0x596152,% Dâfense,9,95,FF7,menu strings
433,0x596168,Atqe mag,8,95,FF7,menu strings
434,0x59617E,Dâf mag,7,95,FF7,menu strings
435,0x596194,% Dâf mag,9,95,FF7,menu strings
436,0x5961AA,Arm.,4,95,FF7,menu strings
437,0x5961C0,Amr.,4,95,FF7,menu strings
438,0x5961D6,Acc.,4,95,FF7,menu strings
439,0x5961EC,Niveau des limites :,20,95,FF7,menu strings
440,0x596288,NIVEAU 2,8,95,FF7,menu strings
441,0x5962B0,NIVEAU 3,8,95,FF7,menu strings
442,0x5962D8,NIVEAU 4,8,95,FF7,menu strings
443,0x596300,Dâfinir MAX.LIMITES,19,95,FF7,menu strings
444,0x596328,Configurer,10,95,FF7,menu strings
445,0x596350,Vârifier,8,95,FF7,menu strings
446,0x596378,"Pour modifier le MAX.LIMITES, il",32,95,FF7,menu strings
447,0x5963A0,doit commencer au Point Limite 0.,33,95,FF7,menu strings
448,0x5963C8,Modifier le MAX.LIMITES ?,25,95,FF7,menu strings
449,0x5963F0,Oui,3,95,FF7,menu strings
450,0x596418,Non,3,95,FF7,menu strings
451,0x596440,Limite dâfinie !,16,95,FF7,menu strings
452,0x596468,Sâlectionne un NIVEAU.,22,95,FF7,menu strings
453,0x596790,e e 5J,6,95,FF7,menu strings
454,0x596934,û û 3JÏ,7,95,FF7,menu strings
455,0x59696C,œ œ 7L,6,95,FF7,menu strings
456,0x5969F8,â â 3Q1R,8,95,FF7,menu strings
457,0x596A14,ë ë 5RD0,8,95,FF7,menu strings
458,0x596A30,é é 7S1P,8,95,FF7,menu strings
459,0x596ABC,5XB,3,95,FF7,menu strings
460,0x596B5C,ûE,2,95,FF7,menu strings
461,0x596B94,ûL,2,95,FF7,menu strings
462,0x596BBC,7aBf,4,95,FF7,menu strings
463,0x596BCC,ûC,2,95,FF7,menu strings
464,0x596BF4,3cB,3,95,FF7,menu strings
465,0x596C2C,7eB,3,95,FF7,menu strings
466,0x597300,Feu,3,95,FF7,menu strings
467,0x59730A,Glace,5,95,FF7,menu strings
468,0x597314,Foudre,6,95,FF7,menu strings
469,0x59731E,Terre,5,95,FF7,menu strings
470,0x597328,Poison,6,95,FF7,menu strings
471,0x597332,Gravitâ,7,95,FF7,menu strings
472,0x59733C,Eau,3,95,FF7,menu strings
