index,offset,text,length,confidence,reason
82,0x590DF8,LV+1,4,75,"german_ratio=50.00%, ff7_valid=100.00%"
83,0x590E0C,Zorn,4,95,contains German indicator word
84,0x590E20,Traurigk.,9,85,"german_ratio=88.89%, ff7_valid=100.00%"
89,0x591094,Drücken Sie auf [O.K.] um die,29,85,"german_ratio=68.97%, ff7_valid=100.00%"
90,0x5910D0,Tastenbelegung zu konfigurieren.,32,95,contains German indicator word
91,0x59110C,Bitte neue Taste drücken,24,95,contains German indicator word
96,0x591238,[BILD HOCH],11,85,"german_ratio=72.73%, ff7_valid=100.00%"
97,0x591274,[BILD HERUNTER],15,85,"german_ratio=80.00%, ff7_valid=100.00%"
106,0x591490,TASTATUR,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
107,0x5914CC,JOYSTICK,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
114,0x594C48,Pause,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
117,0x594CAC,Schlaf,6,95,contains German indicator word
118,0x594CBA,Gift,4,95,contains German indicator word
119,0x594CC8,Traurigkeit,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
120,0x594CD6,Zorn,4,95,contains German indicator word
121,0x594CE4,Verwirrung,10,85,"german_ratio=100.00%, ff7_valid=100.00%"
122,0x594CF2,Stummheit,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
123,0x594D00,Schnell,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
124,0x594D0E,Langsam,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
125,0x594D1C,Stop,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
129,0x594D54,Versteinerung,13,85,"german_ratio=100.00%, ff7_valid=100.00%"
130,0x594D62,regen,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
133,0x594D8C,Reflektieren,12,85,"german_ratio=100.00%, ff7_valid=100.00%"
134,0x594D9A,Doppel,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
135,0x594DA8,Schild,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
138,0x594DD2,Toll,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
139,0x594DE0,Einzigartig,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
140,0x594DEE,Lähmung,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
141,0x594DFC,Dunkelheit,10,85,"german_ratio=100.00%, ff7_valid=100.00%"
148,0x594EA4,Gil,3,85,"german_ratio=100.00%, ff7_valid=100.00%"
149,0x594EA8,Nach,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
150,0x594EB0,Gil auf der Hand,16,85,"german_ratio=81.25%, ff7_valid=100.00%"
152,0x595080,Ja     Nein,11,85,"german_ratio=54.55%, ff7_valid=100.00%"
153,0x595090,Vorhandene Schlachtpunkte,25,85,"german_ratio=96.00%, ff7_valid=100.00%"
154,0x5950AA,Schlitzstart!,13,85,"german_ratio=92.31%, ff7_valid=100.00%"
155,0x5950C4,TOLL!!,6,85,"german_ratio=66.67%, ff7_valid=100.00%"
156,0x5950DE,Gewonnene Schlachtpunkte,24,85,"german_ratio=95.83%, ff7_valid=100.00%"
157,0x5950F8,"Ok, dann los!",13,85,"german_ratio=69.23%, ff7_valid=100.00%"
158,0x595117,Zaubersubstanz kaputt.,22,95,contains German indicator word
159,0x595136,Aufrufsubstanz kaputt.,22,85,"german_ratio=90.91%, ff7_valid=91.30%"
160,0x595155,Support-Substanz kaputt.,24,85,"german_ratio=87.50%, ff7_valid=92.00%"
161,0x595174,Unabhängige Substanz kaputt.,28,85,"german_ratio=89.29%, ff7_valid=92.86%"
162,0x595193,Befehlssubstanz kaputt.,23,85,"german_ratio=91.30%, ff7_valid=91.67%"
163,0x5951B2,Alle Substanz kaputt.,21,85,"german_ratio=85.71%, ff7_valid=90.48%"
164,0x5951D1,Zubehör kaputt.,15,75,"german_ratio=86.67%, ff7_valid=87.50%"
165,0x5951F0,Objektbefehl ist versiegelt.,28,95,contains German indicator word
166,0x59520F,Rüstzeug kaputt.,16,75,"german_ratio=87.50%, ff7_valid=88.24%"
167,0x59522E,Waffe kaputt.,13,75,"german_ratio=84.62%, ff7_valid=85.71%"
168,0x59524D,1/2 Geschwindigkeit.,20,85,"german_ratio=75.00%, ff7_valid=90.48%"
169,0x59526C,1/2 Genauigkeit.,16,75,"german_ratio=68.75%, ff7_valid=88.24%"
173,0x5952E8,Zeit x30 Schaden.,17,75,"german_ratio=70.59%, ff7_valid=88.24%"
174,0x595307,5 Ebenen zurück.,16,95,contains German indicator word
175,0x595326,10 Ebenen zurück.,17,95,contains German indicator word
181,0x5953E0,HP wiederhergestellt.,21,85,"german_ratio=90.48%, ff7_valid=90.91%"
182,0x595400,Besorgt um die anderen Mitglieder?,34,85,"german_ratio=85.29%, ff7_valid=100.00%"
183,0x595423,"Ja, ein bichen",14,85,"german_ratio=78.57%, ff7_valid=92.31%"
184,0x595446,Eigentlich nicht,16,95,contains German indicator word
195,0x595656,Mitglieden in zwei Gruppen aufteilen,36,85,"german_ratio=88.89%, ff7_valid=100.00%"
196,0x59567C,Mitglieder in drei Gruppen aufteilen,36,85,"german_ratio=88.89%, ff7_valid=100.00%"
197,0x5956A2,Gruppe aus zwei Personen bilden,31,85,"german_ratio=87.10%, ff7_valid=100.00%"
198,0x5956C8,Gruppe aus drei Personen bilden,31,85,"german_ratio=87.10%, ff7_valid=100.00%"
200,0x595718,Element,7,95,contains German indicator word
201,0x59572E,Effekt,6,95,contains German indicator word
202,0x595744,Angreifen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
203,0x59575A,Verteidigen,11,95,contains German indicator word
204,0x595770,Halbieren,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
205,0x595786,Ungültig,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
206,0x59579C,Absorbieren,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
210,0x5957F4,Stärke,6,95,contains German indicator word
211,0x59580A,Geschick,8,95,contains German indicator word
212,0x595820,Vitalität,9,95,contains German indicator word
213,0x595836,Zauber,6,95,contains German indicator word
214,0x59584C,Moral,5,95,contains German indicator word
215,0x595862,Glück,5,95,contains German indicator word
216,0x595878,Angreifen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
217,0x59588E,Angreifen %,11,85,"german_ratio=81.82%, ff7_valid=100.00%"
218,0x5958A4,Verteidigen,11,95,contains German indicator word
219,0x5958BA,Verteidigen %,13,95,contains German indicator word
220,0x5958D0,Zbrangrf,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
221,0x5958E6,Zbrvertdg,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
222,0x5958FC,Zbrvertdg %,11,85,"german_ratio=81.82%, ff7_valid=100.00%"
223,0x595912,Waf.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
224,0x595928,Rüs.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
225,0x59593E,Acc.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
226,0x595954,Limit-Ebene,11,95,contains German indicator word
229,0x5959E8,STUFE 2,7,95,contains German indicator word
230,0x595A08,STUFE 3,7,95,contains German indicator word
231,0x595A28,STUFE 4,7,95,contains German indicator word
232,0x595A48,LIMIT-STUFE einrichten.,23,95,contains German indicator word
233,0x595A68,Einrichten,10,85,"german_ratio=100.00%, ff7_valid=100.00%"
234,0x595A88,Prüfen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
235,0x595AA8,Bei nderung der STUFE,21,95,contains German indicator word
236,0x595AC8,Beginn bei Limit-Punkt 0.,25,95,contains German indicator word
237,0x595AE8,STUFE ändern?,13,95,contains German indicator word
238,0x595B08,Ja,2,85,"german_ratio=100.00%, ff7_valid=100.00%"
239,0x595B28,Nein,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
240,0x595B48,Limit gewählt!,14,95,contains German indicator word
241,0x595B68,STUFE wählen,12,95,contains German indicator word
582,0x5969F8,Hitze,5,95,contains German indicator word
583,0x596A04,Kälte,5,95,contains German indicator word
584,0x596A10,Gewitter,8,95,contains German indicator word
585,0x596A1C,Erde,4,95,contains German indicator word
586,0x596A28,Gift,4,95,contains German indicator word
587,0x596A34,Schwerkraft,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
588,0x596A40,Wasser,6,95,contains German indicator word
589,0x596A4C,Wind,4,95,contains German indicator word
590,0x596A58,Heilig,6,95,contains German indicator word
591,0x596A68,Tod,3,95,contains German indicator word
592,0x596A7C,Gefahr,6,95,contains German indicator word
593,0x596A90,Schlaf,6,95,contains German indicator word
594,0x596AA4,Gift,4,95,contains German indicator word
595,0x596AB8,Trauer,6,95,contains German indicator word
596,0x596ACC,Zorn,4,95,contains German indicator word
597,0x596AE0,Psycho,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
598,0x596AF4,Schweigen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
599,0x596B08,Hast,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
600,0x596B1C,Gemach,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
601,0x596B30,Stop,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
602,0x596B44,Frosch,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
603,0x596B58,Zwerg,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
604,0x596B6C,Allm.Verstein.,14,85,"german_ratio=85.71%, ff7_valid=100.00%"
605,0x596B80,Verstein.,9,85,"german_ratio=88.89%, ff7_valid=100.00%"
606,0x596B94,Heilung,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
607,0x596BA8,Barriere,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
608,0x596BBC,ZBarr.,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
609,0x596BD0,Wasser,6,95,contains German indicator word
611,0x596BF8,Schild,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
612,0x596C0C,Todesurteil,11,95,contains German indicator word
613,0x596C20,Manipul.,8,85,"german_ratio=87.50%, ff7_valid=100.00%"
614,0x596C34,Tobsucht,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
615,0x596C48,Unverwundbar,12,85,"german_ratio=100.00%, ff7_valid=100.00%"
616,0x596C5C,Lähmung,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
617,0x596C70,Blind,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
618,0x596C88,Element/Nebenwirkung,20,95,contains German indicator word
619,0x596CA1,Zusatzwirkung,13,85,"german_ratio=100.00%, ff7_valid=100.00%"
620,0x596CBA,Angriff,7,95,contains German indicator word
621,0x596CD3,Verteidigung,12,95,contains German indicator word
622,0x596CEC,Halbieren,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
623,0x596D05,Unwirksam,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
624,0x596D1E,Absorbieren,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
628,0x596D82,Stärke,6,95,contains German indicator word
629,0x596D9B,Geschick,8,95,contains German indicator word
630,0x596DB4,Vitalität,9,95,contains German indicator word
631,0x596DCD,Zauber,6,95,contains German indicator word
632,0x596DE6,Gemüt,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
633,0x596DFF,Glück,5,95,contains German indicator word
634,0x596E18,Angriff,7,95,contains German indicator word
635,0x596E31,Angriff %,9,95,contains German indicator word
636,0x596E4A,Verteidigung,12,95,contains German indicator word
637,0x596E63,Verteidigung %,14,95,contains German indicator word
638,0x596E7C,Zauber,6,95,contains German indicator word
639,0x596E95,Zauberabwehr,12,95,contains German indicator word
640,0x596EAE,Zauberabw. %,12,95,contains German indicator word
641,0x596EC7,Waf.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
642,0x596EE0,Rüs.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
643,0x596EF9,Acc.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
644,0x596F12,Limit-Stufe,11,95,contains German indicator word
646,0x596F96,Rüs.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
647,0x596FAC,Acc.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
648,0x596FC2,Zub.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
649,0x596FD8,Stärke,6,95,contains German indicator word
650,0x596FEE,Geschick,8,95,contains German indicator word
651,0x597004,Vitalitä,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
652,0x59701A,Zauber,6,95,contains German indicator word
653,0x597030,Moral,5,95,contains German indicator word
654,0x597046,Glück,5,95,contains German indicator word
655,0x59705C,Angriff,7,95,contains German indicator word
656,0x597072,Angriff %,9,95,contains German indicator word
657,0x597088,Verteidigung,12,95,contains German indicator word
658,0x59709E,Verteidigung %,14,95,contains German indicator word
659,0x5970B4,Zauber,6,95,contains German indicator word
660,0x5970CA,Zauberabwehr,12,95,contains German indicator word
661,0x5970E0,Zauberabw. %,12,95,contains German indicator word
662,0x5970F6,Fassung:,8,85,"german_ratio=87.50%, ff7_valid=100.00%"
663,0x59710C,Wachstum:,9,85,"german_ratio=88.89%, ff7_valid=100.00%"
664,0x597122,Keine,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
665,0x597138,Normal,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
666,0x59714E,Doppelt,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
667,0x597164,Dreifach,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
670,0x5971EC,Kälte,5,95,contains German indicator word
671,0x5971F8,Blitz,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
672,0x597204,Erde,4,95,contains German indicator word
673,0x597210,Gift,4,95,contains German indicator word
674,0x59721C,Schwerkraft,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
675,0x597228,Wasser,6,95,contains German indicator word
676,0x597234,Wind,4,95,contains German indicator word
677,0x597240,Heilig,6,95,contains German indicator word
678,0x597250,Soll das wirklich entfernt werden?,34,85,"german_ratio=85.29%, ff7_valid=100.00%"
679,0x597274,Ja!,3,85,"german_ratio=66.67%, ff7_valid=100.00%"
680,0x597298,Einen Moment,12,85,"german_ratio=91.67%, ff7_valid=100.00%"
682,0x5972E0,Waf.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
683,0x5972FC,Rüs.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
684,0x597318,Fähigkeitsliste,15,85,"german_ratio=100.00%, ff7_valid=100.00%"
685,0x597334,Rüstungseffekt,14,85,"german_ratio=100.00%, ff7_valid=100.00%"
686,0x597350,Prüfen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
687,0x59736C,Ordnen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
688,0x597388,Gespeicherte Zahl   /24,23,85,"german_ratio=69.57%, ff7_valid=100.00%"
689,0x5973A4,AP,2,85,"german_ratio=100.00%, ff7_valid=100.00%"
690,0x5973C0,Auf nächste Ebene,17,95,contains German indicator word
691,0x5973DC,MASTER,6,95,contains German indicator word
692,0x5973F8,Ordnen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
693,0x597414,Tauschen,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
694,0x597430,Alles entfernen,15,85,"german_ratio=93.33%, ff7_valid=100.00%"
695,0x59744C,Wegwerfen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
697,0x597484,Geschwindigkeit   %HåHER,24,85,"german_ratio=79.17%, ff7_valid=100.00%"
698,0x5974A0,Schutz   %HåHER,15,85,"german_ratio=66.67%, ff7_valid=100.00%"
699,0x5974BC,Zauberkraft   %HåHER,20,95,contains German indicator word
700,0x5974D8,Glück   %HåHER,14,95,contains German indicator word
701,0x5974F4,MASTER,6,95,contains German indicator word
702,0x597510,Stärke,6,95,contains German indicator word
703,0x59752C,Vitalität,9,95,contains German indicator word
704,0x597548,Zauber,6,95,contains German indicator word
705,0x597564,Zbrvertdg,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
706,0x597580,Geschick,8,95,contains German indicator word
707,0x59759C,Glück,5,95,contains German indicator word
708,0x5975B8,MAXHP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
709,0x5975D4,MAXMP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
710,0x5975F0,MAXHP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
711,0x59760C,MAXMP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
712,0x597628,EXP.UP,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
713,0x597644,Gil UP,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
714,0x597660,Treffen - %,11,85,"german_ratio=63.64%, ff7_valid=100.00%"
715,0x59767C,Treffen + %,11,85,"german_ratio=63.64%, ff7_valid=100.00%"
717,0x5976B4,Präventivm. + %,15,85,"german_ratio=66.67%, ff7_valid=100.00%"
718,0x5976D0,Fernangriff,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
719,0x5976EC,Alle angreifen,14,85,"german_ratio=92.86%, ff7_valid=100.00%"
720,0x597708,Gegenangriff,12,85,"german_ratio=100.00%, ff7_valid=100.00%"
721,0x597724,Alle angreifen,14,85,"german_ratio=92.86%, ff7_valid=100.00%"
722,0x597740,Ständiger Angriff,17,95,contains German indicator word
723,0x59775C,HP/MP-nderung,13,85,"german_ratio=84.62%, ff7_valid=100.00%"
726,0x597886,Beschwören,10,85,"german_ratio=100.00%, ff7_valid=100.00%"
727,0x59789C,Feindtechnik,12,85,"german_ratio=100.00%, ff7_valid=100.00%"
728,0x5978B2,Zusätzliche Fähigkeit,21,85,"german_ratio=95.24%, ff7_valid=100.00%"
729,0x5978C8,Alle,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
730,0x5978DE,4x-Zber,7,85,"german_ratio=71.43%, ff7_valid=100.00%"
731,0x5978F4,MP absorb.,10,85,"german_ratio=80.00%, ff7_valid=100.00%"
732,0x59790A,HP absorb.,10,85,"german_ratio=80.00%, ff7_valid=100.00%"
734,0x597936,Auch stehl.,11,85,"german_ratio=81.82%, ff7_valid=100.00%"
735,0x59794C,Schlag,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
736,0x597962,Turbo-MP,8,85,"german_ratio=87.50%, ff7_valid=100.00%"
737,0x597978,Nichts,6,95,contains German indicator word
738,0x59798E,Nicht genug MP.,15,95,contains German indicator word
741,0x597A1A,Ordnen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
742,0x597A2C,Schlüsselobjekte,16,85,"german_ratio=100.00%, ff7_valid=100.00%"
743,0x597A3E,Allein,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
744,0x597A50,Feld,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
745,0x597A62,Schlacht,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
746,0x597A74,Werfen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
747,0x597A86,Typ,3,85,"german_ratio=100.00%, ff7_valid=100.00%"
748,0x597A98,Name,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
749,0x597AAA,Max.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
750,0x597ABC,Min.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
751,0x597AD0,OK! Klar!,9,85,"german_ratio=66.67%, ff7_valid=100.00%"
752,0x597AF8,"Ich bin nicht sicher, aber",26,95,contains German indicator word
753,0x597B20,Ist mir egal.,13,85,"german_ratio=76.92%, ff7_valid=100.00%"
754,0x597B48,Heh! Heh!,9,85,"german_ratio=66.67%, ff7_valid=100.00%"
755,0x597B70,V-v-verdammt! Mein Kopf!,24,85,"german_ratio=75.00%, ff7_valid=100.00%"
756,0x597B98,Hat nichts mit mir zu tun!,26,95,contains German indicator word
757,0x597BC0,"Hmm, das wär's also.",20,85,"german_ratio=70.00%, ff7_valid=100.00%"
758,0x597BE8,"Ich bin nicht sicher, aber",26,95,contains German indicator word
759,0x597C10,Ich hab die falsche Person erwischt.,36,85,"german_ratio=83.33%, ff7_valid=100.00%"
760,0x597C38,Das sollte ok sein.,19,85,"german_ratio=78.95%, ff7_valid=100.00%"
761,0x597C60,Noch nicht ganz bereit.,23,95,contains German indicator word
762,0x597C88,"Nein, ich bin es nicht.",23,95,contains German indicator word
763,0x597CB0,"Ok, klar!",9,85,"german_ratio=66.67%, ff7_valid=100.00%"
764,0x597CD8,Kapier ich nicht.,17,95,contains German indicator word
765,0x597D00,Hat nichts mit mir zu tun.,26,95,contains German indicator word
766,0x597D28,Cool! Das sollte ok sein!,25,85,"german_ratio=76.00%, ff7_valid=100.00%"
767,0x597D50,Nee! Kapier ich nicht!,22,95,contains German indicator word
768,0x597D78,"Mann, ich tapp total im Dunkeln!",32,85,"german_ratio=78.12%, ff7_valid=100.00%"
769,0x597DA0,Ich verlier immer mehr Menschliches,35,95,contains German indicator word
770,0x597DC8,Ich bin noch nicht bereit.,26,95,contains German indicator word
771,0x597DF0,Es hat nichts mit mir zu tun.,29,95,contains German indicator word
772,0x597E18,Das gefällt mir! Her damit!,27,85,"german_ratio=77.78%, ff7_valid=100.00%"
773,0x597E40,"Hmph. Hab ich nicht ganz kapiert, aber",38,95,contains German indicator word
774,0x597E68,Nicht ich! Gib es jemand anders!,32,95,contains German indicator word
775,0x597E90,Es hat nichts mit mir zu tun.,29,95,contains German indicator word
860,0x5986BE,Leer,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
861,0x5986C8,Löschen,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
862,0x5986D2,Auswählen,9,95,contains German indicator word
863,0x5986DC,Standard,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
864,0x5986E6,Abbrechen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
866,0x598750,Freshmake,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
867,0x598760,Square,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
868,0x598770,3Dfx,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
869,0x598780,Local,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
870,0x598790,Gold,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
901,0x598B54,GL!,3,85,"german_ratio=66.67%, ff7_valid=100.00%"
