en_index,en_offset,en_text,de_offset,de_text,confidence,match_method
308,0x0051F018,Confusion,0x596AF4,Schweigen,medium,context
309,0x0051F02C,Silence,0x596B1C,Gemach,medium,context
310,0x0051F040,Haste,0x596B58,Zwerg,medium,context
311,0x0051F054,Slow,0x596BBC,ZBarr.,medium,context
312,0x0051F068,Stop,0x596B30,Stop,exact,exact
313,0x0051F07C,Frog,0x596B44,Frosch,medium,context
314,0x0051F090,Small,0x596B94,Heilung,medium,context
315,0x0051F0A4,Slow-numb,0x596BA8,Barriere,medium,context
316,0x0051F0B8,Petrify,0x596BD0,Wasser,medium,context
317,0x0051F0CC,Regen,0x596C20,Manipul.,medium,context
318,0x0051F0E0,Barrier,0x596C5C,Lähmung,medium,context
319,0x0051F0F4,MBarrier,0x596CBA,Angriff,medium,context
320,0x0051F108,Reflect,0x596CEC,Halbieren,medium,context
321,0x0051F130,Shield,0x596BF8,Schild,high,translation
322,0x0051F144,Death-sentence,0x596C48,Unverwundbar,medium,context
323,0x0051F158,Manipulate,0x594DE0,Einzigartig,high,translation
324,0x0051F16C,Berserk,0x594E26,ã,medium,context
325,0x0051F180,Peerless,0x594E34,ã,medium,context
326,0x0051F194,Paralyzed,0x594EB0,Gil auf der Hand,medium,context
327,0x0051F1A8,Darkness,0x5950C4,TOLL!!,medium,context
328,0x0051F1C0,Element,0x595718,Element,exact,exact
329,0x0051F1CF,Effect,0x59572E,Effekt,high,translation
330,0x0051F1DE,Attack,0x595744,Angreifen,high,translation
331,0x0051F1ED,Defend,0x59575A,Verteidigen,high,translation
332,0x0051F1FC,Halve,0x595770,Halbieren,high,translation
333,0x0051F20B,Invalid,0x595786,Ungültig,high,translation
334,0x0051F21A,Absorb,0x59579C,Absorbieren,high,translation
335,0x0051F256,Strength,0x5957F4,Stärke,high,translation
336,0x0051F265,Dexterity,0x59580A,Geschick,high,translation
337,0x0051F274,Vitality,0x595820,Vitalität,high,translation
338,0x0051F283,Magic,0x595836,Zauber,high,translation
339,0x0051F292,Spirit,0x59584C,Moral,medium,context
340,0x0051F2A1,Luck,0x595862,Glück,medium,context
341,0x0051F2B0,Attack,0x595878,Angreifen,high,translation
342,0x0051F2BF,Attack%,0x5958D0,Zbrangrf,medium,context
343,0x0051F2CE,Defense,0x5958E6,Zbrvertdg,medium,context
344,0x0051F2DD,Defense%,0x5958FC,Zbrvertdg %,medium,context
345,0x0051F2EC,Magic atk,0x595954,Limit-Ebene,medium,context
346,0x0051F2FB,Magic def,0x595A48,LIMIT-STUFE einrichten.,medium,context
347,0x0051F30A,Magic def%,0x595A68,Einrichten,medium,context
348,0x0051F319,Wpn:,0x595AA8,Bei nderung der STUFE,medium,context
349,0x0051F328,Arm:,0x595B48,Limit gewählt!,medium,context
350,0x0051F337,Acc:,0x595BBF,"""",medium,context
351,0x0051F346,Limit level:,0x595C0F,&,medium,context
352,0x0051F3A8,Wpn.,0x595C20,Y Y 7%1,medium,context
353,0x0051F3B4,Arm.,0x595C3C,"[ \ &1,",medium,context
354,0x0051F3C0,Acc.,0x596EF9,Acc.,exact,exact
355,0x0051F420,Attack,0x599AF4,Angreifen,high,translation
356,0x0051F42C,Attack %,0x599B4C,Zbrangrf,medium,context
357,0x0051F438,Defense,0x599B8E,Schlitz:,medium,context
358,0x0051F444,Defense %,0x599BFC,Dreifach,medium,context
359,0x0051F450,Magic atk,0x599C18,Objektladen,medium,context
360,0x0051F45C,Magic def,0x599C68,Objektladen,medium,context
361,0x0051F468,Magic def%,0x599CE0,Gemüseladen,medium,context
362,0x0051F474,Slot,0x599D80,Willkommen!,medium,context
363,0x0051F480,Growth,0x599E66,Danke!,medium,context
364,0x0051F48C,Nothing,0x599E94,Danke!,medium,context
365,0x0051F498,Normal,0x597138,Normal,exact,exact
366,0x0051F4A4,Double,0x59714E,Doppelt,medium,context
367,0x0051F4B0,Triple,0x5971EC,Kälte,medium,context
368,0x0051F518,Do you really want to remove this?,0x59721C,Schwerkraft,medium,context
369,0x0051F53C,I sure do!,0x597228,Wasser,medium,context
370,0x0051F560,Wait a sec,0x597298,Einen Moment,medium,context
371,0x0051F584,Sephiroth[B2][A9][A9][B3],0x597318,Fähigkeitsliste,medium,context
372,0x0051F5A8,Wpn.,0x597350,Prüfen,medium,context
373,0x0051F5BC,Arm.,0x59736C,Ordnen,medium,context
374,0x0051F5D0,Ability list,0x5973C0,Auf nächste Ebene,medium,context
375,0x0051F5E4,Equip effect,0x597430,Alles entfernen,medium,context
376,0x0051F5F8,Check,0x59744C,Wegwerfen,medium,context
377,0x0051F60C,Arrange,0x5974D8,Glück   %HåHER,medium,context
378,0x0051F634,AP,0x5973A4,AP,exact,exact
379,0x0051F648,To next level,0x597414,Tauschen,medium,context
380,0x0051F65C,MASTER,0x5973DC,MASTER,exact,exact
381,0x0051F670,Arrange,0x5973F8,Ordnen,medium,context
382,0x0051F684,Exchange,0x5974A0,Schutz   %HåHER,medium,context
383,0x0051F698,Remove all,0x597510,Stärke,medium,context
384,0x0051F6AC,Trash,0x59759C,Glück,medium,context
385,0x0051F6D4,Dexterity,0x596D9B,Geschick,high,translation
386,0x0051F6E8,Cover,0x596DE6,Gemüt,medium,context
387,0x0051F6FC,Magic,0x596DCD,Zauber,high,translation
388,0x0051F710,Luck,0x596DFF,Glück,medium,context
389,0x0051F724,MASTER,0x5974F4,MASTER,exact,exact
390,0x0051F738,Strength,0x596D82,Stärke,high,translation
391,0x0051F74C,Vitality,0x596DB4,Vitalität,high,translation
392,0x0051F760,Magic,0x596E7C,Zauber,high,translation
393,0x0051F774,Magic def,0x596E95,Zauberabwehr,medium,context
394,0x0051F788,Dexterity,0x596FEE,Geschick,high,translation
395,0x0051F79C,Luck,0x597030,Moral,medium,context
396,0x0051F7B0,MaxHP,0x5975B8,MAXHP,exact,exact
397,0x0051F7C4,MaxMP,0x5975D4,MAXMP,exact,exact
398,0x0051F7D8,MaxHPUP,0x597660,Treffen - %,medium,context
399,0x0051F7EC,MaxMPUP,0x59767C,Treffen + %,medium,context
400,0x0051F800,EXP.UP,0x597628,EXP.UP,exact,exact
401,0x0051F814,Gil UP,0x597644,Gil UP,exact,exact
402,0x0051F828,Encount Down,0x5976D0,Fernangriff,medium,context
403,0x0051F83C,Encount Up,0x597708,Gegenangriff,medium,context
404,0x0051F850,Meet Chocobos,0x59775C,HP/MP-nderung,medium,context
405,0x0051F864,Pre-emptive,0x597886,Beschwören,medium,context
406,0x0051F878,Long range attack,0x5978B2,Zusätzliche Fähigkeit,medium,context
407,0x0051F88C,Attack all,0x5978F4,MP absorb.,medium,context
408,0x0051F8A0,Counter attack,0x597936,Auch stehl.,medium,context
409,0x0051F9E8,Magic,0x59701A,Zauber,high,translation
410,0x0051F9FC,Summon,0x597046,Glück,medium,context
411,0x0051FA10,Enemy-Skill,0x597088,Verteidigung,medium,context
412,0x0051FA24,Added-Ability,0x59709E,Verteidigung %,medium,context
413,0x0051FA38,All,0x5970F6,Fassung:,medium,context
414,0x0051FA4C,4x-M,0x597122,Keine,medium,context
415,0x0051FA60,Absorb MP,0x597164,Dreifach,medium,context
416,0x0051FA74,Absorb HP,0x5971F8,Blitz,medium,context
417,0x0051FA9C,Steal as well,0x597204,Erde,medium,context
418,0x0051FAB0,Extra cut,0x597240,Heilig,medium,context
419,0x0051FAC4,Turbo MP,0x5972BC,Sephiroth,medium,context
420,0x0051FAD8,Nothing.,0x5972E0,Waf.,medium,context
421,0x0051FAEC,Not enough MP.,0x597334,Rüstungseffekt,medium,context
422,0x0051FB68,Use,0x597388,Gespeicherte Zahl   /24,medium,context
423,0x0051FB74,Arrange,,,none,none
424,0x0051FB80,Key Items,,,none,none
425,0x0051FB8C,Customize,,,none,none
426,0x0051FB98,Field,,,none,none
427,0x0051FBA4,Battle,,,none,none
428,0x0051FBB0,Throw,,,none,none
429,0x0051FBBC,Type,,,none,none
430,0x0051FBC8,Name,0x597A98,Name,exact,exact
431,0x0051FBD4,Most,0x597AAA,Max.,medium,context
432,0x0051FBE0,Least,0x597ABC,Min.,medium,context
433,0x0051FBF0,OK! Got it!,0x597AD0,OK! Klar!,medium,context
434,0x0051FC12,I'm not sure but[A9],0x597B70,V-v-verdammt! Mein Kopf!,medium,context
435,0x0051FC34,Don't really care.,0x597C38,Das sollte ok sein.,medium,context
436,0x0051FC56,Heh! No sweat!,0x597CD8,Kapier ich nicht.,medium,context
437,0x0051FC78,D-d-d-damn! My head hurts!,0x597D00,Hat nichts mit mir zu tun.,medium,context
438,0x0051FC9A,Got nuthin' to do with me!,0x597DC8,Ich bin noch nicht bereit.,medium,context
439,0x0051FCBC,"Hmm, so that's it.",0x597E18,Das gefällt mir! Her damit!,medium,context
440,0x0051FCDE,I'm not too sure but[A9],0x597E90,Es hat nichts mit mir zu tun.,medium,context
441,0x0051FD00,I've got the wrong person.,0x5981E8,Zí,medium,context
442,0x0051FD22,This should be okay.,0x598228,ëí,medium,context
443,0x0051FD44,Not quite ready yet.,0x598268,VâÜäÜéudâ,medium,context
444,0x0051FD66,It isn't me.,0x598289,äâÜVâe,medium,context
445,0x0051FD88,"Right, I've got it!",0x5982A9,éVëÜâS,medium,context
446,0x0051FDAA,I don't get it.,0x5982F9,äÜÜXäí,medium,context
447,0x0051FDCC,It has nothing to do with me.,0x598338,VäâXéf,medium,context
448,0x0051FDEE,Cool! This should do it!,0x598358,ïxÜe,medium,context
449,0x0051FE10,Nope! I don't get it!,0x598378,íÜ,medium,context
450,0x0051FE32,"Oh wow, I'm totally clueless!",0x5983B8,ää,medium,context
451,0x0051FE54,I'm getting less human[A9],0x5983D8,Zí,medium,context
452,0x0051FE76,I'm still not ready.,0x598418,ëí,medium,context
453,0x0051FE98,It has nothing to do with me.,0x598458,VâÜäÜéudâ,medium,context
454,0x0051FEBA,Hey I like this! Lemme use it!,0x598479,äâÜVâe,medium,context
455,0x0051FEDC,Hmph. Don't quite get it but[A9],0x598499,éVëÜâS,medium,context
456,0x0051FEFE,Not me! Give it to someone else!,0x5984B9,äÜëâX,medium,context
457,0x0051FF20,It's got nothing to do with me.,0x598509,äÜÜXäí,medium,context
458,0x005206B8,Cloud,0x598529,VéâÜ,medium,context
459,0x005206C4,Barret,0x598634,Barret,exact,exact
460,0x005206D0,Tifa,0x598640,Tifa,exact,exact
461,0x005206DC,Aeris,0x59864C,Aeris,exact,exact
462,0x005206E8,Red XIII,0x598658,Red XIII,exact,exact
463,0x005206F4,Yuffie,0x598664,Yuffie,exact,exact
464,0x00520700,䄣呉㌀呉ｈ,0x598694,Choco,medium,context
465,0x0052070C,䤶䍎久ｔ,0x5986BE,Leer,medium,context
466,0x00520718,䤣ｄ,0x5986C8,Löschen,medium,context
467,0x00520724,䠣䍏ｏ,0x5986DC,Standard,medium,context
468,0x00520748,倳䍁ｅ,0x598770,3Dfx,medium,context
469,0x00520750,䔤䕌䕔ÿ,0x598790,Gold,medium,context
470,0x00520758,䔳䕌呃ÿ,0x5988BC,"à""  T   R",medium,context
471,0x00520760,䔤䅆䱕ｔ,0x598920,@,medium,context
472,0x00520768,䄣䍎䱅ÿ,0x598940,*,medium,context
473,0x00520770,[UNICODE:21],0x5989AA,!           0 0,medium,context
474,0x00520771,[UNICODE:22],0x598A2C,!           7 7,medium,context
475,0x00520772,[UNICODE:23],0x598AB2,!           1 1,medium,context
476,0x00520773,[UNICODE:24],0x598ACC,",   Q# 7#",medium,context
477,0x00520774,[UNICODE:25],0x598B36,!         ã ã % %,medium,context
478,0x00520775,[UNICODE:26],0x598BD4,.   J   Zx;,medium,context
479,0x00520776,[UNICODE:27],0x598C3E,!           2 2,medium,context
480,0x00520777,[UNICODE:28],0x598CC2,!           / /,medium,context
481,0x00520778,[UNICODE:29],0x598D24,")!,,+*&%      !",medium,context
482,0x00520779,[UNICODE:2a],0x598DCA,!          / /!!,medium,context
483,0x0052077A,[UNICODE:2b],0x598DE4,$ W,medium,context
484,0x0052077B,[UNICODE:2c],0x598DEC,U,medium,context
485,0x0052077C,[UNICODE:2d],0x598DF0,S,medium,context
486,0x0052077D,[UNICODE:2e],0x598DF8,Q,medium,context
487,0x0052077E,[UNICODE:2f],0x598E08,R,medium,context
488,0x0052077F,[UNICODE:30],0x599254,Magic Materia!,medium,context
489,0x00520780,[UNICODE:31],0x599268,Summon Materia!,medium,context
490,0x00520781,[UNICODE:32],0x599290,Zero - AW YEAH!,medium,context
491,0x00520782,[UNICODE:33],0x5992A8,Feuer,medium,context
492,0x00520783,[UNICODE:34],0x5992E4,Schwerkraft,medium,context
493,0x00520784,[UNICODE:35],0x5992F0,Wasser,medium,context
494,0x00520785,[UNICODE:36],0x599360,Einen Moment,medium,context
495,0x00520786,[UNICODE:37],0x5993FC,Rüstungseffekt,medium,context
496,0x00520787,[UNICODE:38],0x599488,Auf nächste Ebene,medium,context
497,0x00520788,[UNICODE:39],0x5994F8,Alles entfernen,medium,context
498,0x00520789,[UNICODE:3a],0x5995A0,Glück   %HåHER,medium,context
499,0x0052078A,[UNICODE:0c],0x5995F4,Vitalität,medium,context
500,0x0052078B,[UNICODE:0e],0x59962C,Zbrvertdg,medium,context
501,0x0052078C,[UNICODE:0b],0x599664,Glück,medium,context
502,0x0052078D,[UNICODE:0d],0x599680,MAXHP,medium,context
503,0x0052078E,[UNICODE:41],0x59969C,MAXMP,medium,context
504,0x0052078F,[UNICODE:42],0x599728,Treffen - %,medium,context
505,0x00520790,[UNICODE:43],0x599744,Treffen + %,medium,context
506,0x00520791,[UNICODE:44],0x5997D0,Gegenangriff,medium,context
507,0x00520792,[UNICODE:45],0x599824,HP/MP-nderung,medium,context
508,0x00520793,[UNICODE:46],0x59985E,Verkaufen,medium,context
509,0x00520794,[UNICODE:47],0x59987C,Beenden,medium,context
510,0x00520795,[UNICODE:48],0x5998B8,Materia,medium,context
511,0x00520796,[UNICODE:49],0x599938,Ausstattung,medium,context
512,0x00520797,[UNICODE:4a],0x5999B8,Übrige Gil,medium,context
513,0x00520798,[UNICODE:4b],0x5999F8,Preis durch AP,medium,context
514,0x00520799,[UNICODE:4c],0x599A70,Stärke,medium,context
515,0x0052079A,[UNICODE:4d],0x599A86,Geschick,medium,context
516,0x0052079B,[UNICODE:4e],0x599A9C,Vitalitä,medium,context
517,0x0052079C,[UNICODE:4f],0x599B0A,Angreifen %,medium,context
518,0x0052079D,[UNICODE:50],0x599B20,Verteidigen,medium,context
519,0x0052079E,[UNICODE:51],0x599B36,Verteidigen %,medium,context
520,0x0052079F,[UNICODE:52],0x599BA4,Verstärkung:,medium,context
521,0x005207A0,[UNICODE:53],0x599BE6,Doppelt,medium,context
522,0x005207A1,[UNICODE:54],0x599C40,Waffengeschäft,medium,context
523,0x005207A2,[UNICODE:55],0x599D08,Zubehörladen,medium,context
524,0x005207A3,[UNICODE:56],0x599D30,Werkzeugladen,medium,context
525,0x005207A4,[UNICODE:57],0x599D58,Souvenierladen,medium,context
526,0x005207A5,[UNICODE:58],0x599DAE,Was möchtest du kaufen?,medium,context
527,0x005207A6,[UNICODE:59],0x599DDC,Wie viele willst du davon?,medium,context
528,0x005207A7,[UNICODE:5a],0x599EC2,Du hast nicht genug Geld!,medium,context
529,0x005207A8,[UNICODE:1a],0x599F4C,Guten Tag!,medium,context
530,0x005207A9,[UNICODE:1b],0x59A032,Vielen Dank!,medium,context
531,0x005207AC,[UNICODE:10],0x59A060,Ihr werdet doch alle zurückkommen!,medium,context
532,0x005207AD,1,0x59A08E,Soll das ein Witz sein? Das ist nicht genug!,medium,context
533,0x005207AE,2,0x595CEF,2,exact,exact
534,0x005207AF,3,0x595DEA,3,exact,exact
535,0x005207B0,4,0x595D7A,4,exact,exact
536,0x005207B1,5,0x595D95,_,medium,context
537,0x005207B2,6,0x595D9B,!,medium,context
538,0x005207B3,7,0x598DF4,7,exact,exact
539,0x005207B4,8,0x5962F4,8,exact,exact
540,0x005207B5,9,0x596318,ã,medium,context
541,0x005213D8,Ability list,0x596340,7m1R,medium,context
542,0x005213EC,Equip effect,0x59635C,7nBz,medium,context
543,0x0052143C,AP,0x59946C,AP,exact,exact
544,0x00521450,To next level,0x5994DC,Tauschen,medium,context
545,0x00521464,MASTER,0x5994A4,MASTER,exact,exact
546,0x005214DC,Dexterity,0x597580,Geschick,high,translation
547,0x005214F0,Cover,,,none,none
548,0x00521504,Magic,0x5970B4,Zauber,high,translation
549,0x00521518,Luck,0x59710C,Wachstum:,medium,context
550,0x0052152C,MASTER,0x5995BC,MASTER,exact,exact
551,0x00521540,Strength,0x596FD8,Stärke,high,translation
552,0x00521554,Vitality,0x59752C,Vitalität,high,translation
553,0x00521568,Magic,0x597548,Zauber,high,translation
554,0x0052157C,Magic def,0x597564,Zbrvertdg,medium,context
555,0x00521590,Dexterity,0x599648,Geschick,high,translation
556,0x005215A4,Luck,0x5996B8,MAXHP,medium,context
557,0x005215B8,MaxHP,0x5975F0,MAXHP,exact,exact
558,0x005215CC,MaxMP,0x59760C,MAXMP,exact,exact
559,0x005215E0,MaxHPUP,0x597698,Chocobo treffen,medium,context
560,0x005215F4,MaxMPUP,0x5976EC,Alle angreifen,medium,context
561,0x00521608,EXP.UP,0x5996F0,EXP.UP,exact,exact
562,0x0052161C,Gil UP,0x59970C,Gil UP,exact,exact
563,0x00521630,Encount Down,0x599798,Fernangriff,medium,context
564,0x00521644,Encount Up,0x5997B4,Alle angreifen,medium,context
565,0x00521658,Meet Chocobos,0x5997EC,Alle angreifen,medium,context
566,0x0052166C,Pre-emptive,0x599840,Kaufen,medium,context
567,0x00521680,Long range attack,0x5998D8,Kaufen Verkaufen Beenden,medium,context
568,0x00521694,Attack all,0x599978,Wieviel,medium,context
569,0x005216A8,Counter attack,0x5999D8,Preis für Master,medium,context
570,0x005216F8,A,0x599C14,A,exact,exact
571,0x005216FA,D,0x599C16,V,medium,context
572,0x00521700,Buy   Sell     Exit,0x599C90,Materia-Laden,medium,context
573,0x00521714,Gil,0x5998F8,Gil,exact,exact
574,0x00521728,Owned,0x599918,Besitz,medium,context
575,0x0052173C,Equipped,0x599958,Gesamt,medium,context
576,0x00521750,Total,0x599998,Objekt    Materia,medium,context
577,0x00521764,How many,0x599A18,Waf.,medium,context
578,0x00521778,Item      Materia,0x599A2E,Rüs.,medium,context
579,0x0052178C,Gil remaining,0x599A44,Zub.,medium,context
580,0x005217A0,Price for Master,0x599AB2,Zauber,medium,context
581,0x005217B4,Price through AP,0x599AC8,Moral,medium,context
582,0x0052196A,Nothing,0x599ADE,Glück,medium,context
583,0x00521980,Normal,0x599BD0,Normal,exact,exact
584,0x00521996,Double,,,none,none
585,0x005219AC,Triple,,,none,none
586,0x005219DC,Weapon Shop,,,none,none
587,0x005219F0,Item Shop,,,none,none
588,0x00521A04,Materia Shop,,,none,none
589,0x00521A18,General Store,,,none,none
590,0x00521A2C,Vegetable Store,,,none,none
591,0x00521A40,Accessory Shop,,,none,none
592,0x00521A54,Tool Shop,,,none,none
593,0x00521A68,Hotel Shop,,,none,none
594,0x00521A80,Welcome!,,,none,none
595,0x00521AAE,What would you like to buy?,,,none,none
596,0x00521ADC,How many would you like?!,,,none,none
597,0x00521B0A,What would you like to sell?!,,,none,none
598,0x00521B38,How many would you like to sell?!,,,none,none
599,0x00524160,Load,,,none,none
600,0x00524184,Select a save data file.,,,none,none
601,0x005241A8,Select a save game.,,,none,none
602,0x00524238,Loading. Please wait.,,,none,none
603,0x0052425C,Saving. Please wait.,,,none,none
604,0x00524280,EMPTY,,,none,none
605,0x005242A4,GAME,,,none,none
606,0x005242C8,Continue?,,,none,none
607,0x00524310,Checking Save Data File.,,,none,none
608,0x00524334,01,0x59C668,01,exact,exact
609,0x00524358,02,0x59C690,02,exact,exact
610,0x0052437C,03,0x59C6B8,03,exact,exact
611,0x005243A0,04,0x59C6E0,04,exact,exact
612,0x005243C4,05,0x59C708,05,exact,exact
613,0x005243E8,06,0x59C730,06,exact,exact
614,0x0052440C,07,0x59C758,07,exact,exact
615,0x00524430,08,0x59C780,08,exact,exact
616,0x00524454,09,0x59C7A8,09,exact,exact
617,0x00524478,10,0x59C7D0,10,exact,exact
618,0x0052449C,11,0x59C7F8,11,exact,exact
619,0x005244C0,12,0x59C820,12,exact,exact
620,0x005244E4,13,0x59C848,13,exact,exact
621,0x00524508,14,0x59C870,14,exact,exact
622,0x0052452C,15,0x59C898,15,exact,exact
623,0x00524550,Saved.,0x59C960,NEUES SPIEL,medium,context
624,0x00524574,Could not save.,0x59C988,Wirklich speichern?,medium,context
625,0x00524598,Could not load.,0x59CAC6,Formatiert,medium,context
626,0x005245BC,Data is ruined.,0x59CB4A,Nicht formatiert,medium,context
627,0x005245E0,NEW GAME,0x59CB8C,Jetzt formatieren?,medium,context
628,0x00524604,Are you sure you want to save?,0x59CC94,Andere Memory Card einlegen.,medium,context
629,0x00524628,Yes,0x59C9B0,Ja,high,translation
630,0x0052464C,No,0x59C9D8,Nein,high,translation
631,0x00524698,Completed.,0x59CA00,Beendet.,medium,context
632,0x00524728,Formatted.,0x59CBCE,Memory Card wird geprüft.,medium,context
633,0x00524758,Could not format.,0x59CC10,Keine Spielstandsdatei.,medium,context
634,0x00524788,Not formatted.,0x59CD5A,oder löschen Sie 1 Block gesicherter Daten.,medium,context
635,0x005247B8,Want to format it now?,0x59CE20,Lesen nicht möglich.,medium,context
636,0x005247E8,No save data file.,0x59CE62,Spiel beginnen?,medium,context
637,0x00524818,No save data file.,0x59D028,Spielstand 1,medium,context
638,0x00524848,This Memory card is damaged and cannot be used.,0x59D03C,Spielstand 2,medium,context
639,0x00524878,Please insert another Memory card.,0x59D050,Spielstand 3,medium,context
640,0x005248A8,Not enough space left on save data file.,0x59D064,Spielstand 4,medium,context
641,0x005248D8,"Use another save data file,",0x59D078,Spielstand 5,medium,context
642,0x00524908,or erase 1 block of saved data.,0x59D0DC,Spielstand 10,medium,context
643,0x00524998,Couldn't read it.,0x59D150,Level,medium,context
644,0x005249C8,Still want to begin the game?,0x59D273,"_      _($((($(( $,( $,(",medium,context
645,0x00524AB8,Can not allocate save file memory buffer!,0x59D2A4,Üó-`,medium,context
646,0x00524AE8,Invalid save file!,0x59D39C,ü^ ^ ^ ^ ^ ^ ^ ^ ^ ._ 3_ I_ N_ j_ z_ î_ ß_ _ _ _ _ _ _ .` B` b` g` á` Ü` ` ` ` ` ` ` %a *a Ja ^a va äa a a a a a a a .b Nb Sb mb rb òb b b b b b b b 6c Jc bc         ü,medium,context
647,0x00524B18,Save 1,0x59D4B6,"ü      0        4    =    :    ;    ?    3    A    .    -    /    0    %   £ >   õ 2   ñ @   í ,   ã +   | 5   t <   l 9   d 1   \ 8   T 6   L 7   D B   @ C   < D   8 F             0d      !       P                                                                      $     # #   H  .   é  0             $     & !     ""     #     $     %     &   0!         $     ! å   H!         $     ! !   `!         $     ! )$  x!          $     ! )$  é!          $     ! )$  £!          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     !     !  A Hl  $       î H6  $      H (  $       H(! $       Hb  $      @ 0  $       z   $      D @#  $      H       !  ! (      `           !   !      .F  6M  ;R  CZ  J_6 Lc"" Rk  Zu  La0 Ui7 \p= \oB ]qD a}"" c{; eá! jå# mè$ pì& sï( uó* xô. wó6 {2 wñ: °6 £6 ã; dxG i{P wìI nR rã[ äB {ëf âôk ëöw ñß} îG îH ñG òL ïR í] °P S T U Y îf ñf b ô| Ü \ ` a b e l i l n m u u z z x q u z y w y { | ï  â ñ ° £ â â é è í ó £ à å è è ë í ï ï õ õ ô • £  •    ß",medium,context
648,0x00524B24,Save 2,,,none,none
649,0x00524B30,3AVE [13],,,none,none
650,0x00524B3C,3AVE [14],,,none,none
651,0x00524B48,3AVE [15],,,none,none
652,0x00524B54,3AVE [16],,,none,none
653,0x00524B60,3AVE [17],,,none,none
654,0x00524B6C,3AVE [18],,,none,none
655,0x00524B78,3AVE [19],,,none,none
656,0x00524B84,3AVE [11][10],,,none,none
657,0x00524BF0,",EVEL",,,none,none
658,0x005552C0,"00'00""000",,,none,none
659,0x005552D0,"--'--""---",,,none,none
660,0x00555410,COURSE A RECORD,,,none,none
661,0x00555420,"00'00""000",,,none,none
662,0x00555430,"--'--""---",,,none,none
663,0x005557A0,BEST,,,none,none
664,0x005557B0,CONTINUE,,,none,none
665,0x005557BC,RETRY,,,none,none
666,0x005557C4,EXIT,,,none,none
667,0x005557CC,OPTION,,,none,none
668,0x005557D4,CONTINUE,,,none,none
669,0x005557E0,RETRY,,,none,none
670,0x005557E8,EXIT,,,none,none
671,0x005557F0,GHOST,,,none,none
672,0x005557F8,SURFACE,,,none,none
673,0x00555800,OFF,,,none,none
674,0x00555804,BOARD,,,none,none
675,0x0055580C,SLEIGH,,,none,none
676,0x00555814,? ? ?,,,none,none
677,0x0055581C,SNOW,,,none,none
678,0x00555824,CHECKED,,,none,none
679,0x0055582C,TRY AGAIN,,,none,none
680,0x00555838,EXIT,,,none,none
681,0x00555848,TECHNIQUE,,,none,none
682,0x00555854,TIME,,,none,none
683,0x0055585C,BALLOON,,,none,none
684,0x00555864,TOTAL,,,none,none
685,0x0055586C,BEST,,,none,none
686,0x00555874,/30 PTS.,,,none,none
687,0x00555880,OSP@ptsN,,,none,none
688,0x0055588C,OTP@ptsN,,,none,none
689,0x00555898,OC@ptsN,,,none,none
690,0x005558A0,OC@ptsN,,,none,none
691,0x005558AC,QstN,,,none,none
692,0x005558B4,RndN,,,none,none
693,0x005558BC,SrdN,,,none,none
694,0x005558C4,TthN,,,none,none
695,0x005558CC,UthN,,,none,none
696,0x0057B2A8,TEIOH,,,none,none
697,0x0057B3D0,Sprint Shoes,,,none,none
698,0x0057B3E0,Counter,,,none,none
699,0x0057B3F0,Magic Counter,,,none,none
700,0x0057B400,Precious Watch,,,none,none
701,0x0057B410,Ether,,,none,none
702,0x0057B420,Hero Drink,,,none,none
703,0x0057B430,Bolt Plume,,,none,none
704,0x0057B440,Elixir,,,none,none
705,0x0057B450,Fire Fang,,,none,none
706,0x0057B460,Antarctic Wind,,,none,none
707,0x0057B470,Potion,,,none,none
708,0x0057B480,Phoenix Down,,,none,none
709,0x0057B490,Hyper,,,none,none
710,0x0057B4A0,Tranquilizer,,,none,none
711,0x0057B4B0,Cat's Bell,,,none,none
712,0x0057B4C0,Enemy,,,none,none
713,0x0057B4D0,Sneak,,,none,none
714,0x0057B4E0,Chocobracelet[FF][FF][FF],,,none,none
715,0x0057B4F0,Swift,,,none,none
716,0x0057B500,Fire,,,none,none
717,0x0057B510,Megalixir[FF][FF][FF][FF][FF][FF][FF],,,none,none
718,0x0057B520,Turbo,,,none,none
719,0x0057B530,Hi-Potion[FF][FF][FF][FF][FF][FF][FF],,,none,none
720,0x0057B540,Ice,,,none,none
721,0x0057B658,SAM,,,none,none
722,0x0057B65F,ELEN,,,none,none
723,0x0057B666,BLUES,,,none,none
724,0x0057B66D,TOM,,,none,none
725,0x0057B674,JOHN,,,none,none
726,0x0057B67B,GARY,,,none,none
727,0x0057B682,MIKE,,,none,none
728,0x0057B689,SANDY,,,none,none
729,0x0057B690,JU,,,none,none
730,0x0057B697,LY,,,none,none
731,0x0057B69E,JOEL,,,none,none
732,0x0057B6A5,GREY,,,none,none
733,0x0057B6AC,EDWARD,,,none,none
734,0x0057B6B3,JAMES,,,none,none
735,0x0057B6BA,HARVEY,,,none,none
736,0x0057B6C1,DAN,,,none,none
737,0x0057B6C8,RUDY,,,none,none
738,0x0057B6CF,GRAHAM,,,none,none
739,0x0057B6D6,FOX,,,none,none
740,0x0057B6DD,CLIVE,,,none,none
741,0x0057B6E4,SEAN,,,none,none
742,0x0057B6EB,YOUNG,,,none,none
743,0x0057B6F2,ROBIN,,,none,none
744,0x0057B6F9,DARIO,,,none,none
745,0x0057B700,K,,,none,none
