# FF7 German Strings - Standardized Format
# Generated: 2026-01-06 10:45 JST (Tuesday)
# Session: c5687d3e-90a9-47e8-829a-a0c6e70cd98e
# Total strings: 895
#
# Format: [INDEX] OFFSET (BYTES:TEXT_LEN) | TEXT
# ===========================================================================

[  324] 0x59611D (   2:  1) | "
[  325] 0x596128 (   8:  8) | ó ó 7S1P
[  326] 0x596138 (   2:  2) | (
[  327] 0x596144 (   8:  8) | ò ò T1*
[  328] 0x59614F (   2:  1) | *
[  329] 0x596160 (   8:  8) | õ õ 7U1<
[  330] 0x59617C (   8:  8) | ° ° V1*
[  331] 0x596187 (   2:  1) | /
[  332] 0x596198 (   8:  8) | • • 7W1
[  333] 0x5961B4 (   8:  8) | ß ß 5XB
[  334] 0x5961BE (   1:  1) | 0
[  335] 0x5961D0 (   8:  8) | 5Y(@
[  336] 0x5961E1 (   2:  1) | "
[  337] 0x5961EC (   8:  8) | 7Z1p
[  338] 0x596208 (   8:  8) | 5[B
[  339] 0x596211 (   1:  1) | _
[  340] 0x596217 (   6:  3) | `
[  341] 0x596224 (   8:  8) | 5\B
[  342] 0x59622D (   1:  1) | _
[  343] 0x596230 (   7:  7) | !     ü
[  344] 0x596240 (   8:  8) | 7]B
[  345] 0x596249 (   1:  1) | _
[  346] 0x59624C (   7:  7) | !     ü
[  347] 0x596254 (   3:  3) | £E
[  348] 0x59625A (   9:  7) | C ü ü 3
[  349] 0x596262 (   2:  2) | 18
[  350] 0x596270 (   1:  1) | ã
[  351] 0x596278 (   8:  8) | 7_B\
[  352] 0x596288 (   2:  2) | !
[  353] 0x59628C (   3:  3) | £L
[  354] 0x596292 (   9:  7) | 4   3
[  355] 0x59629A (   2:  2) | 1J
[  356] 0x5962A8 (   1:  1) | ã
[  357] 0x5962B0 (   8:  8) | 7aBf
[  358] 0x5962C0 (   2:  2) | $
[  359] 0x5962C4 (   3:  3) | £C
[  360] 0x5962CA (   9:  7) | 3
[  361] 0x5962D2 (   2:  2) | 1(
[  362] 0x5962D7 (   2:  1) | %
[  363] 0x5962E0 (   1:  1) | ã
[  364] 0x5962E8 (   8:  8) | 3cB
[  365] 0x5962F1 (   1:  1) | _
[  366] 0x5962F4 (   6:  6) | 8
[  367] 0x5962FC (   3:  3) | £9
[  368] 0x596302 (   9:  7) | !  7
[  369] 0x59630A (   2:  2) | 1H
[  370] 0x596318 (   1:  1) | ã
[  371] 0x596320 (   8:  8) | 7eB
[  372] 0x596329 (   9:  9) | '8!
[  373] 0x596340 (   4:  4) | 7m1R
[  374] 0x596350 (   1:  1) | ã
[  375] 0x59635C (   4:  4) | 7nBz
[  376] 0x596378 (   4:  4) | 6o10
[  377] 0x596385 (   2:  1) | `
[  378] 0x59699C (  68: 60) | "£   £ "S    "]! ^ [!     `!\   \ `!:   q `! q ?  y
[  379] 0x5969E4 (  26: 18) | "S   S "!sè7áè
[  380] 0x5969F8 (   6:  5) | Hitze
[  381] 0x596A04 (  11:  5) | Kälte
[  382] 0x596A10 (  14:  8) | Gewitter
[  383] 0x596A1C (   7:  4) | Erde
[  384] 0x596A28 (  11:  4) | Gift
[  385] 0x596A34 (  18: 11) | Schwerkraft
[  386] 0x596A40 (   6:  6) | Wasser
[  387] 0x596A4C (   9:  4) | Wind
[  388] 0x596A58 (  13:  6) | Heilig
[  389] 0x596A68 (  12:  3) | Tod
[  390] 0x596A7C (  22:  6) | Gefahr
[  391] 0x596A90 (  19:  6) | Schlaf
[  392] 0x596AA4 (  17:  4) | Gift
[  393] 0x596AB8 (  21:  6) | Trauer
[  394] 0x596ACC (  17:  4) | Zorn
[  395] 0x596AE0 (  21:  6) | Psycho
[  396] 0x596AF4 (  22:  9) | Schweigen
[  397] 0x596B08 (  14:  4) | Hast
[  398] 0x596B1C (  21:  6) | Gemach
[  399] 0x596B30 (  17:  4) | Stop
[  400] 0x596B44 (  21:  6) | Frosch
[  401] 0x596B58 (  18:  5) | Zwerg
[  402] 0x596B6C (  28: 14) | Allm.Verstein.
[  403] 0x596B80 (  14:  9) | Verstein.
[  404] 0x596B94 (  17:  7) | Heilung
[  405] 0x596BA8 (  20:  8) | Barriere
[  406] 0x596BBC (  17:  6) | ZBarr.
[  407] 0x596BD0 (  19:  6) | Wasser
[  408] 0x596BF8 (  25:  6) | Schild
[  409] 0x596C0C (  24: 11) | Todesurteil
[  410] 0x596C20 (  16:  8) | Manipul.
[  411] 0x596C34 (  19:  8) | Tobsucht
[  412] 0x596C48 (  23: 12) | Unverwundbar
[  413] 0x596C5C (  14:  7) | Lähmung
[  414] 0x596C70 (  17:  5) | Blind
[  415] 0x596C88 (  38: 20) | Element/Nebenwirkung
[  416] 0x596CA1 (  17: 13) | Zusatzwirkung
[  417] 0x596CBA (  18:  7) | Angriff
[  418] 0x596CD3 (  29: 12) | Verteidigung
[  419] 0x596CEC (  21:  9) | Halbieren
[  420] 0x596D05 (  24:  9) | Unwirksam
[  421] 0x596D1E (  26: 11) | Absorbieren
[  422] 0x596D82 (  30:  6) | Stärke
[  423] 0x596D9B (  26:  8) | Geschick
[  424] 0x596DB4 (  25:  9) | Vitalität
[  425] 0x596DCD (  21:  6) | Zauber
[  426] 0x596DE6 (  23:  5) | Gemüt
[  427] 0x596DFF (  24:  5) | Glück
[  428] 0x596E18 (  26:  7) | Angriff
[  429] 0x596E31 (  26:  9) | Angriff %
[  430] 0x596E4A (  27: 12) | Verteidigung
[  431] 0x596E63 (  26: 14) | Verteidigung %
[  432] 0x596E7C (  16:  6) | Zauber
[  433] 0x596E95 (  30: 12) | Zauberabwehr
[  434] 0x596EAE (  24: 12) | Zauberabw. %
[  435] 0x596EC7 (  16:  4) | Waf.
[  436] 0x596EE0 (  24:  4) | Rüs.
[  437] 0x596EF9 (  24:  4) | Acc.
[  438] 0x596F12 (  31: 11) | Limit-Stufe
[  439] 0x596F34 ( 102: 80) | "!    `! ã   `!R w ü        £     !£     î £       \      £     W \ Waf.
[  440] 0x596F96 (  21:  4) | Rüs.
[  441] 0x596FAC (  21:  4) | Acc.
[  442] 0x596FC2 (  21:  4) | Zub.
[  443] 0x596FD8 (  23:  6) | Stärke
[  444] 0x596FEE (  23:  8) | Geschick
[  445] 0x597004 (  21:  8) | Vitalitä
[  446] 0x59701A (  19:  6) | Zauber
[  447] 0x597030 (  20:  5) | Moral
[  448] 0x597046 (  21:  5) | Glück
[  449] 0x59705C (  23:  7) | Angriff
[  450] 0x597072 (  23:  9) | Angriff %
[  451] 0x597088 (  24: 12) | Verteidigung
[  452] 0x59709E (  23: 14) | Verteidigung %
[  453] 0x5970B4 (  13:  6) | Zauber
[  454] 0x5970CA (  27: 12) | Zauberabwehr
[  455] 0x5970E0 (  21: 12) | Zauberabw. %
[  456] 0x5970F6 (  17:  8) | Fassung:
[  457] 0x59710C (  22:  9) | Wachstum:
[  458] 0x597122 (  17:  5) | Keine
[  459] 0x597138 (  22:  6) | Normal
[  460] 0x59714E (  22:  7) | Doppelt
[  461] 0x597164 (  22:  8) | Dreifach
[  462] 0x597194 ( 106: 81) | "£   £ "S    !ï   !!! !  ]!    `!\   \ `!:   r  X     ñ  q   Feuer
[  463] 0x5971EC (  11:  5) | Kälte
[  464] 0x5971F8 (  11:  5) | Blitz
[  465] 0x597204 (  10:  4) | Erde
[  466] 0x597210 (  11:  4) | Gift
[  467] 0x59721C (  18: 11) | Schwerkraft
[  468] 0x597228 (   6:  6) | Wasser
[  469] 0x597234 (   9:  4) | Wind
[  470] 0x597240 (  13:  6) | Heilig
[  471] 0x597250 (  43: 34) | Soll das wirklich entfernt werden?
[  472] 0x597274 (   4:  3) | Ja!
[  473] 0x597298 (  44: 12) | Einen Moment
[  474] 0x5972BC (  36: 13) | Sephiroth
[  475] 0x5972E0 (  26:  4) | Waf.
[  476] 0x5972FC (  27:  4) | Rüs.
[  477] 0x597318 (  38: 15) | Fähigkeitsliste
[  478] 0x597334 (  26: 14) | Rüstungseffekt
[  479] 0x597350 (  19:  6) | Prüfen
[  480] 0x59736C (  27:  6) | Ordnen
[  481] 0x597388 (  44: 23) | Gespeicherte Zahl   /24
[  482] 0x5973A4 (   6:  2) | AP
[  483] 0x5973C0 (  42: 17) | Auf nächste Ebene
[  484] 0x5973DC (  16:  6) | MASTER
[  485] 0x5973F8 (  27:  6) | Ordnen
[  486] 0x597414 (  29:  8) | Tauschen
[  487] 0x597430 (  34: 15) | Alles entfernen
[  488] 0x59744C (  21:  9) | Wegwerfen
[  489] 0x597484 (  51: 24) | Geschwindigkeit   %HåHER
[  490] 0x5974A0 (  18: 15) | Schutz   %HåHER
[  491] 0x5974BC (  32: 20) | Zauberkraft   %HåHER
[  492] 0x5974D8 (  21: 14) | Glück   %HåHER
[  493] 0x5974F4 (  19:  6) | MASTER
[  494] 0x597510 (  27:  6) | Stärke
[  495] 0x59752C (  30:  9) | Vitalität
[  496] 0x597548 (  24:  6) | Zauber
[  497] 0x597564 (  30:  9) | Zbrvertdg
[  498] 0x597580 (  26:  8) | Geschick
[  499] 0x59759C (  24:  5) | Glück
[  500] 0x5975B8 (  27:  5) | MAXHP
[  501] 0x5975D4 (  27:  5) | MAXMP
[  502] 0x5975F0 (  27:  5) | MAXHP
[  503] 0x59760C (  27:  5) | MAXMP
[  504] 0x597628 (  28:  6) | EXP.UP
[  505] 0x597644 (  27:  6) | Gil UP
[  506] 0x597660 (  32: 11) | Treffen - %
[  507] 0x59767C (  27: 11) | Treffen + %
[  508] 0x597698 (  31: 15) | Chocobo treffen
[  509] 0x5976B4 (  27: 15) | Präventivm. + %
[  510] 0x5976D0 (  23: 11) | Fernangriff
[  511] 0x5976EC (  30: 14) | Alle angreifen
[  512] 0x597708 (  25: 12) | Gegenangriff
[  513] 0x597724 (  29: 14) | Alle angreifen
[  514] 0x597740 (  30: 17) | Ständiger Angriff
[  515] 0x59775C (  24: 14) | HP/MP-nderung
[  516] 0x59777C ( 189:172) | "    "S    !C!! $!C!   "C! D  £ } : !ì     5"S   S "T !ç $!!|!ç @ !    `!i   i `!:   ~    ~     ~ `!  2 z \ O -  W     *!:   : `!:  S    S 0
[  517] 0x597830 (  74: 70) | O    £ O w!!£     ô £ 8 ë   \ 8   \     Z \ ã   `!R w ü  Zauber
[  518] 0x597886 (  25: 10) | Beschwören
[  519] 0x59789C (  23: 12) | Feindtechnik
[  520] 0x5978B2 (  30: 21) | Zusätzliche Fähigkeit
[  521] 0x5978C8 (   4:  4) | Alle
[  522] 0x5978DE (  24:  7) | 4x-Zber
[  523] 0x5978F4 (  24: 10) | MP absorb.
[  524] 0x59790A (  21: 10) | HP absorb.
[  525] 0x597936 (  32: 11) | Auch stehl.
[  526] 0x59794C (  16:  6) | Schlag
[  527] 0x597962 (  23:  8) | Turbo-MP
[  528] 0x597978 (  19:  6) | Nichts
[  529] 0x59798E (  30: 15) | Nicht genug MP.
[  530] 0x5979AC ( 105:101) | "    "S    "2!!K  £ !K  £ !   S     `!r   r `!:   ç `!  6 j \  6 g \    j : Verwenden
[  531] 0x597A1A (  14:  6) | Ordnen
[  532] 0x597A2C (  27: 16) | Schlüsselobjekte
[  533] 0x597A3E (   7:  6) | Allein
[  534] 0x597A50 (  15:  4) | Feld
[  535] 0x597A62 (  21:  8) | Schlacht
[  536] 0x597A74 (  15:  6) | Werfen
[  537] 0x597A86 (  14:  3) | Typ
[  538] 0x597A98 (  18:  4) | Name
[  539] 0x597AAA (  17:  4) | Max.
[  540] 0x597ABC (  17:  4) | Min.
[  541] 0x597AD0 (  24:  9) | OK! Klar!
[  542] 0x597AF8 (  57: 27) | Ich bin nicht sicher, aber
[  543] 0x597B20 (  25: 13) | Ist mir egal.
[  544] 0x597B48 (  35:  9) | Heh! Heh!
[  545] 0x597B70 (  54: 24) | V-v-verdammt! Mein Kopf!
[  546] 0x597B98 (  41: 26) | Hat nichts mit mir zu tun!
[  547] 0x597BC0 (  33: 20) | Hmm, das wär's also.
[  548] 0x597BE8 (  46: 27) | Ich bin nicht sicher, aber
[  549] 0x597C10 (  48: 36) | Ich hab die falsche Person erwischt.
[  550] 0x597C38 (  22: 19) | Das sollte ok sein.
[  551] 0x597C60 (  43: 23) | Noch nicht ganz bereit.
[  552] 0x597C88 (  39: 23) | Nein, ich bin es nicht.
[  553] 0x597CB0 (  25:  9) | Ok, klar!
[  554] 0x597CD8 (  47: 17) | Kapier ich nicht.
[  555] 0x597D00 (  48: 26) | Hat nichts mit mir zu tun.
[  556] 0x597D28 (  38: 25) | Cool! Das sollte ok sein!
[  557] 0x597D50 (  36: 22) | Nee! Kapier ich nicht!
[  558] 0x597D78 (  49: 32) | Mann, ich tapp total im Dunkeln!
[  559] 0x597DA0 (  43: 36) | Ich verlier immer mehr Menschliches
[  560] 0x597DC8 (  29: 26) | Ich bin noch nicht bereit.
[  561] 0x597DF0 (  42: 29) | Es hat nichts mit mir zu tun.
[  562] 0x597E18 (  37: 27) | Das gefällt mir! Her damit!
[  563] 0x597E40 (  51: 39) | Hmph. Hab ich nicht ganz kapiert, aber
[  564] 0x597E68 (  32: 32) | Nicht ich! Gib es jemand anders!
[  565] 0x597E90 (  36: 29) | Es hat nichts mit mir zu tun.
[  566] 0x597EB8 ( 126:116) | %!à >!, )!Y   h 7!é f R å 7    á ç v    !! &!   b a ) V ; = [ \ #!  ,!j +!    1!M /  0   # w
[  567] 0x597F2E ( 683:682) | 8 N ï    E   • z E!° 5!@!i n q F!í       4 (! ì Z x   B â       3  =!]  I!J!K!L!M!N!O!P!Q!R!S!T!U!V!W!X!Y!Z![!\!]!^!_!  }    ü     ?!* ã  *!     G L    è +   u  g  ë - 3!ñ  $ ! >   ^   O  H  t F  C! A |  6  5 4! 2!  2 D!      Q   0!   P   k -!" @  ó &  <!J   A!.  ô l y 9  ö 9!  '!s   {     ;!e    ~   "! ? U  ! ò  r I ß   T B!% p ä ' /!£   .!_ 1 : K  m  G!:!C     D (  o $!   õ X S 8! d  ` W <   H!c  î  6! Ü =>ABCeKD@FGHtJfg<$_uva)?snPRSVXY[\]p/0%U^MZoh!"#y*+2,-.345671:8(W9&';`klmxEILNOQTbcdijqrwz{     0   (   L     !0 !   VO/JpNORI#Q0A'9h=#InN,$   #  0 @
[  568] 0x5981E8 (   7:  7) | Zí
[  569] 0x5981F1 (   7:  7) | ä
[  570] 0x598208 (   7:  7) | í
[  571] 0x598211 (   7:  7) | ä
[  572] 0x598228 (   7:  7) | ëí
[  573] 0x598231 (   7:  7) | V
[  574] 0x598248 (  16: 16) | âvÜÜÜÜS\
[  575] 0x59825B (  10: 10) | äí
[  576] 0x598268 (  16: 16) | VâÜäÜéudâ
[  577] 0x59827A (  11: 11) | ä|â
[  578] 0x598289 (  14: 14) | äâÜVâe
[  579] 0x59829A (  12: 12) | vSÜâ
[  580] 0x5982A9 (  14: 14) | éVëÜâS
[  581] 0x5982B9 (  13: 13) | äâXÜ
[  582] 0x5982C9 (  14: 14) | äÜëâX
[  583] 0x5982D9 (  14: 14) | VxÜ
[  584] 0x5982EA (  12: 12) | VÜVS
[  585] 0x5982F9 (  14: 14) | äÜÜXäí
[  586] 0x59830A (  12: 12) | äÜí
[  587] 0x598319 (  14: 14) | VéâÜ
[  588] 0x59832B (  10: 10) | ë
[  589] 0x598338 (  16: 16) | VäâXéf
[  590] 0x59834B (  10: 10) | S
[  591] 0x598358 (  16: 16) | ïxÜe
[  592] 0x598378 (  16: 16) | íÜ
[  593] 0x598398 (   7:  7) | ä
[  594] 0x5983B8 (   7:  7) | ää
[  595] 0x5983C1 (   7:  7) | ä
[  596] 0x5983D8 (   7:  7) | Zí
[  597] 0x5983E1 (   7:  7) | ä
[  598] 0x5983F8 (   7:  7) | í
[  599] 0x598401 (   7:  7) | ä
[  600] 0x598418 (   7:  7) | ëí
[  601] 0x598421 (   7:  7) | V
[  602] 0x598438 (  16: 16) | âvÜÜÜÜS\
[  603] 0x598458 (  16: 16) | VâÜäÜéudâ
[  604] 0x59846B (  10: 10) | äí
[  605] 0x598479 (  14: 14) | äâÜVâe
[  606] 0x59848A (  11: 11) | ä|â
[  607] 0x598499 (  14: 14) | éVëÜâS
[  608] 0x5984AA (  12: 12) | vSÜâ
[  609] 0x5984B9 (  14: 14) | äÜëâX
[  610] 0x5984C9 (  13: 13) | äâXÜ
[  611] 0x5984DA (  12: 12) | VÜVS
[  612] 0x5984E9 (  14: 14) | VxÜ
[  613] 0x5984FA (  12: 12) | äÜí
[  614] 0x598509 (  14: 14) | äÜÜXäí
[  615] 0x59851B (  10: 10) | ë
[  616] 0x598529 (  14: 14) | VéâÜ
[  617] 0x59853B (  10: 10) | S
[  618] 0x598548 (  16: 16) | VäâXéf
[  619] 0x598568 (  16: 16) | ïxÜe
[  620] 0x598588 (  16: 16) | íÜ
[  621] 0x5985A8 (   7:  7) | ä
[  622] 0x5985C8 (   7:  7) | ää
[  623] 0x5985D1 (  92: 92) | ä        !"#$%'(    "S   S "S   ~ "! :       `!:   : `!:   O `! î - i ò Cloud
[  624] 0x598634 (  12:  6) | Barret
[  625] 0x598640 (   9:  4) | Tifa
[  626] 0x59864C (  12:  5) | Aeris
[  627] 0x598658 (  14:  8) | Red XIII
[  628] 0x598664 (   9:  6) | Yuffie
[  629] 0x598670 (  14:  9) | Cait Sith
[  630] 0x59867C (   9:  7) | Vincent
[  631] 0x598688 (   7:  3) | Cid
[  632] 0x598694 (  13:  5) | Choco
[  633] 0x5986BE (  13:  4) | Leer
[  634] 0x5986C8 (  12:  7) | Löschen
[  635] 0x5986D2 (  11:  9) | Auswählen
[  636] 0x5986DC (   8:  8) | Standard
[  637] 0x5986E6 (  10:  9) | Abbrechen
[  638] 0x5986F0 (  89: 89) | ABCDEFGHIJäKLMNOPQRSTUVWXYZ,.+-öabcdefghijåklmnopqrstÜuvwxyz:;  ü0123456789   RaginLion
[  639] 0x598750 (  15:  9) | Freshmake
[  640] 0x598760 (  12:  6) | Square
[  641] 0x598770 (  13:  4) | 3Dfx
[  642] 0x598780 (  16:  5) | Local
[  643] 0x598790 (  14:  4) | Gold
[  644] 0x5987A0 ( 199:188) | ëìèïókmoqs+-/13uwy{}579;=áâåç?ACEGô•____acegi!#%')üJLNPR_]^      äíéîñjlnpr*,.02tvxz|468:<~àãÜ>@BDFòõ°£ö`bdfh "$&(ßIKMOQH
[  645] 0x598864 (  58: 54) | !   "   $   %   '   (        &4031&.      !îEx-SOLDIER
[  646] 0x5988A1 (  23: 23) | X!         Z!Z!V V
[  647] 0x5988BC (  12: 12) | à"  T   R
[  648] 0x598900 (  26: 26) | C   !!/-+)%-      !öBarret
[  649] 0x598920 (   2:  2) | @
[  650] 0x598926 (  23: 22) | !           / /
[  651] 0x598940 (   4:  4) | *
[  652] 0x598988 (  24: 20) | "!+++*'.      !9Tifa
[  653] 0x5989A4 (   2:  2) | 0
[  654] 0x5989AA (  23: 22) | !           0 0
[  655] 0x5989C4 (   4:  4) | (
[  656] 0x598A0C (  26: 22) | #!*+-.%.      !4Aerith
[  657] 0x598A28 (   2:  2) | ^
[  658] 0x598A2C (  25: 24) | !           7 7
[  659] 0x598A90 (  23: 19) | $!*,+**.      !äRed
[  660] 0x598AAC (   2:  2) | P#
[  661] 0x598AB2 (  23: 22) | !           1 1
[  662] 0x598ACC (  12: 12) | ,   Q# 7#
[  663] 0x598AF0 (   4:  4) | E
[  664] 0x598B14 (  26: 22) | %!            !KYuffie
[  665] 0x598B30 (   2:  2) | w$
[  666] 0x598B36 (  23: 22) | !         ã ã % %
[  667] 0x598B54 (   8:  4) | GL!
[  668] 0x598B98 (  30: 26) | &!*+-+%/      ! Cait Seith
[  669] 0x598BB4 (   2:  2) | å%
[  670] 0x598BBA (  23: 22) | !           2 2
[  671] 0x598BD4 (  12: 12) | .   J   Zx;
[  672] 0x598C1C (  27: 23) | '!)*++%.      !WVincent
[  673] 0x598C38 (   2:  2) | ò%
[  674] 0x598C3E (  23: 22) | !           2 2
[  675] 0x598C58 (   4:  4) | 0
[  676] 0x598CA0 (  23: 19) | (!,,+*&.      !_Cid
[  677] 0x598CBC (   2:  2) | i&
[  678] 0x598CC2 (  23: 22) | !           / /
[  679] 0x598CDC (   4:  4) | 2
[  680] 0x598D24 (  20: 16) | )!,,+*&%      !
[  681] 0x598D41 (  28: 27) | !  '!           $ $
[  682] 0x598D60 (   8:  8) | ,   *
[  683] 0x598DA4 (  29: 29) | õ   *RuhdfaN      ! Sephiroth
[  684] 0x598DC4 (   4:  4) | ü&(
[  685] 0x598DCA (  23: 22) | !          / /!!
[  686] 0x598DE4 (   5:  5) | $ W
[  687] 0x598DEC (   1:  1) | U
[  688] 0x598DF0 (   1:  1) | S
[  689] 0x598DF4 (   1:  1) | 7
[  690] 0x598DF8 (   1:  1) | Q
[  691] 0x598E08 (   1:  1) | R
[  692] 0x598E0C (   1:  1) | 7
[  693] 0x598E10 (   1:  1) | T
[  694] 0x598E14 (   1:  1) | 7
[  695] 0x598ED0 ( 925:894) | !   &   !   "   &   !   #   &   !   $   &   !   %   &   !   &   &   !   '   &   !   (   &   !   )   &   !       &   !   *   &   !                       !               &   $   #   "   %   #   $   #   #   '   $   #   )   $   #   %   %   #       %   #   (   #   #   $   $   #   %   $   #   *   %   #   (   "   !                               #   #   (   $   #   #   #   #   %   #   #   &   #   #   '   #   #   )   #   #       $   #   !   $   #   *   "   #   *       #                                       $   %   #   #   %   #   "   #   #   !   %   #   !   #   #   #   $   #   "   $   #   &   "   #   '   "   #   )   "   !                                               !                   Q   R   S   T   U   V   W   X   Y   Z   [   \   ]   ^   `   a   d   e   f   g   h       j   k   l   m   n   o   p   q   r   s   t   u   v   w   x   y   D   E   G   H   I   J   K       q   u   Full Equipent!
[  696] 0x599254 (  19: 14) | Magic Materia!
[  697] 0x599268 (  20: 15) | Summon Materia!
[  698] 0x59927C (  11:  7) | Command
[  699] 0x599290 (  27: 15) | Zero - AW YEAH!
[  700] 0x5992A8 (  13:  5) | Feuer
[  701] 0x5992B4 (  11:  5) | Kälte
[  702] 0x5992C0 (  11:  5) | Blitz
[  703] 0x5992CC (  10:  4) | Erde
[  704] 0x5992D8 (  11:  4) | Gift
[  705] 0x5992E4 (  18: 11) | Schwerkraft
[  706] 0x5992F0 (   6:  6) | Wasser
[  707] 0x5992FC (   9:  4) | Wind
[  708] 0x599308 (  13:  6) | Heilig
[  709] 0x599318 (  43: 34) | Soll das wirklich entfernt werden?
[  710] 0x59933C (   4:  3) | Ja!
[  711] 0x599360 (  44: 12) | Einen Moment
[  712] 0x599384 (  36: 13) | Sephiroth
[  713] 0x5993A8 (  26:  4) | Waf.
[  714] 0x5993C4 (  27:  4) | Rüs.
[  715] 0x5993E0 (  38: 15) | Fähigkeitsliste
[  716] 0x5993FC (  26: 14) | Rüstungseffekt
[  717] 0x599418 (  19:  6) | Prüfen
[  718] 0x599434 (  27:  6) | Ordnen
[  719] 0x599450 (  44: 23) | Gespeicherte Zahl   /24
[  720] 0x59946C (   6:  2) | AP
[  721] 0x599488 (  42: 17) | Auf nächste Ebene
[  722] 0x5994A4 (  16:  6) | MASTER
[  723] 0x5994C0 (  27:  6) | Ordnen
[  724] 0x5994DC (  29:  8) | Tauschen
[  725] 0x5994F8 (  34: 15) | Alles entfernen
[  726] 0x599514 (  21:  9) | Wegwerfen
[  727] 0x59954C (  51: 24) | Geschwindigkeit   %HåHER
[  728] 0x599568 (  18: 15) | Schutz   %HåHER
[  729] 0x599584 (  32: 20) | Zauberkraft   %HåHER
[  730] 0x5995A0 (  21: 14) | Glück   %HåHER
[  731] 0x5995BC (  19:  6) | MASTER
[  732] 0x5995D8 (  27:  6) | Stärke
[  733] 0x5995F4 (  30:  9) | Vitalität
[  734] 0x599610 (  24:  6) | Zauber
[  735] 0x59962C (  30:  9) | Zbrvertdg
[  736] 0x599648 (  26:  8) | Geschick
[  737] 0x599664 (  24:  5) | Glück
[  738] 0x599680 (  27:  5) | MAXHP
[  739] 0x59969C (  27:  5) | MAXMP
[  740] 0x5996B8 (  27:  5) | MAXHP
[  741] 0x5996D4 (  27:  5) | MAXMP
[  742] 0x5996F0 (  28:  6) | EXP.UP
[  743] 0x59970C (  27:  6) | Gil UP
[  744] 0x599728 (  32: 11) | Treffen - %
[  745] 0x599744 (  27: 11) | Treffen + %
[  746] 0x599760 (  31: 15) | Chocobo treffen
[  747] 0x59977C (  27: 15) | Präventivm. + %
[  748] 0x599798 (  23: 11) | Fernangriff
[  749] 0x5997B4 (  30: 14) | Alle angreifen
[  750] 0x5997D0 (  25: 12) | Gegenangriff
[  751] 0x5997EC (  29: 14) | Alle angreifen
[  752] 0x599808 (  30: 17) | Ständiger Angriff
[  753] 0x599824 (  24: 14) | HP/MP-nderung
[  754] 0x599840 (  19:  6) | Kaufen
[  755] 0x59985E (  32:  9) | Verkaufen
[  756] 0x59987C (  27:  7) | Beenden
[  757] 0x59989A (  28:  6) | Objekt
[  758] 0x5998B8 (  30:  7) | Materia
[  759] 0x5998D8 (  48: 24) | Kaufen Verkaufen Beenden
[  760] 0x5998F8 (  10:  3) | Gil
[  761] 0x599918 (  34:  6) | Besitz
[  762] 0x599938 (  36: 11) | Ausstattung
[  763] 0x599958 (  26:  6) | Gesamt
[  764] 0x599978 (  32:  7) | Wieviel
[  765] 0x599998 (  41: 17) | Objekt    Materia
[  766] 0x5999B8 (  24: 10) | Übrige Gil
[  767] 0x5999D8 (  37: 16) | Preis für Master
[  768] 0x5999F8 (  29: 14) | Preis durch AP
[  769] 0x599A18 (  21:  4) | Waf.
[  770] 0x599A2E (  21:  4) | Rüs.
[  771] 0x599A44 (  21:  4) | Zub.
[  772] 0x599A5A (  21:  4) | Zub.
[  773] 0x599A70 (  23:  6) | Stärke
[  774] 0x599A86 (  23:  8) | Geschick
[  775] 0x599A9C (  21:  8) | Vitalitä
[  776] 0x599AB2 (  19:  6) | Zauber
[  777] 0x599AC8 (  20:  5) | Moral
[  778] 0x599ADE (  21:  5) | Glück
[  779] 0x599AF4 (  25:  9) | Angreifen
[  780] 0x599B0A (  23: 11) | Angreifen %
[  781] 0x599B20 (  21: 11) | Verteidigen
[  782] 0x599B36 (  23: 13) | Verteidigen %
[  783] 0x599B4C (  16:  8) | Zbrangrf
[  784] 0x599B62 (  22:  9) | Zbrvertdg
[  785] 0x599B78 (  23: 11) | Zbrvertdg %
[  786] 0x599B8E (  18:  8) | Schlitz:
[  787] 0x599BA4 (  25: 12) | Verstärkung:
[  788] 0x599BBA (  14:  5) | Keine
[  789] 0x599BD0 (  22:  6) | Normal
[  790] 0x599BE6 (  22:  7) | Doppelt
[  791] 0x599BFC (  22:  8) | Dreifach
[  792] 0x599C14 (  16:  1) | A
[  793] 0x599C16 (   1:  1) | V
[  794] 0x599C18 (  11: 11) | Objektladen
[  795] 0x599C40 (  42: 14) | Waffengeschäft
[  796] 0x599C68 (  36: 11) | Objektladen
[  797] 0x599C90 (  41: 13) | Materia-Laden
[  798] 0x599CB8 (  39: 13) | Gemischtwaren
[  799] 0x599CE0 (  37: 11) | Gemüseladen
[  800] 0x599D08 (  40: 12) | Zubehörladen
[  801] 0x599D30 (  40: 13) | Werkzeugladen
[  802] 0x599D58 (  40: 14) | Souvenierladen
[  803] 0x599D80 (  36: 11) | Willkommen!
[  804] 0x599DAE (  57: 23) | Was möchtest du kaufen?
[  805] 0x599DDC (  48: 26) | Wie viele willst du davon?
[  806] 0x599E0A (  45: 26) | Was möchtest du verkaufen?
[  807] 0x599E38 (  49: 30) | Wie viele willst du verkaufen?
[  808] 0x599E66 (  21:  6) | Danke!
[  809] 0x599E94 (  45:  6) | Danke!
[  810] 0x599EC2 (  64: 25) | Du hast nicht genug Geld!
[  811] 0x599F4C ( 101: 10) | Guten Tag!
[  812] 0x599F7A (  64: 29) | Wie kann ich behilflich sein?
