index,offset,text,hex_bytes,byte_length,text_length,type_info
303,0x595FC7,*,N/A,2,1,padding:1
304,0x595FD8,v v 5GB,N/A,8,8,padding:0
305,0x595FE1,_6 !,N/A,9,9,padding:0
306,0x595FF4,x x H1>,N/A,8,8,padding:0
307,0x595FFF,%,N/A,2,1,padding:1
308,0x596010,y y 7I1,N/A,8,8,padding:0
309,0x59602C,£ £ 3Jé,N/A,7,7,padding:0
310,0x596048,3f1,N/A,7,7,padding:0
311,0x596052,(,N/A,1,1,padding:0
312,0x596064,ö ö 7L,N/A,7,7,padding:0
313,0x59606E,/,N/A,1,1,padding:0
314,0x596080,M,N/A,7,7,padding:0
315,0x59608A,#,N/A,2,2,padding:0
316,0x59609C,N,N/A,7,7,padding:0
317,0x5960A6,#!,N/A,2,2,padding:0
318,0x5960B8,O,N/A,7,7,padding:0
319,0x5960C2,"#""",N/A,2,2,padding:0
320,0x5960D4,P,N/A,7,7,padding:0
321,0x5960DE,##,N/A,2,2,padding:0
322,0x5960F0,î î 3Q1R,N/A,8,8,padding:0
323,0x59610C,ô ô 5RD0,N/A,8,8,padding:0
324,0x59611D,"""",N/A,2,1,padding:1
325,0x596128,ó ó 7S1P,N/A,8,8,padding:0
326,0x596138,(,N/A,2,2,padding:0
327,0x596144,ò ò T1*,N/A,8,8,padding:0
328,0x59614F,*,N/A,2,1,padding:1
329,0x596160,õ õ 7U1<,N/A,8,8,padding:0
330,0x59617C,° ° V1*,N/A,8,8,padding:0
331,0x596187,/,N/A,2,1,padding:1
332,0x596198,• • 7W1,N/A,8,8,padding:0
333,0x5961B4,ß ß 5XB,N/A,8,8,padding:0
334,0x5961BE,0,N/A,1,1,padding:0
335,0x5961D0,5Y(@,N/A,8,8,padding:0
336,0x5961E1,"""",N/A,2,1,padding:1
337,0x5961EC,7Z1p,N/A,8,8,padding:0
338,0x596208,5[B,N/A,8,8,padding:0
339,0x596211,_,N/A,1,1,padding:0
340,0x596217,`,N/A,6,3,padding:3
341,0x596224,5\B,N/A,8,8,padding:0
342,0x59622D,_,N/A,1,1,padding:0
343,0x596230,!     ü,N/A,7,7,padding:0
344,0x596240,7]B,N/A,8,8,padding:0
345,0x596249,_,N/A,1,1,padding:0
346,0x59624C,!     ü,N/A,7,7,padding:0
347,0x596254,£E,N/A,3,3,padding:0
348,0x59625A,C ü ü 3,N/A,9,7,padding:2
349,0x596262,18,N/A,2,2,padding:0
350,0x596270,ã,N/A,1,1,padding:0
351,0x596278,7_B\,N/A,8,8,padding:0
352,0x596288,!,N/A,2,2,padding:0
353,0x59628C,£L,N/A,3,3,padding:0
354,0x596292,4   3,N/A,9,7,padding:2
355,0x59629A,1J,N/A,2,2,padding:0
356,0x5962A8,ã,N/A,1,1,padding:0
357,0x5962B0,7aBf,N/A,8,8,padding:0
358,0x5962C0,$,N/A,2,2,padding:0
359,0x5962C4,£C,N/A,3,3,padding:0
360,0x5962CA,3,N/A,9,7,padding:2
361,0x5962D2,1(,N/A,2,2,padding:0
362,0x5962D7,%,N/A,2,1,padding:1
363,0x5962E0,ã,N/A,1,1,padding:0
364,0x5962E8,3cB,N/A,8,8,padding:0
365,0x5962F1,_,N/A,1,1,padding:0
366,0x5962F4,8,N/A,6,6,padding:0
367,0x5962FC,£9,N/A,3,3,padding:0
368,0x596302,!  7,N/A,9,7,padding:2
369,0x59630A,1H,N/A,2,2,padding:0
370,0x596318,ã,N/A,1,1,padding:0
371,0x596320,7eB,N/A,8,8,padding:0
372,0x596329,'8!,N/A,9,9,padding:0
373,0x596340,7m1R,N/A,4,4,padding:0
374,0x596350,ã,N/A,1,1,padding:0
375,0x59635C,7nBz,N/A,4,4,padding:0
376,0x596378,6o10,N/A,4,4,padding:0
377,0x596385,`,N/A,2,1,padding:1
378,0x59699C,"""£   £ ""S    ""]! ^ [!     `!\   \ `!:   q `! q ?  y",N/A,68,60,padding:8
379,0x5969E4,"""S   S ""!sè7áè",N/A,26,18,padding:8
380,0x5969F8,Hitze,N/A,6,5,padding:1
381,0x596A04,Kälte,N/A,11,5,padding:6
382,0x596A10,Gewitter,N/A,14,8,padding:6
383,0x596A1C,Erde,N/A,7,4,padding:3
384,0x596A28,Gift,N/A,11,4,padding:7
385,0x596A34,Schwerkraft,N/A,18,11,padding:7
386,0x596A40,Wasser,N/A,6,6,padding:0
387,0x596A4C,Wind,N/A,9,4,padding:5
388,0x596A58,Heilig,N/A,13,6,padding:7
389,0x596A68,Tod,N/A,12,3,padding:9
390,0x596A7C,Gefahr,N/A,22,6,padding:16
391,0x596A90,Schlaf,N/A,19,6,padding:13
392,0x596AA4,Gift,N/A,17,4,padding:13
393,0x596AB8,Trauer,N/A,21,6,padding:15
394,0x596ACC,Zorn,N/A,17,4,padding:13
395,0x596AE0,Psycho,N/A,21,6,padding:15
396,0x596AF4,Schweigen,N/A,22,9,padding:13
397,0x596B08,Hast,N/A,14,4,padding:10
398,0x596B1C,Gemach,N/A,21,6,padding:15
399,0x596B30,Stop,N/A,17,4,padding:13
400,0x596B44,Frosch,N/A,21,6,padding:15
401,0x596B58,Zwerg,N/A,18,5,padding:13
402,0x596B6C,Allm.Verstein.,N/A,28,14,padding:14
403,0x596B80,Verstein.,N/A,14,9,padding:5
404,0x596B94,Heilung,N/A,17,7,padding:10
405,0x596BA8,Barriere,N/A,20,8,padding:12
406,0x596BBC,ZBarr.,N/A,17,6,padding:11
407,0x596BD0,Wasser,N/A,19,6,padding:13
408,0x596BF8,Schild,N/A,25,6,padding:19
409,0x596C0C,Todesurteil,N/A,24,11,padding:13
410,0x596C20,Manipul.,N/A,16,8,padding:8
411,0x596C34,Tobsucht,N/A,19,8,padding:11
412,0x596C48,Unverwundbar,N/A,23,12,padding:11
413,0x596C5C,Lähmung,N/A,14,7,padding:7
414,0x596C70,Blind,N/A,17,5,padding:12
415,0x596C88,Element/Nebenwirkung,N/A,38,20,padding:18
416,0x596CA1,Zusatzwirkung,N/A,17,13,padding:4
417,0x596CBA,Angriff,N/A,18,7,padding:11
418,0x596CD3,Verteidigung,N/A,29,12,padding:17
419,0x596CEC,Halbieren,N/A,21,9,padding:12
420,0x596D05,Unwirksam,N/A,24,9,padding:15
421,0x596D1E,Absorbieren,N/A,26,11,padding:15
422,0x596D82,Stärke,N/A,30,6,padding:24
423,0x596D9B,Geschick,N/A,26,8,padding:18
424,0x596DB4,Vitalität,N/A,25,9,padding:16
425,0x596DCD,Zauber,N/A,21,6,padding:15
426,0x596DE6,Gemüt,N/A,23,5,padding:18
427,0x596DFF,Glück,N/A,24,5,padding:19
428,0x596E18,Angriff,N/A,26,7,padding:19
429,0x596E31,Angriff %,N/A,26,9,padding:17
430,0x596E4A,Verteidigung,N/A,27,12,padding:15
431,0x596E63,Verteidigung %,N/A,26,14,padding:12
432,0x596E7C,Zauber,N/A,16,6,padding:10
433,0x596E95,Zauberabwehr,N/A,30,12,padding:18
434,0x596EAE,Zauberabw. %,N/A,24,12,padding:12
435,0x596EC7,Waf.,N/A,16,4,padding:12
436,0x596EE0,Rüs.,N/A,24,4,padding:20
437,0x596EF9,Acc.,N/A,24,4,padding:20
438,0x596F12,Limit-Stufe,N/A,31,11,padding:20
439,0x596F34,"""!    `! ã   `!R w ü        £     !£     î £       \      £     W \ Waf.",N/A,102,80,padding:22
440,0x596F96,Rüs.,N/A,21,4,padding:17
441,0x596FAC,Acc.,N/A,21,4,padding:17
442,0x596FC2,Zub.,N/A,21,4,padding:17
443,0x596FD8,Stärke,N/A,23,6,padding:17
444,0x596FEE,Geschick,N/A,23,8,padding:15
445,0x597004,Vitalitä,N/A,21,8,padding:13
446,0x59701A,Zauber,N/A,19,6,padding:13
447,0x597030,Moral,N/A,20,5,padding:15
448,0x597046,Glück,N/A,21,5,padding:16
449,0x59705C,Angriff,N/A,23,7,padding:16
450,0x597072,Angriff %,N/A,23,9,padding:14
451,0x597088,Verteidigung,N/A,24,12,padding:12
452,0x59709E,Verteidigung %,N/A,23,14,padding:9
453,0x5970B4,Zauber,N/A,13,6,padding:7
454,0x5970CA,Zauberabwehr,N/A,27,12,padding:15
455,0x5970E0,Zauberabw. %,N/A,21,12,padding:9
456,0x5970F6,Fassung:,N/A,17,8,padding:9
457,0x59710C,Wachstum:,N/A,22,9,padding:13
458,0x597122,Keine,N/A,17,5,padding:12
459,0x597138,Normal,N/A,22,6,padding:16
460,0x59714E,Doppelt,N/A,22,7,padding:15
461,0x597164,Dreifach,N/A,22,8,padding:14
462,0x597194,"""£   £ ""S    !ï   !!! !  ]!    `!\   \ `!:   r  X     ñ  q   Feuer",N/A,106,81,padding:25
463,0x5971EC,Kälte,N/A,11,5,padding:6
464,0x5971F8,Blitz,N/A,11,5,padding:6
465,0x597204,Erde,N/A,10,4,padding:6
466,0x597210,Gift,N/A,11,4,padding:7
467,0x59721C,Schwerkraft,N/A,18,11,padding:7
468,0x597228,Wasser,N/A,6,6,padding:0
469,0x597234,Wind,N/A,9,4,padding:5
470,0x597240,Heilig,N/A,13,6,padding:7
471,0x597250,Soll das wirklich entfernt werden?,N/A,43,34,padding:9
472,0x597274,Ja!,N/A,4,3,padding:1
473,0x597298,Einen Moment,N/A,44,12,padding:32
474,0x5972BC,Sephiroth,N/A,36,13,padding:23
475,0x5972E0,Waf.,N/A,26,4,padding:22
476,0x5972FC,Rüs.,N/A,27,4,padding:23
477,0x597318,Fähigkeitsliste,N/A,38,15,padding:23
478,0x597334,Rüstungseffekt,N/A,26,14,padding:12
479,0x597350,Prüfen,N/A,19,6,padding:13
480,0x59736C,Ordnen,N/A,27,6,padding:21
481,0x597388,Gespeicherte Zahl   /24,N/A,44,23,padding:21
482,0x5973A4,AP,N/A,6,2,padding:4
483,0x5973C0,Auf nächste Ebene,N/A,42,17,padding:25
484,0x5973DC,MASTER,N/A,16,6,padding:10
485,0x5973F8,Ordnen,N/A,27,6,padding:21
486,0x597414,Tauschen,N/A,29,8,padding:21
487,0x597430,Alles entfernen,N/A,34,15,padding:19
488,0x59744C,Wegwerfen,N/A,21,9,padding:12
489,0x597484,Geschwindigkeit   %HåHER,N/A,51,24,padding:27
490,0x5974A0,Schutz   %HåHER,N/A,18,15,padding:3
491,0x5974BC,Zauberkraft   %HåHER,N/A,32,20,padding:12
492,0x5974D8,Glück   %HåHER,N/A,21,14,padding:7
493,0x5974F4,MASTER,N/A,19,6,padding:13
494,0x597510,Stärke,N/A,27,6,padding:21
495,0x59752C,Vitalität,N/A,30,9,padding:21
496,0x597548,Zauber,N/A,24,6,padding:18
497,0x597564,Zbrvertdg,N/A,30,9,padding:21
498,0x597580,Geschick,N/A,26,8,padding:18
499,0x59759C,Glück,N/A,24,5,padding:19
500,0x5975B8,MAXHP,N/A,27,5,padding:22
501,0x5975D4,MAXMP,N/A,27,5,padding:22
502,0x5975F0,MAXHP,N/A,27,5,padding:22
503,0x59760C,MAXMP,N/A,27,5,padding:22
504,0x597628,EXP.UP,N/A,28,6,padding:22
505,0x597644,Gil UP,N/A,27,6,padding:21
506,0x597660,Treffen - %,N/A,32,11,padding:21
507,0x59767C,Treffen + %,N/A,27,11,padding:16
508,0x597698,Chocobo treffen,N/A,31,15,padding:16
509,0x5976B4,Präventivm. + %,N/A,27,15,padding:12
510,0x5976D0,Fernangriff,N/A,23,11,padding:12
511,0x5976EC,Alle angreifen,N/A,30,14,padding:16
512,0x597708,Gegenangriff,N/A,25,12,padding:13
513,0x597724,Alle angreifen,N/A,29,14,padding:15
514,0x597740,Ständiger Angriff,N/A,30,17,padding:13
515,0x59775C,HP/MP-nderung,N/A,24,14,padding:10
516,0x59777C,"""    ""S    !C!! $!C!   ""C! D  £ } : !ì     5""S   S ""T !ç $!!|!ç @ !    `!i   i `!:   ~    ~     ~ `!  2 z \ O -  W     *!:   : `!:  S    S 0",N/A,189,172,padding:17
517,0x597830,O    £ O w!!£     ô £ 8 ë   \ 8   \     Z \ ã   `!R w ü  Zauber,N/A,74,70,padding:4
518,0x597886,Beschwören,N/A,25,10,padding:15
519,0x59789C,Feindtechnik,N/A,23,12,padding:11
520,0x5978B2,Zusätzliche Fähigkeit,N/A,30,21,padding:9
521,0x5978C8,Alle,N/A,4,4,padding:0
522,0x5978DE,4x-Zber,N/A,24,7,padding:17
523,0x5978F4,MP absorb.,N/A,24,10,padding:14
524,0x59790A,HP absorb.,N/A,21,10,padding:11
525,0x597936,Auch stehl.,N/A,32,11,padding:21
526,0x59794C,Schlag,N/A,16,6,padding:10
527,0x597962,Turbo-MP,N/A,23,8,padding:15
528,0x597978,Nichts,N/A,19,6,padding:13
529,0x59798E,Nicht genug MP.,N/A,30,15,padding:15
530,0x5979AC,"""    ""S    ""2!!K  £ !K  £ !   S     `!r   r `!:   ç `!  6 j \  6 g \    j : Verwenden",N/A,105,101,padding:4
531,0x597A1A,Ordnen,N/A,14,6,padding:8
532,0x597A2C,Schlüsselobjekte,N/A,27,16,padding:11
533,0x597A3E,Allein,N/A,7,6,padding:1
534,0x597A50,Feld,N/A,15,4,padding:11
535,0x597A62,Schlacht,N/A,21,8,padding:13
536,0x597A74,Werfen,N/A,15,6,padding:9
537,0x597A86,Typ,N/A,14,3,padding:11
538,0x597A98,Name,N/A,18,4,padding:14
539,0x597AAA,Max.,N/A,17,4,padding:13
540,0x597ABC,Min.,N/A,17,4,padding:13
541,0x597AD0,OK! Klar!,N/A,24,9,padding:15
542,0x597AF8,"Ich bin nicht sicher, aber",N/A,57,27,padding:30
543,0x597B20,Ist mir egal.,N/A,25,13,padding:12
544,0x597B48,Heh! Heh!,N/A,35,9,padding:26
545,0x597B70,V-v-verdammt! Mein Kopf!,N/A,54,24,padding:30
546,0x597B98,Hat nichts mit mir zu tun!,N/A,41,26,padding:15
547,0x597BC0,"Hmm, das wär's also.",N/A,33,20,padding:13
548,0x597BE8,"Ich bin nicht sicher, aber",N/A,46,27,padding:19
549,0x597C10,Ich hab die falsche Person erwischt.,N/A,48,36,padding:12
550,0x597C38,Das sollte ok sein.,N/A,22,19,padding:3
551,0x597C60,Noch nicht ganz bereit.,N/A,43,23,padding:20
552,0x597C88,"Nein, ich bin es nicht.",N/A,39,23,padding:16
553,0x597CB0,"Ok, klar!",N/A,25,9,padding:16
554,0x597CD8,Kapier ich nicht.,N/A,47,17,padding:30
555,0x597D00,Hat nichts mit mir zu tun.,N/A,48,26,padding:22
556,0x597D28,Cool! Das sollte ok sein!,N/A,38,25,padding:13
557,0x597D50,Nee! Kapier ich nicht!,N/A,36,22,padding:14
558,0x597D78,"Mann, ich tapp total im Dunkeln!",N/A,49,32,padding:17
559,0x597DA0,Ich verlier immer mehr Menschliches,N/A,43,36,padding:7
560,0x597DC8,Ich bin noch nicht bereit.,N/A,29,26,padding:3
561,0x597DF0,Es hat nichts mit mir zu tun.,N/A,42,29,padding:13
562,0x597E18,Das gefällt mir! Her damit!,N/A,37,27,padding:10
563,0x597E40,"Hmph. Hab ich nicht ganz kapiert, aber",N/A,51,39,padding:12
564,0x597E68,Nicht ich! Gib es jemand anders!,N/A,32,32,padding:0
565,0x597E90,Es hat nichts mit mir zu tun.,N/A,36,29,padding:7
566,0x597EB8,"%!à >!, )!Y   h 7!é f R å 7    á ç v    !! &!   b a ) V ; = [ \ #!  ,!j +!    1!M /  0   # w",N/A,126,116,padding:10
567,0x597F2E,"8 N ï    E   • z E!° 5!@!i n q F!í       4 (! ì Z x   B â       3  =!]  I!J!K!L!M!N!O!P!Q!R!S!T!U!V!W!X!Y!Z![!\!]!^!_!  }    ü     ?!* ã  *!     G L    è +   u  g  ë - 3!ñ  $ ! >   ^   O  H  t F  C! A |  6  5 4! 2!  2 D!      Q   0!   P   k -!"" @  ó &  <!J   A!.  ô l y 9  ö 9!  '!s   {     ;!e    ~   ""! ? U  ! ò  r I ß   T B!% p ä ' /!£   .!_ 1 : K  m  G!:!C     D (  o $!   õ X S 8! d  ` W <   H!c  î  6! Ü =>ABCeKD@FGHtJfg<$_uva)?snPRSVXY[\]p/0%U^MZoh!""#y*+2,-.345671:8(W9&';`klmxEILNOQTbcdijqrwz{     0   (   L     !0 !   VO/JpNORI#Q0A'9h=#InN,$   #  0 @",N/A,683,682,padding:1
568,0x5981E8,Zí,N/A,7,7,padding:0
569,0x5981F1,ä,N/A,7,7,padding:0
570,0x598208,í,N/A,7,7,padding:0
571,0x598211,ä,N/A,7,7,padding:0
572,0x598228,ëí,N/A,7,7,padding:0
573,0x598231,V,N/A,7,7,padding:0
574,0x598248,âvÜÜÜÜS\,N/A,16,16,padding:0
575,0x59825B,äí,N/A,10,10,padding:0
576,0x598268,VâÜäÜéudâ,N/A,16,16,padding:0
577,0x59827A,ä|â,N/A,11,11,padding:0
578,0x598289,äâÜVâe,N/A,14,14,padding:0
579,0x59829A,vSÜâ,N/A,12,12,padding:0
580,0x5982A9,éVëÜâS,N/A,14,14,padding:0
581,0x5982B9,äâXÜ,N/A,13,13,padding:0
582,0x5982C9,äÜëâX,N/A,14,14,padding:0
583,0x5982D9,VxÜ,N/A,14,14,padding:0
584,0x5982EA,VÜVS,N/A,12,12,padding:0
585,0x5982F9,äÜÜXäí,N/A,14,14,padding:0
586,0x59830A,äÜí,N/A,12,12,padding:0
587,0x598319,VéâÜ,N/A,14,14,padding:0
588,0x59832B,ë,N/A,10,10,padding:0
589,0x598338,VäâXéf,N/A,16,16,padding:0
590,0x59834B,S,N/A,10,10,padding:0
591,0x598358,ïxÜe,N/A,16,16,padding:0
592,0x598378,íÜ,N/A,16,16,padding:0
593,0x598398,ä,N/A,7,7,padding:0
594,0x5983B8,ää,N/A,7,7,padding:0
595,0x5983C1,ä,N/A,7,7,padding:0
596,0x5983D8,Zí,N/A,7,7,padding:0
597,0x5983E1,ä,N/A,7,7,padding:0
598,0x5983F8,í,N/A,7,7,padding:0
599,0x598401,ä,N/A,7,7,padding:0
600,0x598418,ëí,N/A,7,7,padding:0
601,0x598421,V,N/A,7,7,padding:0
602,0x598438,âvÜÜÜÜS\,N/A,16,16,padding:0
603,0x598458,VâÜäÜéudâ,N/A,16,16,padding:0
604,0x59846B,äí,N/A,10,10,padding:0
605,0x598479,äâÜVâe,N/A,14,14,padding:0
606,0x59848A,ä|â,N/A,11,11,padding:0
607,0x598499,éVëÜâS,N/A,14,14,padding:0
608,0x5984AA,vSÜâ,N/A,12,12,padding:0
609,0x5984B9,äÜëâX,N/A,14,14,padding:0
610,0x5984C9,äâXÜ,N/A,13,13,padding:0
611,0x5984DA,VÜVS,N/A,12,12,padding:0
612,0x5984E9,VxÜ,N/A,14,14,padding:0
613,0x5984FA,äÜí,N/A,12,12,padding:0
614,0x598509,äÜÜXäí,N/A,14,14,padding:0
615,0x59851B,ë,N/A,10,10,padding:0
616,0x598529,VéâÜ,N/A,14,14,padding:0
617,0x59853B,S,N/A,10,10,padding:0
618,0x598548,VäâXéf,N/A,16,16,padding:0
619,0x598568,ïxÜe,N/A,16,16,padding:0
620,0x598588,íÜ,N/A,16,16,padding:0
621,0x5985A8,ä,N/A,7,7,padding:0
622,0x5985C8,ää,N/A,7,7,padding:0
623,0x5985D1,"ä        !""#$%'(    ""S   S ""S   ~ ""! :       `!:   : `!:   O `! î - i ò Cloud",N/A,92,92,padding:0
624,0x598634,Barret,N/A,12,6,padding:6
625,0x598640,Tifa,N/A,9,4,padding:5
626,0x59864C,Aeris,N/A,12,5,padding:7
627,0x598658,Red XIII,N/A,14,8,padding:6
628,0x598664,Yuffie,N/A,9,6,padding:3
629,0x598670,Cait Sith,N/A,14,9,padding:5
630,0x59867C,Vincent,N/A,9,7,padding:2
631,0x598688,Cid,N/A,7,3,padding:4
632,0x598694,Choco,N/A,13,5,padding:8
633,0x5986BE,Leer,N/A,13,4,padding:9
634,0x5986C8,Löschen,N/A,12,7,padding:5
635,0x5986D2,Auswählen,N/A,11,9,padding:2
636,0x5986DC,Standard,N/A,8,8,padding:0
637,0x5986E6,Abbrechen,N/A,10,9,padding:1
638,0x5986F0,"ABCDEFGHIJäKLMNOPQRSTUVWXYZ,.+-öabcdefghijåklmnopqrstÜuvwxyz:;  ü0123456789   RaginLion",N/A,89,89,padding:0
639,0x598750,Freshmake,N/A,15,9,padding:6
640,0x598760,Square,N/A,12,6,padding:6
641,0x598770,3Dfx,N/A,13,4,padding:9
642,0x598780,Local,N/A,16,5,padding:11
643,0x598790,Gold,N/A,14,4,padding:10
644,0x5987A0,"ëìèïókmoqs+-/13uwy{}579;=áâåç?ACEGô•____acegi!#%')üJLNPR_]^      äíéîñjlnpr*,.02tvxz|468:<~àãÜ>@BDFòõ°£ö`bdfh ""$&(ßIKMOQH",N/A,199,188,padding:11
645,0x598864,"!   ""   $   %   '   (        &4031&.      !îEx-SOLDIER",N/A,58,54,padding:4
646,0x5988A1,X!         Z!Z!V V,N/A,23,23,padding:0
647,0x5988BC,"à""  T   R",N/A,12,12,padding:0
648,0x598900,C   !!/-+)%-      !öBarret,N/A,26,26,padding:0
649,0x598920,@,N/A,2,2,padding:0
650,0x598926,!           / /,N/A,23,22,padding:1
651,0x598940,*,N/A,4,4,padding:0
652,0x598988,"""!+++*'.      !9Tifa",N/A,24,20,padding:4
653,0x5989A4,0,N/A,2,2,padding:0
654,0x5989AA,!           0 0,N/A,23,22,padding:1
655,0x5989C4,(,N/A,4,4,padding:0
656,0x598A0C,#!*+-.%.      !4Aerith,N/A,26,22,padding:4
657,0x598A28,^,N/A,2,2,padding:0
658,0x598A2C,!           7 7,N/A,25,24,padding:1
659,0x598A90,"$!*,+**.      !äRed",N/A,23,19,padding:4
660,0x598AAC,P#,N/A,2,2,padding:0
661,0x598AB2,!           1 1,N/A,23,22,padding:1
662,0x598ACC,",   Q# 7#",N/A,12,12,padding:0
663,0x598AF0,E,N/A,4,4,padding:0
664,0x598B14,%!            !KYuffie,N/A,26,22,padding:4
665,0x598B30,w$,N/A,2,2,padding:0
666,0x598B36,!         ã ã % %,N/A,23,22,padding:1
667,0x598B54,GL!,N/A,8,4,padding:4
668,0x598B98,&!*+-+%/      ! Cait Seith,N/A,30,26,padding:4
669,0x598BB4,å%,N/A,2,2,padding:0
670,0x598BBA,!           2 2,N/A,23,22,padding:1
671,0x598BD4,.   J   Zx;,N/A,12,12,padding:0
672,0x598C1C,'!)*++%.      !WVincent,N/A,27,23,padding:4
673,0x598C38,ò%,N/A,2,2,padding:0
674,0x598C3E,!           2 2,N/A,23,22,padding:1
675,0x598C58,0,N/A,4,4,padding:0
676,0x598CA0,"(!,,+*&.      !_Cid",N/A,23,19,padding:4
677,0x598CBC,i&,N/A,2,2,padding:0
678,0x598CC2,!           / /,N/A,23,22,padding:1
679,0x598CDC,2,N/A,4,4,padding:0
680,0x598D24,")!,,+*&%      !",N/A,20,16,padding:4
681,0x598D41,!  '!           $ $,N/A,28,27,padding:1
682,0x598D60,",   *",N/A,8,8,padding:0
683,0x598DA4,õ   *RuhdfaN      ! Sephiroth,N/A,29,29,padding:0
684,0x598DC4,ü&(,N/A,4,4,padding:0
685,0x598DCA,!          / /!!,N/A,23,22,padding:1
686,0x598DE4,$ W,N/A,5,5,padding:0
687,0x598DEC,U,N/A,1,1,padding:0
688,0x598DF0,S,N/A,1,1,padding:0
689,0x598DF4,7,N/A,1,1,padding:0
690,0x598DF8,Q,N/A,1,1,padding:0
691,0x598E08,R,N/A,1,1,padding:0
692,0x598E0C,7,N/A,1,1,padding:0
693,0x598E10,T,N/A,1,1,padding:0
694,0x598E14,7,N/A,1,1,padding:0
695,0x598ED0,"!   &   !   ""   &   !   #   &   !   $   &   !   %   &   !   &   &   !   '   &   !   (   &   !   )   &   !       &   !   *   &   !                       !               &   $   #   ""   %   #   $   #   #   '   $   #   )   $   #   %   %   #       %   #   (   #   #   $   $   #   %   $   #   *   %   #   (   ""   !                               #   #   (   $   #   #   #   #   %   #   #   &   #   #   '   #   #   )   #   #       $   #   !   $   #   *   ""   #   *       #                                       $   %   #   #   %   #   ""   #   #   !   %   #   !   #   #   #   $   #   ""   $   #   &   ""   #   '   ""   #   )   ""   !                                               !                   Q   R   S   T   U   V   W   X   Y   Z   [   \   ]   ^   `   a   d   e   f   g   h       j   k   l   m   n   o   p   q   r   s   t   u   v   w   x   y   D   E   G   H   I   J   K       q   u   Full Equipent!",N/A,925,894,padding:31
696,0x599254,Magic Materia!,N/A,19,14,padding:5
697,0x599268,Summon Materia!,N/A,20,15,padding:5
698,0x59927C,Command,N/A,11,7,padding:4
699,0x599290,Zero - AW YEAH!,N/A,27,15,padding:12
700,0x5992A8,Feuer,N/A,13,5,padding:8
701,0x5992B4,Kälte,N/A,11,5,padding:6
702,0x5992C0,Blitz,N/A,11,5,padding:6
703,0x5992CC,Erde,N/A,10,4,padding:6
704,0x5992D8,Gift,N/A,11,4,padding:7
705,0x5992E4,Schwerkraft,N/A,18,11,padding:7
706,0x5992F0,Wasser,N/A,6,6,padding:0
707,0x5992FC,Wind,N/A,9,4,padding:5
708,0x599308,Heilig,N/A,13,6,padding:7
709,0x599318,Soll das wirklich entfernt werden?,N/A,43,34,padding:9
710,0x59933C,Ja!,N/A,4,3,padding:1
711,0x599360,Einen Moment,N/A,44,12,padding:32
712,0x599384,Sephiroth,N/A,36,13,padding:23
713,0x5993A8,Waf.,N/A,26,4,padding:22
714,0x5993C4,Rüs.,N/A,27,4,padding:23
715,0x5993E0,Fähigkeitsliste,N/A,38,15,padding:23
716,0x5993FC,Rüstungseffekt,N/A,26,14,padding:12
717,0x599418,Prüfen,N/A,19,6,padding:13
718,0x599434,Ordnen,N/A,27,6,padding:21
719,0x599450,Gespeicherte Zahl   /24,N/A,44,23,padding:21
720,0x59946C,AP,N/A,6,2,padding:4
721,0x599488,Auf nächste Ebene,N/A,42,17,padding:25
722,0x5994A4,MASTER,N/A,16,6,padding:10
723,0x5994C0,Ordnen,N/A,27,6,padding:21
724,0x5994DC,Tauschen,N/A,29,8,padding:21
725,0x5994F8,Alles entfernen,N/A,34,15,padding:19
726,0x599514,Wegwerfen,N/A,21,9,padding:12
727,0x59954C,Geschwindigkeit   %HåHER,N/A,51,24,padding:27
728,0x599568,Schutz   %HåHER,N/A,18,15,padding:3
729,0x599584,Zauberkraft   %HåHER,N/A,32,20,padding:12
730,0x5995A0,Glück   %HåHER,N/A,21,14,padding:7
731,0x5995BC,MASTER,N/A,19,6,padding:13
732,0x5995D8,Stärke,N/A,27,6,padding:21
733,0x5995F4,Vitalität,N/A,30,9,padding:21
734,0x599610,Zauber,N/A,24,6,padding:18
735,0x59962C,Zbrvertdg,N/A,30,9,padding:21
736,0x599648,Geschick,N/A,26,8,padding:18
737,0x599664,Glück,N/A,24,5,padding:19
738,0x599680,MAXHP,N/A,27,5,padding:22
739,0x59969C,MAXMP,N/A,27,5,padding:22
740,0x5996B8,MAXHP,N/A,27,5,padding:22
741,0x5996D4,MAXMP,N/A,27,5,padding:22
742,0x5996F0,EXP.UP,N/A,28,6,padding:22
743,0x59970C,Gil UP,N/A,27,6,padding:21
744,0x599728,Treffen - %,N/A,32,11,padding:21
745,0x599744,Treffen + %,N/A,27,11,padding:16
746,0x599760,Chocobo treffen,N/A,31,15,padding:16
747,0x59977C,Präventivm. + %,N/A,27,15,padding:12
748,0x599798,Fernangriff,N/A,23,11,padding:12
749,0x5997B4,Alle angreifen,N/A,30,14,padding:16
750,0x5997D0,Gegenangriff,N/A,25,12,padding:13
751,0x5997EC,Alle angreifen,N/A,29,14,padding:15
752,0x599808,Ständiger Angriff,N/A,30,17,padding:13
753,0x599824,HP/MP-nderung,N/A,24,14,padding:10
754,0x599840,Kaufen,N/A,19,6,padding:13
755,0x59985E,Verkaufen,N/A,32,9,padding:23
756,0x59987C,Beenden,N/A,27,7,padding:20
757,0x59989A,Objekt,N/A,28,6,padding:22
758,0x5998B8,Materia,N/A,30,7,padding:23
